"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_year","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"North & Central America","Mexico","PAHO","Observed",2026,7,6,6155,40540,95090,14022,0.09,43678,0.28
"North & Central America","Mexico","PAHO","Observed",2026,8,7,3999,44539,95090,21119,0.12,64797,0.4
"North & Central America","Mexico",NA,"Unobserved",2026,9,8,NA,NA,95090,31406,0.17,96203,0.57
"North & Central America","Mexico",NA,"Unobserved",2026,10,9,NA,NA,95090,33039,0.21,129242,0.78
"North & Central America","Mexico",NA,"Unobserved",2026,11,10,NA,NA,95090,20915,0.13,150157,0.91
"North & Central America","Mexico",NA,"Unobserved",2026,12,11,NA,NA,95090,8574,0.05,158731,0.96
"Pacific Islands","Marshall Islands","WHO","Observed",2025,1,8,0,0,0,185,0.11,693,0.76
"Pacific Islands","Marshall Islands","WHO","Observed",2025,2,9,0,0,0,148,0.09,841,0.85
"Pacific Islands","Marshall Islands","WHO","Observed",2025,3,10,0,0,0,87,0.1,928,0.95
"Pacific Islands","Marshall Islands","WHO","Observed",2025,4,11,0,0,0,27,0.03,955,0.98
"Pacific Islands","Marshall Islands","WHO","Observed",2025,5,12,0,0,0,23,0.02,978,1
"Pacific Islands","Marshall Islands","WHO","Observed",2025,6,1,0,0,0,22,0.03,22,0.03
"Pacific Islands","Marshall Islands","WHO","Observed",2025,7,2,0,0,0,22,0.03,44,0.07
"Pacific Islands","Marshall Islands","WHO","Observed",2025,8,3,0,0,0,31,0.04,76,0.11
"Pacific Islands","Marshall Islands","WHO","Observed",2025,9,4,0,0,0,43,0.05,119,0.16
"Pacific Islands","Marshall Islands","WHO","Observed",2025,10,5,0,0,0,74,0.09,193,0.25
"Pacific Islands","Marshall Islands","WHO","Observed",2025,11,6,0,0,0,123,0.15,316,0.4
"Pacific Islands","Marshall Islands","WHO","Observed",2025,12,7,0,0,0,192,0.25,508,0.65
"Pacific Islands","Marshall Islands","WHO","Observed",2026,1,8,0,0,0,185,0.11,693,0.76
"Pacific Islands","Marshall Islands","WHO","Observed",2026,2,9,0,0,0,148,0.09,841,0.85
"Pacific Islands","Marshall Islands","WHO","Observed",2026,3,10,0,0,0,87,0.1,928,0.95
"Pacific Islands","Marshall Islands","WHO","Observed",2026,4,11,0,0,0,27,0.03,955,0.98
"Pacific Islands","Marshall Islands","WHO","Observed",2026,5,12,0,0,0,23,0.02,978,1
"Pacific Islands","Marshall Islands","WHO","Observed",2026,6,1,0,0,0,22,0.03,22,0.03
"Pacific Islands","Marshall Islands","WHO","Observed",2026,7,2,0,0,0,22,0.03,44,0.07
"Pacific Islands","Marshall Islands","Estimates","Unobserved",2026,8,3,0,0,0,31,0.04,76,0.11
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,9,4,NA,NA,0,43,0.05,119,0.16
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,10,5,NA,NA,0,74,0.09,193,0.25
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,11,6,NA,NA,0,123,0.15,316,0.4
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,12,7,NA,NA,0,192,0.25,508,0.65
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,1,12,172,172,172,38,0,17297,1
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,2,1,120,292,11998,23,0,23,0
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,3,2,167,459,11998,120,0.01,144,0.01
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,4,3,235,694,11998,288,0.01,432,0.02
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,5,4,699,1393,11998,1533,0.08,1965,0.11
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,6,5,1744,3137,11998,3891,0.22,5856,0.32
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,7,6,3065,6202,11998,4260,0.24,10116,0.57
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,8,7,2415,8617,11998,3100,0.18,13216,0.75
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,9,8,1576,10193,11998,1993,0.12,15209,0.87
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,10,9,943,11136,11998,1153,0.07,16361,0.94
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,11,10,594,11730,11998,721,0.04,17082,0.99
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,12,11,310,12040,11998,178,0.01,17260,1
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,1,12,130,130,11998,38,0,17297,1
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,2,1,99,229,5699,23,0,23,0
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,3,2,131,360,5699,120,0.01,144,0.01
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,4,3,184,544,5699,288,0.01,432,0.02
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,5,4,380,924,5699,1533,0.08,1965,0.11
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,6,5,866,1790,5699,3891,0.22,5856,0.32
"East & Southeast Asia","Myanmar","SEARO","Observed",2026,7,6,1576,3366,5699,4260,0.24,10116,0.57
"East & Southeast Asia","Myanmar","Estimates","Unobserved",2026,8,7,2199,5565,5699,3100,0.18,13216,0.75
"East & Southeast Asia","Myanmar","SEARO","Unobserved",2026,9,8,NA,NA,5699,1993,0.12,15209,0.87
"East & Southeast Asia","Myanmar","SEARO","Unobserved",2026,10,9,NA,NA,5699,1153,0.07,16361,0.94
"East & Southeast Asia","Myanmar","SEARO","Unobserved",2026,11,10,NA,NA,5699,721,0.04,17082,0.99
"East & Southeast Asia","Myanmar","SEARO","Unobserved",2026,12,11,NA,NA,5699,178,0.01,17260,1
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,1,8,102,102,247,220,0.11,1546,0.79
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,2,9,66,168,247,167,0.08,1713,0.87
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,3,10,35,203,247,99,0.05,1812,0.92
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,4,11,41,244,247,93,0.05,1905,0.97
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,5,12,3,247,247,51,0.03,1956,1
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,6,1,179,426,6218,154,0.07,154,0.07
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,7,2,82,508,6218,81,0.04,235,0.12
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,8,3,37,545,6218,190,0.1,425,0.21
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,9,4,37,582,6218,268,0.13,693,0.35
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,10,5,3135,3717,6218,338,0.17,1030,0.52
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,11,6,1923,5640,6218,206,0.11,1236,0.62
"Sub-Saharan Africa","Mauritania","Estimates","Unobserved",2025,12,7,14,5654,6218,90,0.06,1326,0.68
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,1,8,530,530,6218,220,0.11,1546,0.79
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,2,9,78,608,6218,167,0.08,1713,0.87
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,3,10,46,654,6218,99,0.05,1812,0.92
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,4,11,30,684,6218,93,0.05,1905,0.97
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,5,12,141,825,6218,51,0.03,1956,1
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,6,1,69,894,844,154,0.07,154,0.07
"Sub-Saharan Africa","Mauritania","WHO","Observed",2026,7,2,29,923,844,81,0.04,235,0.12
"Sub-Saharan Africa","Mauritania","Estimates","Unobserved",2026,8,3,599,1522,844,190,0.1,425,0.21
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,9,4,NA,NA,844,268,0.13,693,0.35
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,10,5,NA,NA,844,338,0.17,1030,0.52
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,11,6,NA,NA,844,206,0.11,1236,0.62
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,12,7,NA,NA,844,90,0.06,1326,0.68
"Caribbean","Martinique","PAHO","Observed",2025,1,9,293,293,775,359,0.19,4733,0.63
"Caribbean","Martinique","PAHO","Observed",2025,2,10,100,393,775,357,0.17,5090,0.79
"Caribbean","Martinique","PAHO","Observed",2025,3,11,282,675,775,292,0.14,5381,0.93
"Caribbean","Martinique","PAHO","Observed",2025,4,12,100,775,775,144,0.07,5525,1
"Caribbean","Martinique","PAHO","Observed",2025,5,1,130,905,1799,173,0.02,173,0.02
"Caribbean","Martinique","PAHO","Observed",2025,6,2,90,995,1799,200,0.02,373,0.05
"Caribbean","Martinique","Estimates","Unobserved",2025,7,3,28,1023,1799,330,0.04,703,0.08
"Caribbean","Martinique","Estimates","Unobserved",2025,8,4,29,1052,1799,667,0.04,1370,0.12
"Caribbean","Martinique","WHO","Observed",2025,9,5,105,1157,1799,1079,0.09,2449,0.21
"Caribbean","Martinique","Estimates","Unobserved",2025,10,6,78,1235,1799,899,0.1,3348,0.31
"Caribbean","Martinique","WHO","Observed",2025,11,7,30,1265,1799,691,0.08,4039,0.39
"Caribbean","Martinique","PAHO","Observed",2025,12,8,150,1415,1799,335,0.05,4374,0.44
"Caribbean","Martinique","PAHO","Observed",2026,1,9,346,346,1799,359,0.19,4733,0.63
"Caribbean","Martinique","PAHO","Observed",2026,2,10,322,668,1799,357,0.17,5090,0.79
"Caribbean","Martinique","PAHO","Observed",2026,3,11,416,1084,1799,292,0.14,5381,0.93
"Caribbean","Martinique","PAHO","Observed",2026,4,12,210,1294,1799,144,0.07,5525,1
"Caribbean","Martinique","PAHO","Observed",2026,5,1,60,1354,2732,173,0.02,173,0.02
"Caribbean","Martinique","Estimates","Unobserved",2026,6,2,44,1398,2732,200,0.02,373,0.05
"Caribbean","Martinique","Estimates","Unobserved",2026,7,3,66,1464,2732,330,0.04,703,0.08
"Caribbean","Martinique","Estimates","Unobserved",2026,8,4,66,1530,2732,667,0.04,1370,0.12
"Caribbean","Martinique",NA,"Unobserved",2026,9,5,NA,NA,2732,1079,0.09,2449,0.21
"Caribbean","Martinique",NA,"Unobserved",2026,10,6,NA,NA,2732,899,0.1,3348,0.31
"Caribbean","Martinique",NA,"Unobserved",2026,11,7,NA,NA,2732,691,0.08,4039,0.39
"Caribbean","Martinique",NA,"Unobserved",2026,12,8,NA,NA,2732,335,0.05,4374,0.44
"East & Southeast Asia","Malaysia","WHO","Observed",2025,1,12,6676,6676,6676,8990,0.11,78688,1
"East & Southeast Asia","Malaysia","WHO","Observed",2025,2,1,5049,11725,54034,6872,0.09,6872,0.09
"East & Southeast Asia","Malaysia","WHO","Observed",2025,3,2,4571,16296,54034,6275,0.08,13146,0.17
"East & Southeast Asia","Malaysia","WHO","Observed",2025,4,3,5383,21679,54034,5291,0.07,18437,0.24
"East & Southeast Asia","Malaysia","WHO","Observed",2025,5,4,4877,26556,54034,6162,0.08,24600,0.31
"East & Southeast Asia","Malaysia","WHO","Observed",2025,6,5,4657,31213,54034,6669,0.08,31268,0.4
"East & Southeast Asia","Malaysia","WHO","Observed",2025,7,6,5065,36278,54034,7639,0.09,38908,0.49
"East & Southeast Asia","Malaysia","WHO","Observed",2025,8,7,3338,39616,54034,6380,0.08,45287,0.57
"East & Southeast Asia","Malaysia","WHO","Observed",2025,9,8,2969,42585,54034,5952,0.08,51239,0.65
"East & Southeast Asia","Malaysia","WHO","Observed",2025,10,9,4398,46983,54034,5958,0.08,57198,0.72
"East & Southeast Asia","Malaysia","WHO","Observed",2025,11,10,3449,50432,54034,5854,0.07,63051,0.8
"East & Southeast Asia","Malaysia","WHO","Observed",2025,12,11,4967,55399,54034,6647,0.09,69698,0.89
"East & Southeast Asia","Malaysia","WHO","Observed",2026,1,12,5311,5311,54034,8990,0.11,78688,1
"East & Southeast Asia","Malaysia","WHO","Observed",2026,2,1,4913,10224,80971,6872,0.09,6872,0.09
"East & Southeast Asia","Malaysia","WHO","Observed",2026,3,2,4431,14655,80971,6275,0.08,13146,0.17
"East & Southeast Asia","Malaysia","WHO","Observed",2026,4,3,6873,21528,80971,5291,0.07,18437,0.24
"East & Southeast Asia","Malaysia","WHO","Observed",2026,5,4,7343,28871,80971,6162,0.08,24600,0.31
"East & Southeast Asia","Malaysia","WHO","Observed",2026,6,5,8756,37627,80971,6669,0.08,31268,0.4
"East & Southeast Asia","Malaysia","Estimates","Unobserved",2026,7,6,5113,42740,80971,7639,0.09,38908,0.49
"East & Southeast Asia","Malaysia","Estimates","Unobserved",2026,8,7,4194,46934,80971,6380,0.08,45287,0.57
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,9,8,NA,NA,80971,5952,0.08,51239,0.65
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,10,9,NA,NA,80971,5958,0.08,57198,0.72
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,11,10,NA,NA,80971,5854,0.07,63051,0.8
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,12,11,NA,NA,80971,6647,0.09,69698,0.89
"Pacific Islands","New Caledonia","WHO","Observed",2025,1,5,0,0,3,195,0.07,370,0.34
"Pacific Islands","New Caledonia","WHO","Observed",2025,2,6,0,0,3,355,0.11,725,0.45
"Pacific Islands","New Caledonia","WHO","Observed",2025,3,7,0,0,3,520,0.13,1245,0.58
"Pacific Islands","New Caledonia","WHO","Observed",2025,4,8,2,2,3,406,0.12,1650,0.7
"Pacific Islands","New Caledonia","WHO","Observed",2025,5,9,1,3,3,259,0.14,1909,0.84
"Pacific Islands","New Caledonia","WHO","Observed",2025,6,10,0,3,3,110,0.06,2019,0.9
"Pacific Islands","New Caledonia","WHO","Observed",2025,7,11,0,3,3,43,0.03,2061,0.93
"Pacific Islands","New Caledonia","WHO","Observed",2025,8,12,0,3,3,26,0.07,2087,1
"Pacific Islands","New Caledonia","WHO","Observed",2025,9,1,2,5,2313,32,0.07,32,0.07
"Pacific Islands","New Caledonia","WHO","Observed",2025,10,2,0,5,2313,28,0.05,60,0.12
"Pacific Islands","New Caledonia","WHO","Observed",2025,11,3,0,5,2313,47,0.07,107,0.19
"Pacific Islands","New Caledonia","WHO","Observed",2025,12,4,0,5,2313,68,0.08,176,0.27
"Pacific Islands","New Caledonia","WHO","Observed",2026,1,5,42,42,2313,195,0.07,370,0.34
"Pacific Islands","New Caledonia","WHO","Observed",2026,2,6,132,174,2313,355,0.11,725,0.45
"Pacific Islands","New Caledonia","WHO","Observed",2026,3,7,322,496,2313,520,0.13,1245,0.58
"Pacific Islands","New Caledonia","WHO","Observed",2026,4,8,910,1406,2313,406,0.12,1650,0.7
"Pacific Islands","New Caledonia","WHO","Observed",2026,5,9,508,1914,2313,259,0.14,1909,0.84
"Pacific Islands","New Caledonia","WHO","Observed",2026,6,10,181,2095,2313,110,0.06,2019,0.9
"Pacific Islands","New Caledonia","WHO","Observed",2026,7,11,57,2152,2313,43,0.03,2061,0.93
"Pacific Islands","New Caledonia","Estimates","Unobserved",2026,8,12,159,2311,2313,26,0.07,2087,1
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,9,1,NA,NA,NA,32,0.07,32,0.07
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,10,2,NA,NA,NA,28,0.05,60,0.12
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,11,3,NA,NA,NA,47,0.07,107,0.19
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,12,4,NA,NA,NA,68,0.08,176,0.27
"South Asia","Nepal","SEARO","Observed",2025,1,11,259,259,511,99,0.05,11967,0.98
"South Asia","Nepal","SEARO","Observed",2025,2,12,252,511,511,88,0.02,12056,1
"South Asia","Nepal","SEARO","Observed",2025,3,1,254,765,8393,73,0.01,73,0.01
"South Asia","Nepal","SEARO","Observed",2025,4,2,224,989,8393,68,0.01,141,0.02
"South Asia","Nepal","SEARO","Observed",2025,5,3,314,1303,8393,119,0.02,260,0.04
"South Asia","Nepal","SEARO","Observed",2025,6,4,530,1833,8393,195,0.03,454,0.06
"South Asia","Nepal","SEARO","Observed",2025,7,5,830,2663,8393,737,0.06,1192,0.13
"South Asia","Nepal","SEARO","Observed",2025,8,6,1197,3860,8393,1926,0.15,3118,0.27
"South Asia","Nepal","SEARO","Observed",2025,9,7,1636,5496,8393,4205,0.26,7323,0.54
"South Asia","Nepal","SEARO","Observed",2025,10,8,1869,7365,8393,3317,0.23,10640,0.77
"South Asia","Nepal","SEARO","Observed",2025,11,9,891,8256,8393,1036,0.12,11676,0.89
"South Asia","Nepal","SEARO","Observed",2025,12,10,317,8573,8393,193,0.05,11869,0.93
"South Asia","Nepal","SEARO","Observed",2026,1,11,144,144,8393,99,0.05,11967,0.98
"South Asia","Nepal","SEARO","Observed",2026,2,12,187,331,8393,88,0.02,12056,1
"South Asia","Nepal","SEARO","Observed",2026,3,1,174,505,13444,73,0.01,73,0.01
"South Asia","Nepal","SEARO","Observed",2026,4,2,208,713,13444,68,0.01,141,0.02
"South Asia","Nepal","SEARO","Observed",2026,5,3,244,957,13444,119,0.02,260,0.04
"South Asia","Nepal","SEARO","Observed",2026,6,4,351,1308,13444,195,0.03,454,0.06
"South Asia","Nepal","SEARO","Observed",2026,7,5,918,2226,13444,737,0.06,1192,0.13
"South Asia","Nepal","SEARO","Observed",2026,8,6,1776,4002,13444,1926,0.15,3118,0.27
"South Asia","Nepal","SEARO","Unobserved",2026,9,7,NA,NA,13444,4205,0.26,7323,0.54
"South Asia","Nepal","SEARO","Unobserved",2026,10,8,NA,NA,13444,3317,0.23,10640,0.77
"South Asia","Nepal","SEARO","Unobserved",2026,11,9,NA,NA,13444,1036,0.12,11676,0.89
"South Asia","Nepal","SEARO","Unobserved",2026,12,10,NA,NA,13444,193,0.05,11869,0.93
"South Asia","Pakistan","WHO","Observed",2025,1,11,3743,3743,6239,1167,0.03,48341,0.98
"South Asia","Pakistan","WHO","Observed",2025,2,12,2496,6239,6239,688,0.02,49029,1
"South Asia","Pakistan","WHO","Observed",2025,3,1,615,6854,22574,560,0.01,560,0.01
"South Asia","Pakistan","WHO","Observed",2025,4,2,431,7285,22574,943,0.02,1502,0.03
"South Asia","Pakistan","WHO","Observed",2025,5,3,499,7784,22574,3771,0.08,5273,0.11
"South Asia","Pakistan","WHO","Observed",2025,6,4,598,8382,22574,2606,0.05,7879,0.16
"South Asia","Pakistan","WHO","Observed",2025,7,5,1029,9411,22574,1853,0.04,9732,0.2
"South Asia","Pakistan","WHO","Observed",2025,8,6,1015,10426,22574,4245,0.08,13976,0.28
"South Asia","Pakistan","WHO","Observed",2025,9,7,3275,13701,22574,14351,0.28,28328,0.57
"South Asia","Pakistan","WHO","Observed",2025,10,8,7708,21409,22574,11705,0.24,40033,0.8
"South Asia","Pakistan","WHO","Observed",2025,11,9,5005,26414,22574,5355,0.11,45388,0.91
"South Asia","Pakistan","WHO","Observed",2025,12,10,886,27300,22574,1785,0.04,47174,0.95
"South Asia","Pakistan","WHO","Observed",2026,1,11,1215,1215,22574,1167,0.03,48341,0.98
"South Asia","Pakistan","WHO","Observed",2026,2,12,298,1513,22574,688,0.02,49029,1
"South Asia","Pakistan","WHO","Observed",2026,3,1,287,1800,32809,560,0.01,560,0.01
"South Asia","Pakistan","WHO","Observed",2026,4,2,1715,3515,32809,943,0.02,1502,0.03
"South Asia","Pakistan","WHO","Observed",2026,5,3,2190,5705,32809,3771,0.08,5273,0.11
"South Asia","Pakistan","WHO","Observed",2026,6,4,1716,7421,32809,2606,0.05,7879,0.16
"South Asia","Pakistan","WHO","Observed",2026,7,5,639,8060,32809,1853,0.04,9732,0.2
"South Asia","Pakistan","Estimates","Unobserved",2026,8,6,1866,9926,32809,4245,0.08,13976,0.28
"South Asia","Pakistan",NA,"Unobserved",2026,9,7,NA,NA,32809,14351,0.28,28328,0.57
"South Asia","Pakistan",NA,"Unobserved",2026,10,8,NA,NA,32809,11705,0.24,40033,0.8
"South Asia","Pakistan",NA,"Unobserved",2026,11,9,NA,NA,32809,5355,0.11,45388,0.91
"South Asia","Pakistan",NA,"Unobserved",2026,12,10,NA,NA,32809,1785,0.04,47174,0.95
"North & Central America","Panama","PAHO","Observed",2025,1,10,2339,2339,4947,998,0.11,9138,0.91
"North & Central America","Panama","PAHO","Observed",2025,2,11,1335,3674,4947,470,0.05,9607,0.96
"North & Central America","Panama","PAHO","Observed",2025,3,12,1273,4947,4947,360,0.04,9967,1
"North & Central America","Panama","PAHO","Observed",2025,4,1,827,5774,17335,275,0.03,275,0.03
"North & Central America","Panama","PAHO","Observed",2025,5,2,962,6736,17335,352,0.05,627,0.08
"North & Central America","Panama","PAHO","Observed",2025,6,3,1813,8549,17335,625,0.06,1252,0.15
"North & Central America","Panama","PAHO","Observed",2025,7,4,2331,10880,17335,1231,0.11,2483,0.25
"North & Central America","Panama","PAHO","Observed",2025,8,5,1989,12869,17335,1207,0.11,3690,0.36
"North & Central America","Panama","PAHO","Observed",2025,9,6,2406,15275,17335,1192,0.1,4882,0.46
"North & Central America","Panama","PAHO","Observed",2025,10,7,1624,16899,17335,1147,0.11,6029,0.58
"North & Central America","Panama","PAHO","Observed",2025,11,8,1427,18326,17335,1011,0.1,7040,0.68
"North & Central America","Panama","PAHO","Observed",2025,12,9,1483,19809,17335,1099,0.12,8140,0.8
"North & Central America","Panama","PAHO","Observed",2026,1,10,1037,1037,17335,998,0.11,9138,0.91
"North & Central America","Panama","PAHO","Observed",2026,2,11,721,1758,17335,470,0.05,9607,0.96
"North & Central America","Panama","PAHO","Observed",2026,3,12,715,2473,17335,360,0.04,9967,1
"North & Central America","Panama","PAHO","Observed",2026,4,1,561,3034,15719,275,0.03,275,0.03
"North & Central America","Panama","PAHO","Observed",2026,5,2,704,3738,15719,352,0.05,627,0.08
"North & Central America","Panama","PAHO","Observed",2026,6,3,1722,5460,15719,625,0.06,1252,0.15
"North & Central America","Panama","PAHO","Observed",2026,7,4,957,6417,15719,1231,0.11,2483,0.25
"North & Central America","Panama","Estimates","Unobserved",2026,8,5,1860,8277,15719,1207,0.11,3690,0.36
"North & Central America","Panama",NA,"Unobserved",2026,9,6,NA,NA,15719,1192,0.1,4882,0.46
"North & Central America","Panama",NA,"Unobserved",2026,10,7,NA,NA,15719,1147,0.11,6029,0.58
"North & Central America","Panama",NA,"Unobserved",2026,11,8,NA,NA,15719,1011,0.1,7040,0.68
"North & Central America","Panama",NA,"Unobserved",2026,12,9,NA,NA,15719,1099,0.12,8140,0.8
"South America","Peru","PAHO","Observed",2025,1,5,6182,6182,32252,4858,0.12,15417,0.33
"South America","Peru","PAHO","Observed",2025,2,6,4516,10698,32252,6384,0.11,21801,0.44
"South America","Peru","PAHO","Observed",2025,3,7,7093,17791,32252,10602,0.12,32403,0.56
"South America","Peru","PAHO","Observed",2025,4,8,6207,23998,32252,12130,0.14,44533,0.7
"South America","Peru","PAHO","Observed",2025,5,9,3573,27571,32252,12176,0.14,56709,0.84
"South America","Peru","PAHO","Observed",2025,6,10,2451,30022,32252,6229,0.08,62938,0.92
"South America","Peru","PAHO","Observed",2025,7,11,1191,31213,32252,3721,0.05,66659,0.96
"South America","Peru","PAHO","Observed",2025,8,12,1039,32252,32252,2228,0.04,68886,1
"South America","Peru","PAHO","Observed",2025,9,1,1276,33528,52737,1848,0.03,1848,0.03
"South America","Peru","PAHO","Observed",2025,10,2,948,34476,52737,2211,0.04,4059,0.07
"South America","Peru","PAHO","Observed",2025,11,3,1565,36041,52737,3644,0.08,7703,0.15
"South America","Peru","PAHO","Observed",2025,12,4,2559,38600,52737,2857,0.06,10560,0.21
"South America","Peru","PAHO","Observed",2026,1,5,2226,2226,52737,4858,0.12,15417,0.33
"South America","Peru","PAHO","Observed",2026,2,6,2620,4846,52737,6384,0.11,21801,0.44
"South America","Peru","PAHO","Observed",2026,3,7,5448,10294,52737,10602,0.12,32403,0.56
"South America","Peru","PAHO","Observed",2026,4,8,6420,16714,52737,12130,0.14,44533,0.7
"South America","Peru","PAHO","Observed",2026,5,9,7194,23908,52737,12176,0.14,56709,0.84
"South America","Peru","PAHO","Observed",2026,6,10,8779,32687,52737,6229,0.08,62938,0.92
"South America","Peru","PAHO","Observed",2026,7,11,8214,40901,52737,3721,0.05,66659,0.96
"South America","Peru","PAHO","Observed",2026,8,12,5488,46389,52737,2228,0.04,68886,1
"South America","Peru",NA,"Unobserved",2026,9,1,NA,NA,NA,1848,0.03,1848,0.03
"South America","Peru",NA,"Unobserved",2026,10,2,NA,NA,NA,2211,0.04,4059,0.07
"South America","Peru",NA,"Unobserved",2026,11,3,NA,NA,NA,3644,0.08,7703,0.15
"South America","Peru",NA,"Unobserved",2026,12,4,NA,NA,NA,2857,0.06,10560,0.21
"Pacific Islands","Palau","WHO","Observed",2025,1,10,0,0,0,34,0.09,459,0.84
"Pacific Islands","Palau","WHO","Observed",2025,2,11,0,0,0,16,0.06,475,0.91
"Pacific Islands","Palau","WHO","Observed",2025,3,12,0,0,0,23,0.09,498,1
"Pacific Islands","Palau","WHO","Observed",2025,4,1,0,0,52,38,0.07,38,0.07
"Pacific Islands","Palau","WHO","Observed",2025,5,2,0,0,52,34,0.06,72,0.13
"Pacific Islands","Palau","WHO","Observed",2025,6,3,1,1,52,60,0.08,132,0.21
"Pacific Islands","Palau","WHO","Observed",2025,7,4,6,7,52,60,0.1,192,0.3
"Pacific Islands","Palau","WHO","Observed",2025,8,5,9,16,52,62,0.11,253,0.42
"Pacific Islands","Palau","WHO","Observed",2025,9,6,10,26,52,55,0.1,308,0.52
"Pacific Islands","Palau","WHO","Observed",2025,10,7,20,46,52,52,0.13,360,0.64
"Pacific Islands","Palau","WHO","Observed",2025,11,8,1,47,52,42,0.07,402,0.71
"Pacific Islands","Palau","WHO","Observed",2025,12,9,0,47,52,23,0.05,426,0.76
"Pacific Islands","Palau","WHO","Observed",2026,1,10,0,0,52,34,0.09,459,0.84
"Pacific Islands","Palau","WHO","Observed",2026,2,11,2,2,52,16,0.06,475,0.91
"Pacific Islands","Palau","WHO","Observed",2026,3,12,3,5,52,23,0.09,498,1
"Pacific Islands","Palau","WHO","Observed",2026,4,1,0,5,20,38,0.07,38,0.07
"Pacific Islands","Palau","WHO","Observed",2026,5,2,2,7,20,34,0.06,72,0.13
"Pacific Islands","Palau","WHO","Observed",2026,6,3,2,9,20,60,0.08,132,0.21
"Pacific Islands","Palau","WHO","Observed",2026,7,4,2,11,20,60,0.1,192,0.3
"Pacific Islands","Palau","Estimates","Unobserved",2026,8,5,6,17,20,62,0.11,253,0.42
"Pacific Islands","Palau",NA,"Unobserved",2026,9,6,NA,NA,20,55,0.1,308,0.52
"Pacific Islands","Palau",NA,"Unobserved",2026,10,7,NA,NA,20,52,0.13,360,0.64
"Pacific Islands","Palau",NA,"Unobserved",2026,11,8,NA,NA,20,42,0.07,402,0.71
"Pacific Islands","Palau",NA,"Unobserved",2026,12,9,NA,NA,20,23,0.05,426,0.76
"Caribbean","Puerto Rico","PAHO","Observed",2025,1,10,662,662,1378,395,0.11,5369,0.86
"Caribbean","Puerto Rico","PAHO","Observed",2025,2,11,389,1051,1378,278,0.08,5647,0.94
"Caribbean","Puerto Rico","PAHO","Observed",2025,3,12,327,1378,1378,261,0.06,5908,1
"Caribbean","Puerto Rico","PAHO","Observed",2025,4,1,193,1571,2455,264,0.04,264,0.04
"Caribbean","Puerto Rico","PAHO","Observed",2025,5,2,191,1762,2455,308,0.06,573,0.1
