country,iso3,date,Year,Month,cases
Indonesia,NA,2024-02-01T00:00:00Z,2024,2,29411
Indonesia,NA,2024-03-01T00:00:00Z,2024,3,32292
Indonesia,NA,2024-04-01T00:00:00Z,2024,4,30123
Indonesia,NA,2024-05-01T00:00:00Z,2024,5,32020
Indonesia,NA,2024-06-01T00:00:00Z,2024,6,24098
Indonesia,NA,2024-07-01T00:00:00Z,2024,7,19265
Indonesia,NA,2024-08-01T00:00:00Z,2024,8,14563
Indonesia,NA,2024-09-01T00:00:00Z,2024,9,11074
Indonesia,NA,2024-10-01T00:00:00Z,2024,10,10970
Indonesia,NA,2024-11-01T00:00:00Z,2024,11,11975
Indonesia,NA,2024-12-01T00:00:00Z,2024,12,14212
Indonesia,NA,2025-01-01T00:00:00Z,2025,1,21417
Indonesia,NA,2025-02-01T00:00:00Z,2025,2,17160
Indonesia,NA,2025-03-01T00:00:00Z,2025,3,11795
Indonesia,NA,2025-04-01T00:00:00Z,2025,4,5750
Indonesia,NA,2025-05-01T00:00:00Z,2025,5,157
Indonesia,NA,2025-06-01T00:00:00Z,2025,6,0
Indonesia,NA,2025-07-01T00:00:00Z,2025,7,0
Indonesia,NA,2025-08-01T00:00:00Z,2025,8,0
Indonesia,NA,2025-09-01T00:00:00Z,2025,9,0
Indonesia,NA,2025-10-01T00:00:00Z,2025,10,0
Indonesia,NA,2025-11-01T00:00:00Z,2025,11,0
Indonesia,NA,2025-12-01T00:00:00Z,2025,12,0
Thailand,NA,2024-01-01T00:00:00Z,2024,1,11413
Thailand,NA,2024-02-01T00:00:00Z,2024,2,7123
Thailand,NA,2024-03-01T00:00:00Z,2024,3,5315
Thailand,NA,2024-04-01T00:00:00Z,2024,4,4327
Thailand,NA,2024-05-01T00:00:00Z,2024,5,4968
Thailand,NA,2024-06-01T00:00:00Z,2024,6,7992
Thailand,NA,2024-07-01T00:00:00Z,2024,7,15371
Thailand,NA,2024-08-01T00:00:00Z,2024,8,16119
Thailand,NA,2024-09-01T00:00:00Z,2024,9,11395
Thailand,NA,2024-10-01T00:00:00Z,2024,10,8359
Thailand,NA,2024-11-01T00:00:00Z,2024,11,7006
Thailand,NA,2024-12-01T00:00:00Z,2024,12,5293
Thailand,NA,2025-01-01T00:00:00Z,2025,1,4005
Thailand,NA,2025-02-01T00:00:00Z,2025,2,2269
Thailand,NA,2025-03-01T00:00:00Z,2025,3,2447
Thailand,NA,2025-04-01T00:00:00Z,2025,4,2271
Thailand,NA,2025-05-01T00:00:00Z,2025,5,4683
Thailand,NA,2025-06-01T00:00:00Z,2025,6,0
Thailand,NA,2025-07-01T00:00:00Z,2025,7,0
Thailand,NA,2025-08-01T00:00:00Z,2025,8,0
Thailand,NA,2025-09-01T00:00:00Z,2025,9,0
Thailand,NA,2025-10-01T00:00:00Z,2025,10,0
Thailand,NA,2025-11-01T00:00:00Z,2025,11,0
Thailand,NA,2025-12-01T00:00:00Z,2025,12,0
Sri Lanka,NA,2024-01-01T00:00:00Z,2024,1,10752
Sri Lanka,NA,2024-02-01T00:00:00Z,2024,2,6047
Sri Lanka,NA,2024-03-01T00:00:00Z,2024,3,3629
Sri Lanka,NA,2024-04-01T00:00:00Z,2024,4,2234
Sri Lanka,NA,2024-05-01T00:00:00Z,2024,5,2650
Sri Lanka,NA,2024-06-01T00:00:00Z,2024,6,3312
Sri Lanka,NA,2024-07-01T00:00:00Z,2024,7,4519
Sri Lanka,NA,2024-08-01T00:00:00Z,2024,8,3896
Sri Lanka,NA,2024-09-01T00:00:00Z,2024,9,2772
Sri Lanka,NA,2024-10-01T00:00:00Z,2024,10,2964
Sri Lanka,NA,2024-11-01T00:00:00Z,2024,11,3498
Sri Lanka,NA,2024-12-01T00:00:00Z,2024,12,3604
Sri Lanka,NA,2025-01-01T00:00:00Z,2025,1,4942
Sri Lanka,NA,2025-02-01T00:00:00Z,2025,2,3666
Sri Lanka,NA,2025-03-01T00:00:00Z,2025,3,3771
Sri Lanka,NA,2025-04-01T00:00:00Z,2025,4,5171
Sri Lanka,NA,2025-05-01T00:00:00Z,2025,5,0
Sri Lanka,NA,2025-06-01T00:00:00Z,2025,6,0
Sri Lanka,NA,2025-07-01T00:00:00Z,2025,7,0
Sri Lanka,NA,2025-08-01T00:00:00Z,2025,8,0
Sri Lanka,NA,2025-09-01T00:00:00Z,2025,9,0
Sri Lanka,NA,2025-10-01T00:00:00Z,2025,10,0
Sri Lanka,NA,2025-11-01T00:00:00Z,2025,11,0
Sri Lanka,NA,2025-12-01T00:00:00Z,2025,12,0
Timor-Leste,NA,2024-01-01T00:00:00Z,2024,1,189
Timor-Leste,NA,2024-02-01T00:00:00Z,2024,2,328
Timor-Leste,NA,2024-03-01T00:00:00Z,2024,3,347
Timor-Leste,NA,2024-04-01T00:00:00Z,2024,4,307
Timor-Leste,NA,2024-05-01T00:00:00Z,2024,5,101
Timor-Leste,NA,2024-06-01T00:00:00Z,2024,6,45
Timor-Leste,NA,2024-07-01T00:00:00Z,2024,7,30
Timor-Leste,NA,2024-08-01T00:00:00Z,2024,8,24
Timor-Leste,NA,2024-09-01T00:00:00Z,2024,9,28
Timor-Leste,NA,2024-10-01T00:00:00Z,2024,10,39
Timor-Leste,NA,2024-11-01T00:00:00Z,2024,11,12
Timor-Leste,NA,2024-12-01T00:00:00Z,2024,12,12
Timor-Leste,NA,2025-01-01T00:00:00Z,2025,1,129
Timor-Leste,NA,2025-02-01T00:00:00Z,2025,2,185
Timor-Leste,NA,2025-03-01T00:00:00Z,2025,3,188
Timor-Leste,NA,2025-04-01T00:00:00Z,2025,4,127
Timor-Leste,NA,2025-05-01T00:00:00Z,2025,5,102
Timor-Leste,NA,2025-06-01T00:00:00Z,2025,6,0
Timor-Leste,NA,2025-07-01T00:00:00Z,2025,7,0
Timor-Leste,NA,2025-08-01T00:00:00Z,2025,8,0
Timor-Leste,NA,2025-09-01T00:00:00Z,2025,9,0
Timor-Leste,NA,2025-10-01T00:00:00Z,2025,10,0
Timor-Leste,NA,2025-11-01T00:00:00Z,2025,11,0
Timor-Leste,NA,2025-12-01T00:00:00Z,2025,12,0
Bangladesh,NA,2024-01-01T00:00:00Z,2024,1,1055
Bangladesh,NA,2024-02-01T00:00:00Z,2024,2,339
Bangladesh,NA,2024-03-01T00:00:00Z,2024,3,311
Bangladesh,NA,2024-04-01T00:00:00Z,2024,4,504
Bangladesh,NA,2024-05-01T00:00:00Z,2024,5,644
Bangladesh,NA,2024-06-01T00:00:00Z,2024,6,798
Bangladesh,NA,2024-07-01T00:00:00Z,2024,7,2669
Bangladesh,NA,2024-08-01T00:00:00Z,2024,8,6521
Bangladesh,NA,2024-09-01T00:00:00Z,2024,9,18097
Bangladesh,NA,2024-10-01T00:00:00Z,2024,10,30879
Bangladesh,NA,2024-11-01T00:00:00Z,2024,11,29652
Bangladesh,NA,2024-12-01T00:00:00Z,2024,12,9745
Bangladesh,NA,2025-01-01T00:00:00Z,2025,1,1161
Bangladesh,NA,2025-02-01T00:00:00Z,2025,2,374
Bangladesh,NA,2025-03-01T00:00:00Z,2025,3,336
Bangladesh,NA,2025-04-01T00:00:00Z,2025,4,701
Bangladesh,NA,2025-05-01T00:00:00Z,2025,5,1773
Bangladesh,NA,2025-06-01T00:00:00Z,2025,6,0
Bangladesh,NA,2025-07-01T00:00:00Z,2025,7,0
Bangladesh,NA,2025-08-01T00:00:00Z,2025,8,0
Bangladesh,NA,2025-09-01T00:00:00Z,2025,9,0
Bangladesh,NA,2025-10-01T00:00:00Z,2025,10,0
Bangladesh,NA,2025-11-01T00:00:00Z,2025,11,0
Bangladesh,NA,2025-12-01T00:00:00Z,2025,12,0
Bhutan,NA,2024-01-01T00:00:00Z,2024,1,0
Bhutan,NA,2024-02-01T00:00:00Z,2024,2,0
Bhutan,NA,2024-03-01T00:00:00Z,2024,3,0
Bhutan,NA,2024-04-01T00:00:00Z,2024,4,0
Bhutan,NA,2024-05-01T00:00:00Z,2024,5,0
Bhutan,NA,2024-06-01T00:00:00Z,2024,6,0
Bhutan,NA,2024-07-01T00:00:00Z,2024,7,2
Bhutan,NA,2024-08-01T00:00:00Z,2024,8,4
Bhutan,NA,2024-09-01T00:00:00Z,2024,9,1
Bhutan,NA,2024-10-01T00:00:00Z,2024,10,3
Bhutan,NA,2024-11-01T00:00:00Z,2024,11,4
Bhutan,NA,2024-12-01T00:00:00Z,2024,12,3
Bhutan,NA,2025-01-01T00:00:00Z,2025,1,2
Bhutan,NA,2025-02-01T00:00:00Z,2025,2,0
Bhutan,NA,2025-03-01T00:00:00Z,2025,3,1
Bhutan,NA,2025-04-01T00:00:00Z,2025,4,0
Bhutan,NA,2025-05-01T00:00:00Z,2025,5,1
Bhutan,NA,2025-06-01T00:00:00Z,2025,6,0
Bhutan,NA,2025-07-01T00:00:00Z,2025,7,0
Bhutan,NA,2025-08-01T00:00:00Z,2025,8,0
Bhutan,NA,2025-09-01T00:00:00Z,2025,9,0
Bhutan,NA,2025-10-01T00:00:00Z,2025,10,0
Bhutan,NA,2025-11-01T00:00:00Z,2025,11,0
Bhutan,NA,2025-12-01T00:00:00Z,2025,12,0
