country,iso3,date,Year,Month,cases
Argentina,NA,2024-06-01T00:00:00Z,2024,Jun,876
Argentina,NA,2024-07-01T00:00:00Z,2024,Jul,40
Argentina,NA,2024-08-01T00:00:00Z,2024,Aug,31
Argentina,NA,2024-09-01T00:00:00Z,2024,Sep,31
Argentina,NA,2024-10-01T00:00:00Z,2024,Oct,52
Argentina,NA,2024-11-01T00:00:00Z,2024,Nov,84
Argentina,NA,2024-12-01T00:00:00Z,2024,Dec,82
Argentina,NA,2025-01-01T00:00:00Z,2025,Jan,261
Argentina,NA,2025-02-01T00:00:00Z,2025,Feb,1690
Argentina,NA,2025-03-01T00:00:00Z,2025,Mar,9505
Argentina,NA,2025-04-01T00:00:00Z,2025,Apr,6212
Argentina,NA,2025-05-01T00:00:00Z,2025,May,4749
Argentina,NA,2025-06-01T00:00:00Z,2025,Jun,28
Aruba,NA,2024-01-01T00:00:00Z,2024,Jan,3
Aruba,NA,2024-02-01T00:00:00Z,2024,Feb,6
Aruba,NA,2024-03-01T00:00:00Z,2024,Mar,7
Aruba,NA,2024-04-01T00:00:00Z,2024,Apr,NA
Aruba,NA,2024-05-01T00:00:00Z,2024,May,NA
Aruba,NA,2024-06-01T00:00:00Z,2024,Jun,NA
Aruba,NA,2024-07-01T00:00:00Z,2024,Jul,NA
Aruba,NA,2024-08-01T00:00:00Z,2024,Aug,NA
Aruba,NA,2024-09-01T00:00:00Z,2024,Sep,3
Aruba,NA,2024-10-01T00:00:00Z,2024,Oct,4
Aruba,NA,2024-11-01T00:00:00Z,2024,Nov,NA
Aruba,NA,2024-12-01T00:00:00Z,2024,Dec,NA
Aruba,NA,2025-01-01T00:00:00Z,2025,Jan,NA
Aruba,NA,2025-02-01T00:00:00Z,2025,Feb,2
Aruba,NA,2025-03-01T00:00:00Z,2025,Mar,NA
Aruba,NA,2025-04-01T00:00:00Z,2025,Apr,2
Aruba,NA,2025-05-01T00:00:00Z,2025,May,2
Bahamas,NA,2024-01-01T00:00:00Z,2024,Jan,NA
Bahamas,NA,2024-02-01T00:00:00Z,2024,Feb,NA
Barbados,NA,2024-01-01T00:00:00Z,2024,Jan,373
Barbados,NA,2024-02-01T00:00:00Z,2024,Feb,386
Barbados,NA,2024-03-01T00:00:00Z,2024,Mar,214
Barbados,NA,2024-04-01T00:00:00Z,2024,Apr,51
Barbados,NA,2024-05-01T00:00:00Z,2024,May,15
Barbados,NA,2024-06-01T00:00:00Z,2024,Jun,5
Barbados,NA,2024-07-01T00:00:00Z,2024,Jul,11
Barbados,NA,2024-08-01T00:00:00Z,2024,Aug,19
Barbados,NA,2024-09-01T00:00:00Z,2024,Sep,15
Barbados,NA,2024-10-01T00:00:00Z,2024,Oct,17
Barbados,NA,2024-11-01T00:00:00Z,2024,Nov,11
Barbados,NA,2024-12-01T00:00:00Z,2024,Dec,1286
Barbados,NA,2025-01-01T00:00:00Z,2025,Jan,78
Barbados,NA,2025-02-01T00:00:00Z,2025,Feb,16
Barbados,NA,2025-03-01T00:00:00Z,2025,Mar,11
Barbados,NA,2025-04-01T00:00:00Z,2025,Apr,16
Barbados,NA,2025-05-01T00:00:00Z,2025,May,8
Barbados,NA,2025-06-01T00:00:00Z,2025,Jun,1
Belize,NA,2024-01-01T00:00:00Z,2024,Jan,73
Belize,NA,2024-02-01T00:00:00Z,2024,Feb,72
Belize,NA,2024-03-01T00:00:00Z,2024,Mar,39
Belize,NA,2024-04-01T00:00:00Z,2024,Apr,53
Belize,NA,2024-05-01T00:00:00Z,2024,May,66
Belize,NA,2024-06-01T00:00:00Z,2024,Jun,71
Belize,NA,2024-07-01T00:00:00Z,2024,Jul,147
Belize,NA,2024-08-01T00:00:00Z,2024,Aug,315
Belize,NA,2024-09-01T00:00:00Z,2024,Sep,180
Belize,NA,2024-10-01T00:00:00Z,2024,Oct,78
Belize,NA,2024-11-01T00:00:00Z,2024,Nov,54
Belize,NA,2024-12-01T00:00:00Z,2024,Dec,NA
Belize,NA,2025-01-01T00:00:00Z,2025,Jan,54
Belize,NA,2025-02-01T00:00:00Z,2025,Feb,55
Belize,NA,2025-03-01T00:00:00Z,2025,Mar,90
Belize,NA,2025-04-01T00:00:00Z,2025,Apr,47
Bermuda,NA,2024-01-01T00:00:00Z,2024,Jan,NA
Bermuda,NA,2024-02-01T00:00:00Z,2024,Feb,NA
Bermuda,NA,2024-03-01T00:00:00Z,2024,Mar,NA
Bermuda,NA,2024-04-01T00:00:00Z,2024,Apr,NA
Bermuda,NA,2024-05-01T00:00:00Z,2024,May,NA
Bermuda,NA,2024-06-01T00:00:00Z,2024,Jun,NA
Bermuda,NA,2024-07-01T00:00:00Z,2024,Jul,NA
Bermuda,NA,2024-08-01T00:00:00Z,2024,Aug,1
Bermuda,NA,2024-09-01T00:00:00Z,2024,Sep,NA
Bermuda,NA,2024-10-01T00:00:00Z,2024,Oct,NA
Bermuda,NA,2024-11-01T00:00:00Z,2024,Nov,NA
Bermuda,NA,2024-12-01T00:00:00Z,2024,Dec,NA
Bermuda,NA,2025-01-01T00:00:00Z,2025,Jan,NA
Bermuda,NA,2025-02-01T00:00:00Z,2025,Feb,NA
Bermuda,NA,2025-03-01T00:00:00Z,2025,Mar,NA
Bermuda,NA,2025-04-01T00:00:00Z,2025,Apr,NA
Bermuda,NA,2025-05-01T00:00:00Z,2025,May,NA
Bolivia,NA,2024-01-01T00:00:00Z,2024,Jan,7720
Bolivia,NA,2024-02-01T00:00:00Z,2024,Feb,5811
Bolivia,NA,2024-03-01T00:00:00Z,2024,Mar,9096
Bolivia,NA,2024-04-01T00:00:00Z,2024,Apr,11015
Bolivia,NA,2024-05-01T00:00:00Z,2024,May,5513
Bolivia,NA,2024-06-01T00:00:00Z,2024,Jun,1909
Bolivia,NA,2024-07-01T00:00:00Z,2024,Jul,886
Bolivia,NA,2024-08-01T00:00:00Z,2024,Aug,802
Bolivia,NA,2024-09-01T00:00:00Z,2024,Sep,1338
Bolivia,NA,2024-10-01T00:00:00Z,2024,Oct,1415
Bolivia,NA,2024-11-01T00:00:00Z,2024,Nov,2085
Bolivia,NA,2024-12-01T00:00:00Z,2024,Dec,2854
Bolivia,NA,2025-01-01T00:00:00Z,2025,Jan,4154
Bolivia,NA,2025-02-01T00:00:00Z,2025,Feb,3395
Bolivia,NA,2025-03-01T00:00:00Z,2025,Mar,5792
Bolivia,NA,2025-04-01T00:00:00Z,2025,Apr,4273
Bolivia,NA,2025-05-01T00:00:00Z,2025,May,3460
"Bonaire, Sint Eustatius and Saba",NA,2024-01-01T00:00:00Z,2024,Jan,89
"Bonaire, Sint Eustatius and Saba",NA,2024-02-01T00:00:00Z,2024,Feb,63
"Bonaire, Sint Eustatius and Saba",NA,2024-03-01T00:00:00Z,2024,Mar,55
Brazil,NA,2024-01-01T00:00:00Z,2024,Jan,780294
Brazil,NA,2024-02-01T00:00:00Z,2024,Feb,1717471
Brazil,NA,2024-03-01T00:00:00Z,2024,Mar,2294462
Brazil,NA,2024-04-01T00:00:00Z,2024,Apr,2730187
Brazil,NA,2024-05-01T00:00:00Z,2024,May,1393612
Brazil,NA,2024-06-01T00:00:00Z,2024,Jun,508183
Brazil,NA,2024-07-01T00:00:00Z,2024,Jul,224816
Brazil,NA,2024-08-01T00:00:00Z,2024,Aug,112171
Brazil,NA,2024-09-01T00:00:00Z,2024,Sep,132175
Brazil,NA,2024-10-01T00:00:00Z,2024,Oct,102456
Brazil,NA,2024-11-01T00:00:00Z,2024,Nov,130569
Brazil,NA,2024-12-01T00:00:00Z,2024,Dec,172024
Brazil,NA,2025-01-01T00:00:00Z,2025,Jan,456645
Brazil,NA,2025-02-01T00:00:00Z,2025,Feb,562993
Brazil,NA,2025-03-01T00:00:00Z,2025,Mar,855828
Brazil,NA,2025-04-01T00:00:00Z,2025,Apr,608346
Brazil,NA,2025-05-01T00:00:00Z,2025,May,555051
Brazil,NA,2025-06-01T00:00:00Z,2025,Jun,196835
British Virgin Islands,NA,2024-01-01T00:00:00Z,2024,Jan,NA
British Virgin Islands,NA,2024-02-01T00:00:00Z,2024,Feb,NA
British Virgin Islands,NA,2024-03-01T00:00:00Z,2024,Mar,NA
British Virgin Islands,NA,2024-04-01T00:00:00Z,2024,Apr,NA
British Virgin Islands,NA,2024-05-01T00:00:00Z,2024,May,NA
British Virgin Islands,NA,2024-06-01T00:00:00Z,2024,Jun,NA
British Virgin Islands,NA,2024-07-01T00:00:00Z,2024,Jul,12
British Virgin Islands,NA,2024-08-01T00:00:00Z,2024,Aug,9
British Virgin Islands,NA,2024-09-01T00:00:00Z,2024,Sep,49
British Virgin Islands,NA,2024-10-01T00:00:00Z,2024,Oct,8
British Virgin Islands,NA,2024-11-01T00:00:00Z,2024,Nov,52
British Virgin Islands,NA,2024-12-01T00:00:00Z,2024,Dec,NA
British Virgin Islands,NA,2025-01-01T00:00:00Z,2025,Jan,11
British Virgin Islands,NA,2025-02-01T00:00:00Z,2025,Feb,4
British Virgin Islands,NA,2025-03-01T00:00:00Z,2025,Mar,6
British Virgin Islands,NA,2025-04-01T00:00:00Z,2025,Apr,4
British Virgin Islands,NA,2025-05-01T00:00:00Z,2025,May,1
Canada,NA,2024-01-01T00:00:00Z,2024,Jan,NA
Canada,NA,2024-02-01T00:00:00Z,2024,Feb,NA
Canada,NA,2024-03-01T00:00:00Z,2024,Mar,NA
Canada,NA,2024-04-01T00:00:00Z,2024,Apr,NA
Canada,NA,2024-05-01T00:00:00Z,2024,May,NA
Canada,NA,2024-06-01T00:00:00Z,2024,Jun,NA
Canada,NA,2024-07-01T00:00:00Z,2024,Jul,NA
Canada,NA,2024-08-01T00:00:00Z,2024,Aug,NA
Canada,NA,2024-09-01T00:00:00Z,2024,Sep,NA
Canada,NA,2024-10-01T00:00:00Z,2024,Oct,NA
Canada,NA,2024-11-01T00:00:00Z,2024,Nov,NA
Canada,NA,2024-12-01T00:00:00Z,2024,Dec,NA
Canada,NA,2025-01-01T00:00:00Z,2025,Jan,NA
Canada,NA,2025-02-01T00:00:00Z,2025,Feb,NA
Canada,NA,2025-03-01T00:00:00Z,2025,Mar,NA
Canada,NA,2025-04-01T00:00:00Z,2025,Apr,NA
Canada,NA,2025-05-01T00:00:00Z,2025,May,NA
Canada,NA,2025-06-01T00:00:00Z,2025,Jun,NA
Cayman Islands,NA,2024-01-01T00:00:00Z,2024,Jan,NA
Cayman Islands,NA,2024-02-01T00:00:00Z,2024,Feb,3
Cayman Islands,NA,2024-03-01T00:00:00Z,2024,Mar,NA
Cayman Islands,NA,2024-04-01T00:00:00Z,2024,Apr,NA
Cayman Islands,NA,2024-05-01T00:00:00Z,2024,May,NA
Cayman Islands,NA,2024-06-01T00:00:00Z,2024,Jun,NA
Cayman Islands,NA,2024-07-01T00:00:00Z,2024,Jul,2
Cayman Islands,NA,2024-08-01T00:00:00Z,2024,Aug,NA
Cayman Islands,NA,2024-09-01T00:00:00Z,2024,Sep,3
Cayman Islands,NA,2024-10-01T00:00:00Z,2024,Oct,NA
Cayman Islands,NA,2024-11-01T00:00:00Z,2024,Nov,NA
Cayman Islands,NA,2024-12-01T00:00:00Z,2024,Dec,NA
Cayman Islands,NA,2025-01-01T00:00:00Z,2025,Jan,NA
Cayman Islands,NA,2025-02-01T00:00:00Z,2025,Feb,NA
Cayman Islands,NA,2025-03-01T00:00:00Z,2025,Mar,NA
Cayman Islands,NA,2025-04-01T00:00:00Z,2025,Apr,NA
Chile,NA,2024-01-01T00:00:00Z,2024,Jan,NA
Chile,NA,2024-02-01T00:00:00Z,2024,Feb,NA
Chile,NA,2024-03-01T00:00:00Z,2024,Mar,37
Chile,NA,2024-04-01T00:00:00Z,2024,Apr,95
Chile,NA,2024-05-01T00:00:00Z,2024,May,19
Chile,NA,2024-06-01T00:00:00Z,2024,Jun,6
Chile,NA,2024-07-01T00:00:00Z,2024,Jul,NA
Chile,NA,2024-08-01T00:00:00Z,2024,Aug,NA
Chile,NA,2024-09-01T00:00:00Z,2024,Sep,NA
Chile,NA,2024-10-01T00:00:00Z,2024,Oct,NA
Chile,NA,2024-11-01T00:00:00Z,2024,Nov,NA
Chile,NA,2024-12-01T00:00:00Z,2024,Dec,NA
Chile,NA,2025-01-01T00:00:00Z,2025,Jan,NA
Chile,NA,2025-02-01T00:00:00Z,2025,Feb,NA
Chile,NA,2025-03-01T00:00:00Z,2025,Mar,NA
Chile,NA,2025-04-01T00:00:00Z,2025,Apr,NA
Chile,NA,2025-05-01T00:00:00Z,2025,May,NA
Chile,NA,2025-06-01T00:00:00Z,2025,Jun,NA
Colombia,NA,2024-01-01T00:00:00Z,2024,Jan,27649
Colombia,NA,2024-02-01T00:00:00Z,2024,Feb,27691
Colombia,NA,2024-03-01T00:00:00Z,2024,Mar,27938
Colombia,NA,2024-04-01T00:00:00Z,2024,Apr,45603
Colombia,NA,2024-05-01T00:00:00Z,2024,May,37453
Colombia,NA,2024-06-01T00:00:00Z,2024,Jun,35350
Colombia,NA,2024-07-01T00:00:00Z,2024,Jul,35951
Colombia,NA,2024-08-01T00:00:00Z,2024,Aug,20510
Colombia,NA,2024-09-01T00:00:00Z,2024,Sep,20870
Colombia,NA,2024-10-01T00:00:00Z,2024,Oct,14547
Colombia,NA,2024-11-01T00:00:00Z,2024,Nov,14580
Colombia,NA,2024-12-01T00:00:00Z,2024,Dec,12840
Colombia,NA,2025-01-01T00:00:00Z,2025,Jan,19794
Colombia,NA,2025-02-01T00:00:00Z,2025,Feb,14705
Colombia,NA,2025-03-01T00:00:00Z,2025,Mar,16984
Colombia,NA,2025-04-01T00:00:00Z,2025,Apr,13301
Colombia,NA,2025-05-01T00:00:00Z,2025,May,11614
Colombia,NA,2025-06-01T00:00:00Z,2025,Jun,5684
Costa Rica,NA,2024-01-01T00:00:00Z,2024,Jan,3492
Costa Rica,NA,2024-02-01T00:00:00Z,2024,Feb,1634
Costa Rica,NA,2024-03-01T00:00:00Z,2024,Mar,961
Costa Rica,NA,2024-04-01T00:00:00Z,2024,Apr,1116
Costa Rica,NA,2024-05-01T00:00:00Z,2024,May,1422
Costa Rica,NA,2024-06-01T00:00:00Z,2024,Jun,2813
Costa Rica,NA,2024-07-01T00:00:00Z,2024,Jul,4683
Costa Rica,NA,2024-08-01T00:00:00Z,2024,Aug,4533
Costa Rica,NA,2024-09-01T00:00:00Z,2024,Sep,5176
Costa Rica,NA,2024-10-01T00:00:00Z,2024,Oct,2741
Costa Rica,NA,2024-11-01T00:00:00Z,2024,Nov,1714
Costa Rica,NA,2024-12-01T00:00:00Z,2024,Dec,872
Costa Rica,NA,2025-01-01T00:00:00Z,2025,Jan,631
Costa Rica,NA,2025-02-01T00:00:00Z,2025,Feb,402
Costa Rica,NA,2025-03-01T00:00:00Z,2025,Mar,571
Costa Rica,NA,2025-04-01T00:00:00Z,2025,Apr,544
Costa Rica,NA,2025-05-01T00:00:00Z,2025,May,1289
Cuba,NA,2024-07-01T00:00:00Z,2024,Jul,NA
Curaçao,NA,2024-01-01T00:00:00Z,2024,Jan,40
Curaçao,NA,2024-02-01T00:00:00Z,2024,Feb,94
Curaçao,NA,2024-03-01T00:00:00Z,2024,Mar,128
Dominican Republic,NA,2024-01-01T00:00:00Z,2024,Jan,3821
Dominican Republic,NA,2024-02-01T00:00:00Z,2024,Feb,1231
Dominican Republic,NA,2024-03-01T00:00:00Z,2024,Mar,1046
Dominican Republic,NA,2024-04-01T00:00:00Z,2024,Apr,918
Dominican Republic,NA,2024-05-01T00:00:00Z,2024,May,558
Dominican Republic,NA,2024-06-01T00:00:00Z,2024,Jun,738
Dominican Republic,NA,2024-07-01T00:00:00Z,2024,Jul,547
Dominican Republic,NA,2024-08-01T00:00:00Z,2024,Aug,380
Dominican Republic,NA,2024-09-01T00:00:00Z,2024,Sep,386
Dominican Republic,NA,2024-10-01T00:00:00Z,2024,Oct,269
Dominican Republic,NA,2024-11-01T00:00:00Z,2024,Nov,207
Dominican Republic,NA,2024-12-01T00:00:00Z,2024,Dec,199
Dominican Republic,NA,2025-01-01T00:00:00Z,2025,Jan,201
Dominican Republic,NA,2025-02-01T00:00:00Z,2025,Feb,166
Dominican Republic,NA,2025-03-01T00:00:00Z,2025,Mar,239
Dominican Republic,NA,2025-04-01T00:00:00Z,2025,Apr,129
Dominican Republic,NA,2025-05-01T00:00:00Z,2025,May,280
Ecuador,NA,2024-01-01T00:00:00Z,2024,Jan,3833
Ecuador,NA,2024-02-01T00:00:00Z,2024,Feb,5609
Ecuador,NA,2024-03-01T00:00:00Z,2024,Mar,7601
Ecuador,NA,2024-04-01T00:00:00Z,2024,Apr,10020
Ecuador,NA,2024-05-01T00:00:00Z,2024,May,8126
Ecuador,NA,2024-06-01T00:00:00Z,2024,Jun,6188
Ecuador,NA,2024-07-01T00:00:00Z,2024,Jul,5932
Ecuador,NA,2024-08-01T00:00:00Z,2024,Aug,3099
Ecuador,NA,2024-09-01T00:00:00Z,2024,Sep,2938
Ecuador,NA,2024-10-01T00:00:00Z,2024,Oct,2347
Ecuador,NA,2024-11-01T00:00:00Z,2024,Nov,2605
Ecuador,NA,2024-12-01T00:00:00Z,2024,Dec,2934
Ecuador,NA,2025-01-01T00:00:00Z,2025,Jan,4492
Ecuador,NA,2025-02-01T00:00:00Z,2025,Feb,4091
Ecuador,NA,2025-03-01T00:00:00Z,2025,Mar,5731
Ecuador,NA,2025-04-01T00:00:00Z,2025,Apr,5060
Ecuador,NA,2025-05-01T00:00:00Z,2025,May,6060
Ecuador,NA,2025-06-01T00:00:00Z,2025,Jun,1672
El Salvador,NA,2024-01-01T00:00:00Z,2024,Jan,491
El Salvador,NA,2024-02-01T00:00:00Z,2024,Feb,481
El Salvador,NA,2024-03-01T00:00:00Z,2024,Mar,479
El Salvador,NA,2024-04-01T00:00:00Z,2024,Apr,605
El Salvador,NA,2024-05-01T00:00:00Z,2024,May,622
El Salvador,NA,2024-06-01T00:00:00Z,2024,Jun,785
El Salvador,NA,2024-07-01T00:00:00Z,2024,Jul,1268
El Salvador,NA,2024-08-01T00:00:00Z,2024,Aug,1059
El Salvador,NA,2024-09-01T00:00:00Z,2024,Sep,1089
El Salvador,NA,2024-10-01T00:00:00Z,2024,Oct,708
El Salvador,NA,2024-11-01T00:00:00Z,2024,Nov,562
El Salvador,NA,2024-12-01T00:00:00Z,2024,Dec,403
El Salvador,NA,2025-01-01T00:00:00Z,2025,Jan,411
El Salvador,NA,2025-02-01T00:00:00Z,2025,Feb,358
El Salvador,NA,2025-03-01T00:00:00Z,2025,Mar,492
El Salvador,NA,2025-04-01T00:00:00Z,2025,Apr,379
El Salvador,NA,2025-05-01T00:00:00Z,2025,May,436
French Guiana,NA,2024-01-01T00:00:00Z,2024,Jan,3672
French Guiana,NA,2024-02-01T00:00:00Z,2024,Feb,3993
French Guiana,NA,2024-03-01T00:00:00Z,2024,Mar,3867
French Guiana,NA,2024-04-01T00:00:00Z,2024,Apr,1794
French Guiana,NA,2024-05-01T00:00:00Z,2024,May,1334
French Guiana,NA,2024-06-01T00:00:00Z,2024,Jun,817
French Guiana,NA,2024-07-01T00:00:00Z,2024,Jul,587
French Guiana,NA,2024-08-01T00:00:00Z,2024,Aug,77
French Guiana,NA,2024-09-01T00:00:00Z,2024,Sep,NA
French Guiana,NA,2024-10-01T00:00:00Z,2024,Oct,NA
French Guiana,NA,2024-11-01T00:00:00Z,2024,Nov,NA
French Guiana,NA,2024-12-01T00:00:00Z,2024,Dec,NA
French Guiana,NA,2025-01-01T00:00:00Z,2025,Jan,NA
French Guiana,NA,2025-02-01T00:00:00Z,2025,Feb,NA
French Guiana,NA,2025-03-01T00:00:00Z,2025,Mar,NA
French Guiana,NA,2025-04-01T00:00:00Z,2025,Apr,NA
French Guiana,NA,2025-05-01T00:00:00Z,2025,May,33
French Guiana,NA,2025-06-01T00:00:00Z,2025,Jun,NA
Grenada,NA,2024-01-01T00:00:00Z,2024,Jan,47
Grenada,NA,2024-02-01T00:00:00Z,2024,Feb,37
Grenada,NA,2024-03-01T00:00:00Z,2024,Mar,24
Grenada,NA,2024-04-01T00:00:00Z,2024,Apr,30
Grenada,NA,2024-05-01T00:00:00Z,2024,May,26
Grenada,NA,2024-06-01T00:00:00Z,2024,Jun,53
Grenada,NA,2024-07-01T00:00:00Z,2024,Jul,64
Grenada,NA,2024-08-01T00:00:00Z,2024,Aug,165
Grenada,NA,2024-09-01T00:00:00Z,2024,Sep,244
Grenada,NA,2024-10-01T00:00:00Z,2024,Oct,65
Grenada,NA,2024-11-01T00:00:00Z,2024,Nov,29
Grenada,NA,2024-12-01T00:00:00Z,2024,Dec,14
Grenada,NA,2025-01-01T00:00:00Z,2025,Jan,16
Grenada,NA,2025-02-01T00:00:00Z,2025,Feb,19
Grenada,NA,2025-03-01T00:00:00Z,2025,Mar,8
Guadeloupe,NA,2024-01-01T00:00:00Z,2024,Jan,1445
Guadeloupe,NA,2024-02-01T00:00:00Z,2024,Feb,715
Guadeloupe,NA,2024-03-01T00:00:00Z,2024,Mar,800
Guadeloupe,NA,2024-04-01T00:00:00Z,2024,Apr,435
Guadeloupe,NA,2024-05-01T00:00:00Z,2024,May,290
Guadeloupe,NA,2024-06-01T00:00:00Z,2024,Jun,365
Guadeloupe,NA,2024-07-01T00:00:00Z,2024,Jul,185
Guadeloupe,NA,2024-08-01T00:00:00Z,2024,Aug,NA
Guadeloupe,NA,2024-09-01T00:00:00Z,2024,Sep,1380
Guadeloupe,NA,2024-10-01T00:00:00Z,2024,Oct,2040
Guadeloupe,NA,2024-11-01T00:00:00Z,2024,Nov,2410
Guadeloupe,NA,2024-12-01T00:00:00Z,2024,Dec,960
Guadeloupe,NA,2025-01-01T00:00:00Z,2025,Jan,2220
Guadeloupe,NA,2025-02-01T00:00:00Z,2025,Feb,970
Guadeloupe,NA,2025-03-01T00:00:00Z,2025,Mar,970
Guadeloupe,NA,2025-04-01T00:00:00Z,2025,Apr,NA
Guadeloupe,NA,2025-05-01T00:00:00Z,2025,May,110
Guatemala,NA,2024-01-01T00:00:00Z,2024,Jan,7911
Guatemala,NA,2024-02-01T00:00:00Z,2024,Feb,4495
Guatemala,NA,2024-03-01T00:00:00Z,2024,Mar,4188
Guatemala,NA,2024-04-01T00:00:00Z,2024,Apr,7774
Guatemala,NA,2024-05-01T00:00:00Z,2024,May,11795
Guatemala,NA,2024-06-01T00:00:00Z,2024,Jun,20448
Guatemala,NA,2024-07-01T00:00:00Z,2024,Jul,31234
Guatemala,NA,2024-08-01T00:00:00Z,2024,Aug,27529
Guatemala,NA,2024-09-01T00:00:00Z,2024,Sep,35365
Guatemala,NA,2024-10-01T00:00:00Z,2024,Oct,21376
Guatemala,NA,2024-11-01T00:00:00Z,2024,Nov,12086
Guatemala,NA,2024-12-01T00:00:00Z,2024,Dec,5377
Guatemala,NA,2025-01-01T00:00:00Z,2025,Jan,4371
Guatemala,NA,2025-02-01T00:00:00Z,2025,Feb,3527
Guatemala,NA,2025-03-01T00:00:00Z,2025,Mar,5515
Guatemala,NA,2025-04-01T00:00:00Z,2025,Apr,4212
Guatemala,NA,2025-05-01T00:00:00Z,2025,May,6911
Guatemala,NA,2025-06-01T00:00:00Z,2025,Jun,2375
Guyana,NA,2024-01-01T00:00:00Z,2024,Jan,3049
Guyana,NA,2024-02-01T00:00:00Z,2024,Feb,4222
Guyana,NA,2024-03-01T00:00:00Z,2024,Mar,3457
Guyana,NA,2024-04-01T00:00:00Z,2024,Apr,4669
Guyana,NA,2024-05-01T00:00:00Z,2024,May,4673
Guyana,NA,2024-06-01T00:00:00Z,2024,Jun,6478
Guyana,NA,2024-07-01T00:00:00Z,2024,Jul,7583
Guyana,NA,2024-08-01T00:00:00Z,2024,Aug,2105
Guyana,NA,2024-09-01T00:00:00Z,2024,Sep,2582
Guyana,NA,2024-10-01T00:00:00Z,2024,Oct,2449
Guyana,NA,2024-11-01T00:00:00Z,2024,Nov,2793
Guyana,NA,2024-12-01T00:00:00Z,2024,Dec,2246
Guyana,NA,2025-01-01T00:00:00Z,2025,Jan,5040
Guyana,NA,2025-02-01T00:00:00Z,2025,Feb,4722
Guyana,NA,2025-03-01T00:00:00Z,2025,Mar,11228
Guyana,NA,2025-04-01T00:00:00Z,2025,Apr,8286
Guyana,NA,2025-05-01T00:00:00Z,2025,May,5209
Honduras,NA,2024-01-01T00:00:00Z,2024,Jan,3602
Honduras,NA,2024-02-01T00:00:00Z,2024,Feb,3331
Honduras,NA,2024-03-01T00:00:00Z,2024,Mar,3630
Honduras,NA,2024-04-01T00:00:00Z,2024,Apr,7656
Honduras,NA,2024-05-01T00:00:00Z,2024,May,10940
Honduras,NA,2024-06-01T00:00:00Z,2024,Jun,29091
Honduras,NA,2024-07-01T00:00:00Z,2024,Jul,41723
Honduras,NA,2024-08-01T00:00:00Z,2024,Aug,37091
Honduras,NA,2024-09-01T00:00:00Z,2024,Sep,25028
Honduras,NA,2024-10-01T00:00:00Z,2024,Oct,9410
