window_type,origin_date,iso3,region,train_start,train_end,n_train_months,n_gap_in_window,n_targets_with_truth,eligible
fixed_7y,2023-08-01,GUY,South America,2016-09-01,2023-08-01,72,12,6,TRUE
fixed_7y,2023-08-01,PER,South America,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,PRY,South America,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,SUR,South America,2016-09-01,2023-08-01,65,19,6,TRUE
fixed_7y,2023-08-01,URY,South America,2016-09-01,2023-08-01,29,55,6,FALSE
fixed_7y,2023-08-01,VEN,South America,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2023-08-01,60,0,0,FALSE
fixed_7y,2023-08-01,SAU,"Europe, Middle East & North Africa",2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,SDN,"Europe, Middle East & North Africa",2016-09-01,2023-08-01,28,56,6,FALSE
fixed_7y,2023-08-01,YEM,"Europe, Middle East & North Africa",2016-09-01,2023-08-01,65,19,6,TRUE
fixed_7y,2023-08-01,BFA,Sub-Saharan Africa,2016-09-01,2023-08-01,36,48,6,TRUE
fixed_7y,2023-08-01,CIV,Sub-Saharan Africa,2022-02-01,2023-08-01,19,0,6,FALSE
fixed_7y,2023-08-01,ERI,Sub-Saharan Africa,2016-09-01,2023-08-01,0,84,0,FALSE
fixed_7y,2023-08-01,ETH,Sub-Saharan Africa,2016-09-01,2023-08-01,4,80,6,FALSE
fixed_7y,2023-08-01,KEN,Sub-Saharan Africa,2016-09-01,2023-08-01,18,66,0,FALSE
fixed_7y,2023-08-01,MRT,Sub-Saharan Africa,2017-05-01,2023-08-01,16,60,6,FALSE
fixed_7y,2023-08-01,REU,Sub-Saharan Africa,2016-09-01,2023-08-01,74,10,0,FALSE
fixed_7y,2023-08-01,SEN,Sub-Saharan Africa,2017-05-01,2023-08-01,52,24,6,TRUE
fixed_7y,2023-08-01,SYC,Sub-Saharan Africa,2016-09-01,2023-08-01,36,48,6,TRUE
fixed_7y,2023-08-01,AFG,South Asia,2021-03-01,2023-08-01,30,0,6,FALSE
fixed_7y,2023-08-01,BGD,South Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,BTN,South Asia,2016-09-01,2023-08-01,72,12,6,TRUE
fixed_7y,2023-08-01,IND,South Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,LKA,South Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,MDV,South Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,NPL,South Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,PAK,South Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,BRN,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,CHN,East & Southeast Asia,2016-09-01,2023-08-01,60,24,6,TRUE
fixed_7y,2023-08-01,IDN,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,KHM,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,LAO,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,MMR,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,MYS,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,PHL,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,SGP,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,THA,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,TLS,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,TWN,East & Southeast Asia,2016-09-01,2023-08-01,30,54,6,FALSE
fixed_7y,2023-08-01,VNM,East & Southeast Asia,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,AUS,Pacific Islands,2016-09-01,2023-08-01,72,12,6,TRUE
fixed_7y,2023-08-01,COK,Pacific Islands,2016-09-01,2023-08-01,36,48,0,FALSE
fixed_7y,2023-08-01,FJI,Pacific Islands,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,FSM,Pacific Islands,2016-09-01,2023-08-01,72,12,6,TRUE
fixed_7y,2023-08-01,KIR,Pacific Islands,2016-09-01,2023-08-01,24,60,0,FALSE
fixed_7y,2023-08-01,MHL,Pacific Islands,2016-09-01,2023-08-01,48,36,0,FALSE
fixed_7y,2023-08-01,NCL,Pacific Islands,2016-09-01,2023-08-01,84,0,0,FALSE
fixed_7y,2023-08-01,PLW,Pacific Islands,2016-09-01,2023-08-01,72,12,0,FALSE
fixed_7y,2023-08-01,PYF,Pacific Islands,2016-09-01,2023-08-01,60,24,6,TRUE
fixed_7y,2023-08-01,SLB,Pacific Islands,2016-09-01,2023-08-01,84,0,6,TRUE
fixed_7y,2023-08-01,TON,Pacific Islands,2016-09-01,2023-08-01,36,48,0,FALSE
fixed_7y,2023-08-01,TUV,Pacific Islands,2018-04-01,2023-08-01,48,17,0,FALSE
fixed_7y,2023-08-01,VUT,Pacific Islands,2016-09-01,2023-08-01,70,14,6,TRUE
fixed_7y,2023-08-01,WLF,Pacific Islands,2017-06-01,2023-08-01,75,0,6,TRUE
fixed_7y,2023-08-01,WSM,Pacific Islands,2017-10-01,2023-08-01,71,0,6,TRUE
fixed_7y,2023-09-01,BLZ,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,CRI,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,GTM,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,HND,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,MEX,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,NIC,North & Central America,2016-10-01,2023-09-01,84,0,5,TRUE
fixed_7y,2023-09-01,PAN,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,SLV,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,USA,North & Central America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,ABW,Caribbean,2016-10-01,2023-09-01,36,48,6,TRUE
fixed_7y,2023-09-01,ATG,Caribbean,2016-10-01,2023-09-01,60,24,6,TRUE
fixed_7y,2023-09-01,BES,Caribbean,2016-10-01,2023-09-01,0,0,0,FALSE
fixed_7y,2023-09-01,BHS,Caribbean,2016-10-01,2023-09-01,6,78,0,FALSE
fixed_7y,2023-09-01,BLM,Caribbean,2016-10-01,2023-09-01,48,36,6,TRUE
fixed_7y,2023-09-01,BRB,Caribbean,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,CUB,Caribbean,2016-10-01,2023-09-01,66,18,0,FALSE
fixed_7y,2023-09-01,CUW,Caribbean,2016-10-01,2023-09-01,0,0,0,FALSE
fixed_7y,2023-09-01,CYM,Caribbean,2016-10-01,2023-09-01,30,54,0,FALSE
fixed_7y,2023-09-01,DMA,Caribbean,2016-10-01,2023-09-01,66,12,0,FALSE
fixed_7y,2023-09-01,DOM,Caribbean,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,GLP,Caribbean,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,GRD,Caribbean,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,HTI,Caribbean,2018-05-01,2023-09-01,60,0,0,FALSE
fixed_7y,2023-09-01,JAM,Caribbean,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,KNA,Caribbean,2016-10-01,2023-09-01,24,60,6,FALSE
fixed_7y,2023-09-01,LCA,Caribbean,2016-10-01,2023-09-01,48,36,6,TRUE
fixed_7y,2023-09-01,MAF,Caribbean,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,MTQ,Caribbean,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,PRI,Caribbean,2016-10-01,2023-09-01,54,30,6,TRUE
fixed_7y,2023-09-01,SXM,Caribbean,2016-10-01,2023-09-01,0,84,0,FALSE
fixed_7y,2023-09-01,TCA,Caribbean,2016-10-01,2023-09-01,36,48,6,TRUE
fixed_7y,2023-09-01,TTO,Caribbean,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,VCT,Caribbean,2016-10-01,2023-09-01,48,36,6,TRUE
fixed_7y,2023-09-01,VGB,Caribbean,2016-10-01,2023-09-01,48,36,6,TRUE
fixed_7y,2023-09-01,ARG,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,BOL,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,BRA,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,CHL,South America,2016-10-01,2023-09-01,0,84,0,FALSE
fixed_7y,2023-09-01,COL,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,ECU,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,GUF,South America,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,GUY,South America,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,PER,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,PRY,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,SUR,South America,2016-10-01,2023-09-01,66,18,6,TRUE
fixed_7y,2023-09-01,URY,South America,2016-10-01,2023-09-01,30,54,6,FALSE
fixed_7y,2023-09-01,VEN,South America,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2023-09-01,60,0,0,FALSE
fixed_7y,2023-09-01,SAU,"Europe, Middle East & North Africa",2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,SDN,"Europe, Middle East & North Africa",2016-10-01,2023-09-01,29,55,6,FALSE
fixed_7y,2023-09-01,YEM,"Europe, Middle East & North Africa",2016-10-01,2023-09-01,66,18,6,TRUE
fixed_7y,2023-09-01,BFA,Sub-Saharan Africa,2016-10-01,2023-09-01,36,48,6,TRUE
fixed_7y,2023-09-01,CIV,Sub-Saharan Africa,2022-02-01,2023-09-01,20,0,6,FALSE
fixed_7y,2023-09-01,ERI,Sub-Saharan Africa,2016-10-01,2023-09-01,0,84,0,FALSE
fixed_7y,2023-09-01,ETH,Sub-Saharan Africa,2016-10-01,2023-09-01,5,79,6,FALSE
fixed_7y,2023-09-01,KEN,Sub-Saharan Africa,2016-10-01,2023-09-01,17,67,1,FALSE
fixed_7y,2023-09-01,MRT,Sub-Saharan Africa,2017-05-01,2023-09-01,17,60,6,FALSE
fixed_7y,2023-09-01,REU,Sub-Saharan Africa,2016-10-01,2023-09-01,73,11,0,FALSE
fixed_7y,2023-09-01,SEN,Sub-Saharan Africa,2017-05-01,2023-09-01,53,24,6,TRUE
fixed_7y,2023-09-01,SYC,Sub-Saharan Africa,2016-10-01,2023-09-01,36,48,6,TRUE
fixed_7y,2023-09-01,AFG,South Asia,2021-03-01,2023-09-01,31,0,6,FALSE
fixed_7y,2023-09-01,BGD,South Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,BTN,South Asia,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,IND,South Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,LKA,South Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,MDV,South Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,NPL,South Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,PAK,South Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,BRN,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,CHN,East & Southeast Asia,2016-10-01,2023-09-01,60,24,6,TRUE
fixed_7y,2023-09-01,IDN,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,KHM,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,LAO,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,MMR,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,MYS,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,PHL,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,SGP,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,THA,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,TLS,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,TWN,East & Southeast Asia,2016-10-01,2023-09-01,31,53,5,FALSE
fixed_7y,2023-09-01,VNM,East & Southeast Asia,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,AUS,Pacific Islands,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,COK,Pacific Islands,2016-10-01,2023-09-01,36,48,0,FALSE
fixed_7y,2023-09-01,FJI,Pacific Islands,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,FSM,Pacific Islands,2016-10-01,2023-09-01,72,12,6,TRUE
fixed_7y,2023-09-01,KIR,Pacific Islands,2016-10-01,2023-09-01,24,60,0,FALSE
fixed_7y,2023-09-01,MHL,Pacific Islands,2016-10-01,2023-09-01,48,36,0,FALSE
fixed_7y,2023-09-01,NCL,Pacific Islands,2016-10-01,2023-09-01,83,1,0,FALSE
fixed_7y,2023-09-01,PLW,Pacific Islands,2016-10-01,2023-09-01,72,12,0,FALSE
fixed_7y,2023-09-01,PYF,Pacific Islands,2016-10-01,2023-09-01,60,24,6,TRUE
fixed_7y,2023-09-01,SLB,Pacific Islands,2016-10-01,2023-09-01,84,0,6,TRUE
fixed_7y,2023-09-01,TON,Pacific Islands,2016-10-01,2023-09-01,36,48,0,FALSE
fixed_7y,2023-09-01,TUV,Pacific Islands,2018-04-01,2023-09-01,48,18,0,FALSE
fixed_7y,2023-09-01,VUT,Pacific Islands,2016-10-01,2023-09-01,71,13,6,TRUE
fixed_7y,2023-09-01,WLF,Pacific Islands,2017-06-01,2023-09-01,76,0,6,TRUE
fixed_7y,2023-09-01,WSM,Pacific Islands,2017-10-01,2023-09-01,72,0,6,TRUE
fixed_7y,2023-10-01,BLZ,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,CRI,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,GTM,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,HND,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,MEX,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,NIC,North & Central America,2016-11-01,2023-10-01,84,0,4,TRUE
fixed_7y,2023-10-01,PAN,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,SLV,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,USA,North & Central America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,ABW,Caribbean,2016-11-01,2023-10-01,36,48,6,TRUE
fixed_7y,2023-10-01,ATG,Caribbean,2016-11-01,2023-10-01,60,24,6,TRUE
fixed_7y,2023-10-01,BES,Caribbean,2016-11-01,2023-10-01,0,0,0,FALSE
fixed_7y,2023-10-01,BHS,Caribbean,2016-11-01,2023-10-01,5,79,0,FALSE
fixed_7y,2023-10-01,BLM,Caribbean,2016-11-01,2023-10-01,48,36,6,TRUE
fixed_7y,2023-10-01,BRB,Caribbean,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,CUB,Caribbean,2016-11-01,2023-10-01,65,19,0,FALSE
fixed_7y,2023-10-01,CUW,Caribbean,2016-11-01,2023-10-01,0,0,0,FALSE
fixed_7y,2023-10-01,CYM,Caribbean,2016-11-01,2023-10-01,29,55,0,FALSE
fixed_7y,2023-10-01,DMA,Caribbean,2016-11-01,2023-10-01,65,12,0,FALSE
fixed_7y,2023-10-01,DOM,Caribbean,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,GLP,Caribbean,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,GRD,Caribbean,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,HTI,Caribbean,2018-05-01,2023-10-01,60,0,0,FALSE
fixed_7y,2023-10-01,JAM,Caribbean,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,KNA,Caribbean,2016-11-01,2023-10-01,24,60,6,FALSE
fixed_7y,2023-10-01,LCA,Caribbean,2016-11-01,2023-10-01,48,36,6,TRUE
fixed_7y,2023-10-01,MAF,Caribbean,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,MTQ,Caribbean,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,PRI,Caribbean,2016-11-01,2023-10-01,55,29,6,TRUE
fixed_7y,2023-10-01,SXM,Caribbean,2016-11-01,2023-10-01,0,84,1,FALSE
fixed_7y,2023-10-01,TCA,Caribbean,2016-11-01,2023-10-01,36,48,6,TRUE
fixed_7y,2023-10-01,TTO,Caribbean,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,VCT,Caribbean,2016-11-01,2023-10-01,48,36,6,TRUE
fixed_7y,2023-10-01,VGB,Caribbean,2016-11-01,2023-10-01,48,36,6,TRUE
fixed_7y,2023-10-01,ARG,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,BOL,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,BRA,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,CHL,South America,2016-11-01,2023-10-01,0,84,0,FALSE
fixed_7y,2023-10-01,COL,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,ECU,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,GUF,South America,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,GUY,South America,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,PER,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,PRY,South America,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,SUR,South America,2016-11-01,2023-10-01,67,17,6,TRUE
fixed_7y,2023-10-01,URY,South America,2016-11-01,2023-10-01,31,53,6,FALSE
fixed_7y,2023-10-01,VEN,South America,2016-11-01,2023-10-01,84,0,5,TRUE
fixed_7y,2023-10-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2023-10-01,60,0,0,FALSE
fixed_7y,2023-10-01,SAU,"Europe, Middle East & North Africa",2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,SDN,"Europe, Middle East & North Africa",2016-11-01,2023-10-01,30,54,6,FALSE
fixed_7y,2023-10-01,YEM,"Europe, Middle East & North Africa",2016-11-01,2023-10-01,67,17,5,TRUE
fixed_7y,2023-10-01,BFA,Sub-Saharan Africa,2016-11-01,2023-10-01,36,48,6,TRUE
fixed_7y,2023-10-01,CIV,Sub-Saharan Africa,2022-02-01,2023-10-01,21,0,6,FALSE
fixed_7y,2023-10-01,ERI,Sub-Saharan Africa,2016-11-01,2023-10-01,0,84,0,FALSE
fixed_7y,2023-10-01,ETH,Sub-Saharan Africa,2016-11-01,2023-10-01,6,78,6,FALSE
fixed_7y,2023-10-01,KEN,Sub-Saharan Africa,2016-11-01,2023-10-01,16,68,2,FALSE
fixed_7y,2023-10-01,MRT,Sub-Saharan Africa,2017-05-01,2023-10-01,18,60,6,FALSE
fixed_7y,2023-10-01,REU,Sub-Saharan Africa,2016-11-01,2023-10-01,72,12,0,FALSE
fixed_7y,2023-10-01,SEN,Sub-Saharan Africa,2017-05-01,2023-10-01,54,24,6,TRUE
fixed_7y,2023-10-01,SYC,Sub-Saharan Africa,2016-11-01,2023-10-01,36,48,6,TRUE
fixed_7y,2023-10-01,AFG,South Asia,2021-03-01,2023-10-01,32,0,6,FALSE
fixed_7y,2023-10-01,BGD,South Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,BTN,South Asia,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,IND,South Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,LKA,South Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,MDV,South Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,NPL,South Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,PAK,South Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,BRN,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,CHN,East & Southeast Asia,2016-11-01,2023-10-01,60,24,6,TRUE
fixed_7y,2023-10-01,IDN,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,KHM,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,LAO,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,MMR,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,MYS,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,PHL,East & Southeast Asia,2016-11-01,2023-10-01,84,0,5,TRUE
fixed_7y,2023-10-01,SGP,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,THA,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,TLS,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,TWN,East & Southeast Asia,2016-11-01,2023-10-01,32,52,4,FALSE
fixed_7y,2023-10-01,VNM,East & Southeast Asia,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,AUS,Pacific Islands,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,COK,Pacific Islands,2016-11-01,2023-10-01,36,48,0,FALSE
fixed_7y,2023-10-01,FJI,Pacific Islands,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,FSM,Pacific Islands,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,KIR,Pacific Islands,2016-11-01,2023-10-01,24,60,1,FALSE
fixed_7y,2023-10-01,MHL,Pacific Islands,2016-11-01,2023-10-01,48,36,0,FALSE
fixed_7y,2023-10-01,NCL,Pacific Islands,2016-11-01,2023-10-01,82,2,0,FALSE
fixed_7y,2023-10-01,PLW,Pacific Islands,2016-11-01,2023-10-01,72,12,0,FALSE
fixed_7y,2023-10-01,PYF,Pacific Islands,2016-11-01,2023-10-01,60,24,6,TRUE
fixed_7y,2023-10-01,SLB,Pacific Islands,2016-11-01,2023-10-01,84,0,6,TRUE
fixed_7y,2023-10-01,TON,Pacific Islands,2016-11-01,2023-10-01,36,48,0,FALSE
fixed_7y,2023-10-01,TUV,Pacific Islands,2018-04-01,2023-10-01,48,19,0,FALSE
fixed_7y,2023-10-01,VUT,Pacific Islands,2016-11-01,2023-10-01,72,12,6,TRUE
fixed_7y,2023-10-01,WLF,Pacific Islands,2017-06-01,2023-10-01,77,0,6,TRUE
fixed_7y,2023-10-01,WSM,Pacific Islands,2017-10-01,2023-10-01,73,0,6,TRUE
fixed_7y,2023-11-01,BLZ,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,CRI,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,GTM,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,HND,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,MEX,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,NIC,North & Central America,2016-12-01,2023-11-01,84,0,3,TRUE
fixed_7y,2023-11-01,PAN,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,SLV,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,USA,North & Central America,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,ABW,Caribbean,2016-12-01,2023-11-01,36,48,6,TRUE
fixed_7y,2023-11-01,ATG,Caribbean,2016-12-01,2023-11-01,60,24,6,TRUE
fixed_7y,2023-11-01,BES,Caribbean,2016-12-01,2023-11-01,0,0,0,FALSE
fixed_7y,2023-11-01,BHS,Caribbean,2016-12-01,2023-11-01,4,80,0,FALSE
fixed_7y,2023-11-01,BLM,Caribbean,2016-12-01,2023-11-01,48,36,6,TRUE
fixed_7y,2023-11-01,BRB,Caribbean,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,CUB,Caribbean,2016-12-01,2023-11-01,64,20,0,FALSE
fixed_7y,2023-11-01,CUW,Caribbean,2016-12-01,2023-11-01,0,0,0,FALSE
fixed_7y,2023-11-01,CYM,Caribbean,2016-12-01,2023-11-01,28,56,0,FALSE
fixed_7y,2023-11-01,DMA,Caribbean,2016-12-01,2023-11-01,64,12,0,FALSE
fixed_7y,2023-11-01,DOM,Caribbean,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,GLP,Caribbean,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,GRD,Caribbean,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,HTI,Caribbean,2018-05-01,2023-11-01,60,0,0,FALSE
fixed_7y,2023-11-01,JAM,Caribbean,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,KNA,Caribbean,2016-12-01,2023-11-01,24,60,6,FALSE
fixed_7y,2023-11-01,LCA,Caribbean,2016-12-01,2023-11-01,48,36,6,TRUE
fixed_7y,2023-11-01,MAF,Caribbean,2016-12-01,2023-11-01,72,12,6,TRUE
fixed_7y,2023-11-01,MTQ,Caribbean,2016-12-01,2023-11-01,84,0,6,TRUE
fixed_7y,2023-11-01,PRI,Caribbean,2016-12-01,2023-11-01,56,28,6,TRUE
fixed_7y,2023-11-01,SXM,Caribbean,2016-12-01,2023-11-01,0,84,2,FALSE
