"","country","d","mean_ratio","mean_RMSE","rf"
"606","Jamaica",15,1,11801.080533156,1
"607","Jamaica",16,1,11775.2837357405,1
"608","Jamaica",17,1,11775.2837357405,1
"609","Jamaica",18,1,11792.4232005494,1
"610","Jamaica",19,1,11776.8493253099,1
"611","Jamaica",20,1,11792.4232005494,1
"612","Jamaica",21,1,11825.3210644546,1
"613","Jamaica",22,1,11754.8167166077,1
"614","Jamaica",23,1,11825.3210644546,1
"615","Jamaica",24,1,11789.6381459055,1
"616","Jamaica",25,1,11712.7370748478,1
"617","Jamaica",26,1,11696.063093402,1
"618","Jamaica",27,1,11611.2235531601,1
"619","Jamaica",28,NA,11049.7732381389,NA
"620","Martinique",0,0.970372492431316,11792.4232005494,1.03053209751902
"621","Martinique",1,0.955467372134039,11775.2837357405,1.0466082141209
"622","Martinique",2,1,11786.1614158957,1
"623","Martinique",3,1,11806.1306438432,1
"624","Martinique",4,1,11806.1306438432,1
"625","Martinique",5,1,11806.1306438432,1
"626","Martinique",6,1,11805.8576543369,1
"627","Martinique",7,1,11805.8576543369,1
"628","Martinique",8,1,11788.3902155824,1
"629","Martinique",9,1,11825.3210644546,1
"630","Martinique",10,1,11825.3210644546,1
"631","Martinique",11,1,11775.2837357405,1
"632","Martinique",12,1,11800.1331219494,1
"633","Martinique",13,1,11776.8493253099,1
"634","Martinique",14,1,11776.8493253099,1
"635","Martinique",15,1,11774.146609491,1
"636","Martinique",16,1,11801.080533156,1
"637","Martinique",17,1,11756.0386093119,1
"638","Martinique",18,1,11754.8167166077,1
"639","Martinique",19,1,11825.3210644546,1
"640","Martinique",20,1,11754.8167166077,1
"641","Martinique",21,1,11800.1331219494,1
"642","Martinique",22,1,11710.1785407864,1
"643","Martinique",23,1,11776.8493253099,1
"644","Martinique",24,1,11611.2235531601,1
"645","Martinique",25,NA,11049.7732381389,NA
"646","Mexico",0,0.77695578421659,11795.492301904,1.2870745289686
"647","Mexico",1,0.844137627480825,11811.9399699987,1.18464094887503
"648","Mexico",2,0.925108866453581,11800.303392638,1.08095385987761
"649","Mexico",3,0.950193424159077,11811.9399699987,1.05241730217719
"650","Mexico",4,0.973538053556721,11800.303392638,1.02718121427981
"651","Mexico",5,0.981777176364456,11825.3210644546,1.01856105853165
"652","Mexico",6,1,11809.4619895439,1
"653","Mexico",7,1,11809.4619895439,1
"654","Mexico",8,1,11795.492301904,1
"655","Mexico",9,1,11825.3210644546,1
"656","Mexico",10,1,11806.1306438432,1
"657","Mexico",11,1,11786.1614158957,1
"658","Mexico",12,1,11805.8576543369,1
"659","Mexico",13,1,11788.3902155824,1
"660","Mexico",14,1,11825.3210644546,1
"661","Mexico",15,1,11801.080533156,1
"662","Mexico",16,1,11775.2837357405,1
"663","Mexico",17,1,11800.1331219494,1
"664","Mexico",18,1,11776.8493253099,1
"665","Mexico",19,1,11825.3210644546,1
"666","Mexico",20,1,11792.4232005494,1
"667","Mexico",21,1,11792.4232005494,1
"668","Mexico",22,1,11789.6381459055,1
"669","Mexico",23,1,11754.8167166077,1
"670","Mexico",24,1,11825.3210644546,1
"671","Mexico",25,1,11825.3210644546,1
"672","Mexico",26,1,11825.3210644546,1
"673","Mexico",27,1,11611.2235531601,1
"674","Mexico",28,NA,11049.7732381389,NA
"675","Montserrat",0,0.84414582331249,11792.4232005494,1.18462944716818
"676","Montserrat",1,0.86305114638448,11775.2837357405,1.15867988147543
"677","Montserrat",2,0.899686370274606,11800.1331219494,1.11149844327949
"678","Montserrat",3,0.905643738977072,11775.2837357405,1.10418695228822
"679","Montserrat",4,0.708631795213504,11809.4393370521,1.41117009814485
"680","Montserrat",5,0.747404075739908,11809.4393370521,1.33796433878157
"681","Montserrat",6,0.728555395222062,11809.4619895439,1.37257922535211
"682","Montserrat",7,0.729036395703062,11809.4619895439,1.37167363096547
"683","Montserrat",8,1,11795.492301904,1
"684","Montserrat",9,1,11825.3210644546,1
"685","Montserrat",10,1,11825.3210644546,1
"686","Montserrat",11,1,11786.1614158957,1
"687","Montserrat",12,1,11805.8576543369,1
"688","Montserrat",13,1,11788.3902155824,1
"689","Montserrat",14,1,11788.3902155824,1
"690","Montserrat",15,1,11825.3210644546,1
"691","Montserrat",16,1,11775.2837357405,1
"692","Montserrat",17,1,11775.2837357405,1
"693","Montserrat",18,1,11776.8493253099,1
"694","Montserrat",19,1,11776.8493253099,1
"695","Montserrat",20,1,11776.8493253099,1
"696","Montserrat",21,1,11776.8493253099,1
"697","Montserrat",22,1,11710.1785407864,1
"698","Montserrat",23,1,11795.492301904,1
"699","Montserrat",24,1,11756.0386093119,1
"700","Montserrat",25,1,11789.6381459055,1
"701","Montserrat",27,1,11754.8167166077,1
"702","Nicaragua",0,0.826658529028461,11806.1306438432,1.2096893274364
"703","Nicaragua",1,0.896480982514944,11809.4393370521,1.11547263076864
"704","Nicaragua",2,0.954150817784307,11793.1542102812,1.04805234283838
"705","Nicaragua",3,0.985638378680413,11809.4393370521,1.01457088282095
"706","Nicaragua",4,0.997412945645835,11825.3210644546,1.00259376456407
"707","Nicaragua",5,0.999464462143177,11825.3210644546,1.00053582481129
"708","Nicaragua",6,0.999810344167302,11809.4619895439,1.00018969180886
"709","Nicaragua",7,0.99985886347525,11809.4619895439,1.00014115644708
"710","Nicaragua",8,0.999877098885548,11795.492301904,1.00012291622099
"711","Nicaragua",9,0.999891044498868,11825.3210644546,1.00010896737373
"712","Nicaragua",10,0.999892869851357,11806.1306438432,1.00010714162674
"713","Nicaragua",11,0.999890627314129,11786.1614158957,1.00010938464956
"714","Nicaragua",12,0.999892557050812,11805.8576543369,1.00010745449442
"715","Nicaragua",13,0.999889236456191,11788.3902155824,1.00011077581373
"716","Nicaragua",14,0.999894281435771,11825.3210644546,1.00010572974183
"717","Nicaragua",15,0.999898410999378,11801.080533156,1.000101599322
"718","Nicaragua",16,0.999904621469633,11775.2837357405,1.0000953876283
"719","Nicaragua",17,0.999910092096015,11800.1331219494,1.00008991598814
"720","Nicaragua",18,0.99991444066329,11776.8493253099,1.00008556665774
"721","Nicaragua",19,0.999918017869101,11825.3210644546,1.00008198885252
"722","Nicaragua",20,0.999923023099561,11792.4232005494,1.00007698282634
"723","Nicaragua",21,0.999917091619818,11792.4232005494,1.00008291525455
"724","Nicaragua",22,0.99992837598641,11789.6381459055,1.00007162914396
"725","Nicaragua",23,0.99993282692213,11754.8167166077,1.0000671775904
"726","Nicaragua",24,0.999938957636927,11825.3210644546,1.00006104608947
"727","Nicaragua",25,0.99993358661641,11825.3210644546,1.00006641779462
"728","Nicaragua",26,0.999940279475097,11825.3210644546,1.00005972409166
"729","Nicaragua",27,0.999943968173923,11611.2235531601,1.00005603496582
"730","Nicaragua",28,NA,11049.7732381389,NA
"731","Panama",0,0.78857967238512,11795.492301904,1.26810268514204
"732","Panama",1,0.878764962592715,11800.303392638,1.13796070914069
"733","Panama",2,0.967889783330354,11825.3210644546,1.03317548880324
"734","Panama",3,1.01115784782718,11800.303392638,0.988965275944641
"735","Panama",4,1.02074888335011,11800.303392638,0.979672881657223
"736","Panama",5,1.01751657284779,11825.3210644546,0.982784975384953
"737","Panama",6,1.0126758955549,11809.4619895439,0.987482771525876
"738","Panama",7,1.01452437499133,11809.4619895439,0.985683562318107
"739","Panama",8,1.01499806657204,11795.492301904,0.985223551584984
"740","Panama",9,1.01535583258901,11825.3210644546,0.984876402837168
"741","Panama",10,1.01522017559434,11806.1306438432,0.98500800519904
"742","Panama",11,1.01491237316495,11786.1614158957,0.985306738237461
"743","Panama",12,1.01440270890603,11805.8576543369,0.985801783867901
"744","Panama",13,1.01360139856313,11788.3902155824,0.986581117012648
"745","Panama",14,1.01296908284669,11825.3210644546,0.987196960829012
"746","Panama",15,1.01230176816667,11801.080533156,0.987847726287243
"747","Panama",16,1.01087203542681,11775.2837357405,0.98924489446162
"748","Panama",17,1.00972210586759,11800.1331219494,0.990371503395739
"749","Panama",18,1.00893598879844,11776.8493253099,0.991143155861573
"750","Panama",19,1.00861821900789,11825.3210644546,0.991455420053421
"751","Panama",20,1.00758533144904,11792.4232005494,0.992471772650632
"752","Panama",21,1.00685422269321,11792.4232005494,0.993192437853736
"753","Panama",22,1.00672820849164,11789.6381459055,0.993316757755583
"754","Panama",23,1.00593324864028,11754.8167166077,0.994101747160357
"755","Panama",24,1.00546100224554,11825.3210644546,0.994568658323555
"756","Panama",25,1.00424365968436,11825.3210644546,0.995774272863525
"757","Panama",26,1.00266445090708,11825.3210644546,0.997342629526093
"758","Panama",27,1.00170998632011,11611.2235531601,0.99829293274155
"759","Panama",28,NA,11049.7732381389,NA
"760","Paraguay",0,9.67740896042908,11795.492301904,0.103333444322649
"761","Paraguay",1,8.71827992526393,11811.9399699987,0.114701524678301
"762","Paraguay",2,9.00479924951752,11800.303392638,0.111051892695285
"763","Paraguay",3,8.72474319059901,11800.303392638,0.114616554109869
"764","Paraguay",4,9.17523190120944,11825.3210644546,0.108989070877673
"765","Paraguay",5,9.02867808103217,11809.4393370521,0.110758185309635
"766","Paraguay",6,9.09831021619742,11809.4619895439,0.109910519232432
"767","Paraguay",7,8.64985152657476,11809.4619895439,0.115608920792192
"768","Paraguay",8,8.40518857240305,11795.492301904,0.118974130251322
"769","Paraguay",9,8.22389256165351,11825.3210644546,0.121596919281608
"770","Paraguay",10,8.03754861514748,11806.1306438432,0.124416043731967
"771","Paraguay",11,7.83073918910678,11786.1614158957,0.127701865156112
"772","Paraguay",12,7.46565545087153,11805.8576543369,0.133946711923768
"773","Paraguay",13,7.1725472115936,11788.3902155824,0.139420483476723
"774","Paraguay",14,6.78059948668709,11825.3210644546,0.147479585243662
"775","Paraguay",15,6.41613175910552,11801.080533156,0.155857148441635
"776","Paraguay",16,5.9382395877227,11775.2837357405,0.168400076357225
"777","Paraguay",17,5.34401807736127,11800.1331219494,0.187125115507426
"778","Paraguay",18,4.88961314765002,11776.8493253099,0.204515156885286
"779","Paraguay",19,4.16176414569784,11825.3210644546,0.240282717855056
"780","Paraguay",20,3.40982165376844,11792.4232005494,0.293270470288329
"781","Paraguay",21,3.43673155887825,11792.4232005494,0.290974137161414
"782","Paraguay",22,1.79810559180613,11789.6381459055,0.556140865451364
"783","Paraguay",23,1.55557548963323,11754.8167166077,0.642848904899997
"784","Paraguay",24,1.42104788272498,11825.3210644546,0.703706055338836
"785","Paraguay",25,1.43773908496491,11825.3210644546,0.695536492300623
"786","Paraguay",26,1.41611357270181,11825.3210644546,0.70615805065133
"787","Paraguay",27,1.37555555555556,11611.2235531601,0.726978998384491
"788","Paraguay",28,NA,11049.7732381389,NA
"789","Peru",0,1.0282320300037,11795.492301904,0.972543133086798
"790","Peru",1,1.06504621877497,11811.9399699987,0.938926388706602
"791","Peru",2,1.15188894979113,11800.303392638,0.868139242225845
"792","Peru",3,1.17750569169814,11811.9399699987,0.849252795167254
"793","Peru",4,1.11720641499103,11800.303392638,0.89508974042906
"794","Peru",5,1.07572483485045,11825.3210644546,0.929605757534664
"795","Peru",6,1.03353303427532,11809.4619895439,0.967554946805519
"796","Peru",7,1.03022137200764,11809.4619895439,0.970665166896367
"797","Peru",8,1.02756333357017,11795.492301904,0.973176024611155
"798","Peru",9,1.02509337067791,11825.3210644546,0.975520892637011
"799","Peru",10,1.02301897304903,11806.1306438432,0.97749897738414
"800","Peru",11,1.02103582263524,11786.1614158957,0.979397566501683
"801","Peru",12,1.01925142164429,11805.8576543369,0.981112195445132
"802","Peru",13,1.01786485532165,11788.3902155824,0.982448696181764
"803","Peru",14,1.01658556114662,11825.3210644546,0.983685031756783
"804","Peru",15,1.01547857100839,11801.080533156,0.984757363227252
"805","Peru",16,1.01474976194007,11775.2837357405,0.985464631288146
"806","Peru",17,1.01410052315606,11800.1331219494,0.986095537045799
"807","Peru",18,1.01307656289529,11776.8493253099,0.987092226417792
"808","Peru",19,1.01221659712801,11825.3210644546,0.987930846853658
"809","Peru",20,1.01122162088376,11792.4232005494,0.988902906492498
"810","Peru",21,1.0110563983332,11792.4232005494,0.989064508813325
"811","Peru",22,1.00907376858878,11789.6381459055,0.991007824332335
"812","Peru",23,1.00824711036805,11754.8167166077,0.991820348123749
"813","Peru",24,1.00681615675266,11825.3210644546,0.993229988705536
"814","Peru",25,1.00661592236043,11825.3210644546,0.993427560389755
"815","Peru",26,1.00464417420692,11825.3210644546,0.995377294442998
"816","Peru",27,1.00546741672461,11611.2235531601,0.994562313374195
"817","Peru",28,NA,11049.7732381389,NA
"818","Puerto Rico",0,0.735575543616172,11825.3210644546,1.35947967367687
"819","Puerto Rico",1,0.774522860236365,11811.9399699987,1.29111747546719
"820","Puerto Rico",2,0.827817782228611,11800.303392638,1.20799531185214
"821","Puerto Rico",3,0.897741464392468,11800.303392638,1.11390644151291
"822","Puerto Rico",4,0.953834080883484,11800.303392638,1.04840036652261
"823","Puerto Rico",5,0.973174625264531,11825.3210644546,1.02756481112337
"824","Puerto Rico",6,1,11809.4619895439,1
"825","Puerto Rico",7,1,11809.4619895439,1
"826","Puerto Rico",8,1,11795.492301904,1
"827","Puerto Rico",9,1,11825.3210644546,1
"828","Puerto Rico",10,1,11825.3210644546,1
"829","Puerto Rico",11,1,11788.3902155824,1
"830","Puerto Rico",12,1,11786.1614158957,1
"831","Puerto Rico",13,1,11788.3902155824,1
"832","Puerto Rico",14,1,11788.3902155824,1
"833","Puerto Rico",15,1,11775.2837357405,1
"834","Puerto Rico",16,1,11800.1331219494,1
"835","Puerto Rico",17,1,11801.080533156,1
"836","Puerto Rico",18,1,11825.3210644546,1
"837","Puerto Rico",19,1,11825.3210644546,1
"838","Puerto Rico",20,1,11825.3210644546,1
"839","Puerto Rico",21,1,11792.4232005494,1
"840","Puerto Rico",22,1,11789.6381459055,1
"841","Puerto Rico",23,1,11754.8167166077,1
"842","Puerto Rico",24,1,11764.1503469419,1
"843","Puerto Rico",25,1,11756.0386093119,1
"844","Puerto Rico",26,1,11710.1785407864,1
"845","Puerto Rico",27,1,11525.0970921697,1
"846","Puerto Rico",28,NA,11049.7732381389,NA
"847","Saint Barthelemy",0,0.995298608201834,11792.4232005494,1.00472359928912
"848","Saint Barthelemy",1,0.992933947772657,11775.2837357405,1.00711633663366
"849","Saint Barthelemy",2,1,11786.1614158957,1
"850","Saint Barthelemy",3,1,11806.1306438432,1
"851","Saint Barthelemy",4,1,11806.1306438432,1
"852","Saint Barthelemy",5,1,11806.1306438432,1
"853","Saint Barthelemy",6,1,11805.8576543369,1
"854","Saint Barthelemy",7,1,11805.8576543369,1
"855","Saint Barthelemy",8,1,11788.3902155824,1
"856","Saint Barthelemy",9,1,11825.3210644546,1
"857","Saint Barthelemy",10,1,11825.3210644546,1
"858","Saint Barthelemy",11,1,11775.2837357405,1
"859","Saint Barthelemy",12,1,11800.1331219494,1
"860","Saint Barthelemy",13,1,11776.8493253099,1
"861","Saint Barthelemy",14,1,11776.8493253099,1
"862","Saint Barthelemy",15,1,11774.146609491,1
"863","Saint Barthelemy",16,1,11801.080533156,1
"864","Saint Barthelemy",17,1,11756.0386093119,1
"865","Saint Barthelemy",18,1,11754.8167166077,1
"866","Saint Barthelemy",19,1,11825.3210644546,1
"867","Saint Barthelemy",20,1,11754.8167166077,1
"868","Saint Barthelemy",21,1,11800.1331219494,1
"869","Saint Barthelemy",22,1,11710.1785407864,1
"870","Saint Barthelemy",23,1,11776.8493253099,1
"871","Saint Barthelemy",24,1,11611.2235531601,1
"872","Saint Barthelemy",25,NA,11049.7732381389,NA
"873","Saint Kitts and Nevis",0,1,11786.1614158957,1
"874","Saint Kitts and Nevis",1,1,11793.1542102812,1
"875","Saint Kitts and Nevis",2,1,11809.4619895439,1
"876","Saint Kitts and Nevis",3,1,11793.1542102812,1
"877","Saint Kitts and Nevis",4,1,11809.4393370521,1
"878","Saint Kitts and Nevis",5,1,11809.4393370521,1
"879","Saint Kitts and Nevis",6,1,11809.4619895439,1
"880","Saint Kitts and Nevis",7,1,11809.4619895439,1
"881","Saint Kitts and Nevis",8,1,11795.492301904,1
"882","Saint Kitts and Nevis",9,1,11825.3210644546,1
"883","Saint Kitts and Nevis",10,1,11806.1306438432,1
"884","Saint Kitts and Nevis",11,1,11786.1614158957,1
"885","Saint Kitts and Nevis",12,1,11805.8576543369,1
"886","Saint Kitts and Nevis",13,1,11788.3902155824,1
"887","Saint Kitts and Nevis",14,1,11825.3210644546,1
"888","Saint Kitts and Nevis",15,1,11801.080533156,1
"889","Saint Kitts and Nevis",16,1,11775.2837357405,1
"890","Saint Kitts and Nevis",17,1,11800.1331219494,1
"891","Saint Kitts and Nevis",18,1,11776.8493253099,1
"892","Saint Kitts and Nevis",19,1,11825.3210644546,1
"893","Saint Kitts and Nevis",20,1,11792.4232005494,1
"894","Saint Kitts and Nevis",21,1,11792.4232005494,1
"895","Saint Kitts and Nevis",22,1,11789.6381459055,1
"896","Saint Kitts and Nevis",23,1,11754.8167166077,1
"897","Saint Kitts and Nevis",24,1,11825.3210644546,1
"898","Saint Kitts and Nevis",25,1,11825.3210644546,1
"899","Saint Kitts and Nevis",26,1,11825.3210644546,1
"900","Saint Kitts and Nevis",27,1,11611.2235531601,1
"901","Saint Kitts and Nevis",28,NA,11049.7732381389,NA
"902","Saint Lucia",0,0.875752913752914,11825.3210644546,1.14187459076173
"903","Saint Lucia",1,0.955730380730381,11825.3210644546,1.04632019674397
"904","Saint Lucia",2,1,11809.4393370521,1
"905","Saint Lucia",3,1,11809.4393370521,1
"906","Saint Lucia",4,1,11809.4393370521,1
"907","Saint Lucia",5,1,11809.4393370521,1
"908","Saint Lucia",6,1,11809.4619895439,1
"909","Saint Lucia",7,1,11809.4619895439,1
"910","Saint Lucia",8,1,11795.492301904,1
"911","Saint Lucia",9,1,11825.3210644546,1
"912","Saint Lucia",10,1,11806.1306438432,1
"913","Saint Lucia",11,1,11786.1614158957,1
"914","Saint Lucia",12,1,11805.8576543369,1
"915","Saint Lucia",13,1,11788.3902155824,1
"916","Saint Lucia",14,1,11825.3210644546,1
"917","Saint Lucia",15,1,11801.080533156,1
"918","Saint Lucia",16,1,11775.2837357405,1
"919","Saint Lucia",17,1,11800.1331219494,1
"920","Saint Lucia",18,1,11776.8493253099,1
"921","Saint Lucia",19,1,11825.3210644546,1
"922","Saint Lucia",20,1,11792.4232005494,1
"923","Saint Lucia",21,1,11792.4232005494,1
"924","Saint Lucia",22,1,11789.6381459055,1
"925","Saint Lucia",23,1,11754.8167166077,1
"926","Saint Lucia",24,1,11825.3210644546,1
"927","Saint Lucia",25,1,11825.3210644546,1
"928","Saint Lucia",26,1,11825.3210644546,1
"929","Saint Lucia",27,1,11611.2235531601,1
"930","Saint Lucia",28,NA,11049.7732381389,NA
"931","Saint Martin",0,0.979901051329623,11792.4232005494,1.02051120227201
"932","Saint Martin",1,0.968253968253968,11775.2837357405,1.0327868852459
"933","Saint Martin",2,1,11786.1614158957,1
"934","Saint Martin",3,1,11806.1306438432,1
"935","Saint Martin",4,1,11806.1306438432,1
"936","Saint Martin",5,1,11806.1306438432,1
"937","Saint Martin",6,1,11805.8576543369,1
"938","Saint Martin",7,1,11805.8576543369,1
"939","Saint Martin",8,1,11788.3902155824,1
"940","Saint Martin",9,1,11825.3210644546,1
"941","Saint Martin",10,1,11825.3210644546,1
"942","Saint Martin",11,1,11775.2837357405,1
"943","Saint Martin",12,1,11800.1331219494,1
"944","Saint Martin",13,1,11776.8493253099,1
"945","Saint Martin",14,1,11776.8493253099,1
"946","Saint Martin",15,1,11774.146609491,1
"947","Saint Martin",16,1,11801.080533156,1
"948","Saint Martin",17,1,11756.0386093119,1
"949","Saint Martin",18,1,11754.8167166077,1
"950","Saint Martin",19,1,11825.3210644546,1
"951","Saint Martin",20,1,11754.8167166077,1
"952","Saint Martin",21,1,11800.1331219494,1
"953","Saint Martin",22,1,11710.1785407864,1
"954","Saint Martin",23,1,11776.8493253099,1
"955","Saint Martin",24,1,11611.2235531601,1
"956","Saint Martin",25,NA,11049.7732381389,NA
"957","Saint Vincent and the Grenadines",0,0.891166624290194,11786.1614158957,1.12212460918461
"958","Saint Vincent and the Grenadines",1,0.879591567852437,11793.1542102812,1.13689129881218
"959","Saint Vincent and the Grenadines",2,0.884607984607985,11809.4619895439,1.13044423902996
"960","Saint Vincent and the Grenadines",3,0.885388669301713,11793.1542102812,1.12944747846014
"961","Saint Vincent and the Grenadines",4,0.884956480093287,11809.4393370521,1.12999907056965
"962","Saint Vincent and the Grenadines",5,0.90653714809262,11809.4393370521,1.10309875563735
"963","Saint Vincent and the Grenadines",6,0.930945165945166,11809.4619895439,1.07417712297236
"964","Saint Vincent and the Grenadines",7,0.93512506012506,11809.4619895439,1.06937568314795
"965","Saint Vincent and the Grenadines",8,0.952029914529914,11795.492301904,1.05038716193469
"966","Saint Vincent and the Grenadines",9,0.96,11825.3210644546,1.04166666666667
"967","Saint Vincent and the Grenadines",10,0.968859649122807,11806.1306438432,1.03214124038026
"968","Saint Vincent and the Grenadines",11,0.967179421984914,11786.1614158957,1.03393432208031
"969","Saint Vincent and the Grenadines",12,0.977346999405823,11805.8576543369,1.02317805304354
"970","Saint Vincent and the Grenadines",13,1,11788.3902155824,1
"971","Saint Vincent and the Grenadines",14,1,11825.3210644546,1
"972","Saint Vincent and the Grenadines",15,1,11801.080533156,1
"973","Saint Vincent and the Grenadines",16,1,11775.2837357405,1
"974","Saint Vincent and the Grenadines",17,1,11800.1331219494,1
"975","Saint Vincent and the Grenadines",18,1,11776.8493253099,1
"976","Saint Vincent and the Grenadines",19,1,11825.3210644546,1
"977","Saint Vincent and the Grenadines",20,1,11792.4232005494,1
"978","Saint Vincent and the Grenadines",21,1,11792.4232005494,1
"979","Saint Vincent and the Grenadines",22,1,11789.6381459055,1
"980","Saint Vincent and the Grenadines",23,1,11754.8167166077,1
"981","Saint Vincent and the Grenadines",24,1,11825.3210644546,1
"982","Saint Vincent and the Grenadines",25,1,11825.3210644546,1
"983","Saint Vincent and the Grenadines",26,1,11825.3210644546,1
"984","Saint Vincent and the Grenadines",27,1,11611.2235531601,1
"985","Saint Vincent and the Grenadines",28,NA,11049.7732381389,NA
"986","Suriname",0,0.752767762236088,11795.492301904,1.32843095861267
"987","Suriname",1,0.713702779246897,11811.9399699987,1.40114348588527
"988","Suriname",2,0.716027539418906,11800.303392638,1.3965943276589
"989","Suriname",3,0.772884729649436,11825.3210644546,1.29385400129924
"990","Suriname",4,0.798425430778372,11825.3210644546,1.25246511627907
"991","Suriname",5,0.842328550572774,11809.4393370521,1.18718521332325
"992","Suriname",6,0.87374950922188,11809.4619895439,1.14449277446868
"993","Suriname",7,0.887891642729942,11809.4619895439,1.12626355725724
"994","Suriname",8,0.944528726558462,11795.492301904,1.05872904855277
"995","Suriname",9,0.95055611055611,11825.3210644546,1.05201575045892
"996","Suriname",10,0.978211262421789,11806.1306438432,1.02227406125367
"997","Suriname",11,0.984027922243025,11786.1614158957,1.01623132575402
"998","Suriname",12,0.983525090476962,11805.8576543369,1.01675087873462
"999","Suriname",13,0.991405653170359,11788.3902155824,1.00866884993258
"1000","Suriname",14,0.995454545454545,11825.3210644546,1.00456621004566
"1001","Suriname",15,1,11801.080533156,1
"1002","Suriname",16,1,11775.2837357405,1
"1003","Suriname",17,1,11800.1331219494,1
"1004","Suriname",18,1,11776.8493253099,1
"1005","Suriname",19,1,11825.3210644546,1
"1006","Suriname",20,1,11792.4232005494,1
"1007","Suriname",21,1,11792.4232005494,1
"1008","Suriname",22,1,11789.6381459055,1
"1009","Suriname",23,1,11754.8167166077,1
"1010","Suriname",24,1,11825.3210644546,1
"1011","Suriname",25,1,11825.3210644546,1
"1012","Suriname",26,1,11825.3210644546,1
"1013","Suriname",27,1,11611.2235531601,1
"1014","Suriname",28,NA,11049.7732381389,NA
"1015","Trinidad and Tobago",0,0.751063264221159,11792.4232005494,1.33144576181207
"1016","Trinidad and Tobago",1,0.8302668208984,11775.2837357405,1.2044320871668
"1017","Trinidad and Tobago",2,0.875043517251186,11800.1331219494,1.14280030682513
"1018","Trinidad and Tobago",3,0.898748923591029,11775.2837357405,1.11265779991637
"1019","Trinidad and Tobago",4,0.909642465373251,11809.4393370521,1.09933302156213
"1020","Trinidad and Tobago",5,0.940253146453089,11809.4393370521,1.06354336996616
"1021","Trinidad and Tobago",6,0.949013949013949,11809.4619895439,1.05372529143436
"1022","Trinidad and Tobago",7,0.948833573833574,11809.4619895439,1.05392560674229
"1023","Trinidad and Tobago",8,1,11795.492301904,1
"1024","Trinidad and Tobago",9,1,11825.3210644546,1
"1025","Trinidad and Tobago",10,1,11825.3210644546,1
"1026","Trinidad and Tobago",11,1,11786.1614158957,1
"1027","Trinidad and Tobago",12,1,11805.8576543369,1
"1028","Trinidad and Tobago",13,1,11788.3902155824,1
"1029","Trinidad and Tobago",14,1,11788.3902155824,1
"1030","Trinidad and Tobago",15,1,11825.3210644546,1
"1031","Trinidad and Tobago",16,1,11775.2837357405,1
"1032","Trinidad and Tobago",17,1,11775.2837357405,1
"1033","Trinidad and Tobago",18,1,11776.8493253099,1
"1034","Trinidad and Tobago",19,1,11776.8493253099,1
"1035","Trinidad and Tobago",20,1,11776.8493253099,1
"1036","Trinidad and Tobago",21,1,11776.8493253099,1
"1037","Trinidad and Tobago",22,1,11710.1785407864,1
"1038","Trinidad and Tobago",23,1,11795.492301904,1
"1039","Trinidad and Tobago",24,1,11756.0386093119,1
"1040","Trinidad and Tobago",25,1,11789.6381459055,1
"1041","Trinidad and Tobago",27,1,11754.8167166077,1
"1042","Turks and Caicos Islands",0,NA,11049.7732381389,NA
"1043","Turks and Caicos Islands",1,1,11525.0970921697,1
"1044","Turks and Caicos Islands",2,1,11525.0970921697,1
"1045","Turks and Caicos Islands",3,1,11825.3210644546,1
"1046","Turks and Caicos Islands",4,1,11696.063093402,1
"1047","Turks and Caicos Islands",5,1,11764.1503469419,1
"1048","Turks and Caicos Islands",6,1,11764.1503469419,1
"1049","Turks and Caicos Islands",7,1,11825.3210644546,1
"1050","Turks and Caicos Islands",8,1,11825.3210644546,1
"1051","Turks and Caicos Islands",9,1,11825.3210644546,1
"1052","Turks and Caicos Islands",10,1,11825.3210644546,1
"1053","Turks and Caicos Islands",11,1,11710.1785407864,1
"1054","Turks and Caicos Islands",12,1,11710.1785407864,1
"1055","Turks and Caicos Islands",13,1,11611.2235531601,1
"1056","Turks and Caicos Islands",14,NA,11049.7732381389,NA
"1057","United States of America",0,Inf,11795.492301904,0
"1058","United States of America",1,Inf,11811.9399699987,0
"1059","United States of America",2,Inf,11800.303392638,0
"1060","United States of America",3,Inf,11825.3210644546,0
"1061","United States of America",4,Inf,11825.3210644546,0
"1062","United States of America",5,1,11809.4393370521,1
"1063","United States of America",6,1,11809.4619895439,1
"1064","United States of America",7,1,11809.4619895439,1
"1065","United States of America",8,1,11795.492301904,1
"1066","United States of America",9,1,11825.3210644546,1
"1067","United States of America",10,1,11806.1306438432,1
"1068","United States of America",11,1,11786.1614158957,1
"1069","United States of America",12,1,11805.8576543369,1
"1070","United States of America",13,1,11788.3902155824,1
"1071","United States of America",14,1,11825.3210644546,1
"1072","United States of America",15,1,11801.080533156,1
"1073","United States of America",16,1,11775.2837357405,1
"1074","United States of America",17,1,11800.1331219494,1
"1075","United States of America",18,1,11776.8493253099,1
"1076","United States of America",19,1,11825.3210644546,1
"1077","United States of America",20,1,11792.4232005494,1
"1078","United States of America",21,1,11792.4232005494,1
"1079","United States of America",22,1,11789.6381459055,1
"1080","United States of America",23,1,11754.8167166077,1
"1081","United States of America",24,1,11825.3210644546,1
"1082","United States of America",25,1,11825.3210644546,1
"1083","United States of America",26,1,11825.3210644546,1
"1084","United States of America",27,1,11611.2235531601,1
"1085","United States of America",28,NA,11049.7732381389,NA
