model,window_type,stratum_axis,lead_time,stratum_value,n_obs,n_seasons,thin_evidence,crps,crps_log,dispersion,dispersion_log,overprediction,overprediction_log,underprediction,underprediction_log,bias,coverage_50,coverage_90,uMAE,uRMSE
nowcast,expanding,size_class,2,large,175,91,FALSE,4533.754285714286,0.7201474239868344,2093.2240000000006,0.12204283286137312,740.7074285714286,0.39644634883997976,1699.8228571428572,0.2016582422854816,0.06457142857142857,0.3142857142857143,0.6,0.7999993042014233,1.5205112859867218
nowcast,expanding,size_class,2,medium,429,227,FALSE,1804.784102564103,0.5861361064671728,682.2708158508159,0.11834815444809949,445.9496503496505,0.2053905210616357,676.5636363636362,0.26239743095743767,-0.07972027972027987,0.3333333333333333,0.6410256410256411,0.7749589403073609,1.5710874518867046
nowcast,expanding,size_class,2,small,148,77,FALSE,509.1733783783784,0.7462568150661321,127.65851351351351,0.1537733174258808,152.91486486486485,0.41702991805461764,228.59999999999994,0.17545357958563357,0.16486486486486493,0.3310810810810811,0.6756756756756757,0.8474712346119758,1.6201124884825
nowcast,expanding,size_class,2,very_small,580,307,FALSE,187.21406896551727,0.866635941603155,60.55441379310345,0.18078715997971143,66.15310344827584,0.43543620283206913,60.50655172413794,0.2504125787913744,0.05465517241379334,0.38448275862068965,0.6603448275862069,1.2890112011601753,3.4666494537441093
nowcast,expanding,size_class,3,continental,78,41,FALSE,32522.95564102564,0.7794864282213643,10861.240256410256,0.13956858618136345,11942.235897435898,0.310513271885705,9719.479487179487,0.329404570154296,-0.09871794871794873,0.3076923076923077,0.6282051282051282,0.8363027285390213,1.3772509756252265
nowcast,expanding,size_class,3,large,173,91,FALSE,7579.309132947979,0.7404636404880769,4865.6825433526,0.1299359653538232,1140.4612716763008,0.38690448975116515,1573.165317919075,0.22362318538308854,0.09768786127167627,0.28901734104046245,0.5953757225433526,1.1110796453956855,2.1635895030740433
nowcast,expanding,size_class,3,medium,425,227,FALSE,2485.191058823529,0.6382359529836376,993.2150588235291,0.11552589151050122,766.4367058823524,0.24673933222582373,725.5392941176475,0.2759707292473127,-0.060941176470588075,0.2847058823529412,0.6164705882352941,0.8452454514329668,1.5491171050026138
nowcast,expanding,size_class,3,small,147,78,FALSE,745.428843537415,0.9257808335659187,250.56489795918367,0.18505327208196698,171.2421768707483,0.5520967590206376,323.62176870748294,0.188630802463314,0.21224489795918372,0.3333333333333333,0.6326530612244898,2.0825130970420833,5.953964049956958
nowcast,expanding,size_class,3,very_small,581,312,FALSE,217.6984165232358,0.9538488936551751,94.54833046471599,0.16739571532821312,67.88984509466437,0.5228934654771482,55.26024096385541,0.26355971284981344,0.13838209982788308,0.3476764199655766,0.6196213425129088,1.2251490376431617,3.5599088872407454
nowcast,expanding,size_class,4,continental,78,41,FALSE,27041.963589743595,0.788954974203662,7835.950769230769,0.13260349674464456,8829.98461538462,0.34352394273613146,10376.028205128203,0.3128275347228861,-0.07435897435897443,0.3333333333333333,0.6410256410256411,0.8411120324414363,1.3424759280320324
nowcast,expanding,size_class,4,large,173,92,FALSE,4879.84265895954,0.7416025155759373,2392.4784971098265,0.13108693933306148,1206.2670520231218,0.36153842554968424,1281.0971098265895,0.24897715069319157,0.09710982658959552,0.31213872832369943,0.5780346820809249,1.4033379858566102,4.896625050419386
nowcast,expanding,size_class,4,medium,425,229,FALSE,2306.0840941176475,0.6794651417996231,789.3904470588236,0.12130104077973819,757.9237647058823,0.26818489744243973,758.7698823529413,0.2899792035774452,-0.04447058823529424,0.32941176470588235,0.6258823529411764,0.8693827043673784,1.5790311658901395
nowcast,expanding,size_class,4,small,146,78,FALSE,772.8290410958904,0.9690096712228029,242.85780821917808,0.16322308426220372,270.5986301369862,0.6277667011802658,259.37260273972606,0.17801988578033337,0.21575342465753425,0.3082191780821918,0.5821917808219178,1.5724105006707465,4.160704105547196
nowcast,expanding,size_class,4,very_small,580,312,FALSE,249.65258620689661,1.0545021750758938,111.94810344827587,0.17297971629887757,74.21586206896552,0.6325762935937623,63.48862068965512,0.24894616518325405,0.20810344827586166,0.2637931034482759,0.5982758620689655,1.3880819451538753,3.7398581175115906
nowcast,expanding,size_class,5,continental,78,41,FALSE,13215.518461538462,0.812013681821806,3565.646666666666,0.14973076795444376,3489.4820512820534,0.3465819005291225,6160.389743589743,0.31570101333823963,-0.09871794871794876,0.3076923076923077,0.6025641025641025,0.8655567913140545,1.328412157280302
nowcast,expanding,size_class,5,large,173,92,FALSE,3238.3579190751448,0.7474717669521752,1206.4561849710985,0.1393029321262926,812.7826589595376,0.3813222221585923,1219.1190751445083,0.2268466126672902,0.062427745664739756,0.2947976878612717,0.6127167630057804,1.2005404637085888,3.351693409852435
nowcast,expanding,size_class,5,medium,425,229,FALSE,2157.5675764705884,0.7709553031002474,586.3704,0.14347807904834808,654.2127058823528,0.31600442707957865,916.9844705882355,0.3114727969723205,1.7241110500061256e-17,0.2964705882352941,0.6164705882352941,0.9998549165879193,1.791642028749852
nowcast,expanding,size_class,5,small,146,78,FALSE,972.1401369863014,0.9740297832480652,228.2264383561644,0.1620358544052322,400.8260273972602,0.629782801667028,343.0876712328768,0.18221112717580484,0.24178082191780828,0.273972602739726,0.541095890410959,2.087107871570884,6.652202904203109
nowcast,expanding,size_class,5,very_small,578,313,FALSE,222.72006920415228,1.0568670921119783,103.52076124567475,0.15944957870106172,69.360553633218,0.6443156612908376,49.838754325259515,0.253101852120079,0.24256055363321782,0.2664359861591695,0.5640138408304498,1.2177502774417173,2.273560038055308
nowcast,expanding,size_class,6,continental,78,41,FALSE,19134.673076923078,0.8360217654354125,4227.014102564102,0.1680694603074911,3442.371794871794,0.36350010950935696,11465.28717948718,0.3044521956185645,-0.07179487179487185,0.32051282051282054,0.7051282051282052,1.0747539382087736,2.101455612728021
nowcast,expanding,size_class,6,large,173,92,FALSE,3587.006936416185,0.7800693118977521,1120.906358381503,0.16463377189442177,935.0531791907515,0.378250822455536,1531.04739884393,0.23718471754779422,0.0867052023121387,0.36416184971098264,0.6589595375722543,1.2276744066913479,2.8394490727105173
nowcast,expanding,size_class,6,medium,429,233,FALSE,3390.3799533799543,0.8372696465863309,1201.0550116550114,0.1773702381849671,683.0223776223775,0.3077822388689502,1506.302564102564,0.35211716953241373,-0.009557109557109658,0.34498834498834496,0.5990675990675991,1.1112883526987196,2.029768015060505
nowcast,expanding,size_class,6,small,147,78,FALSE,1442.4434013605444,0.9936048315175596,401.918231292517,0.2110727725901771,556.3183673469385,0.5778079536311257,484.2068027210882,0.2047241052962569,0.22176870748299327,0.3333333333333333,0.6462585034013606,1.82850934544684,4.625906607677614
nowcast,expanding,size_class,6,very_small,586,320,FALSE,304.3762798634813,1.1809799708952657,140.97457337883958,0.20405532910497873,94.67747440273037,0.6917749354110967,68.72423208191121,0.2851497063791903,0.2551194539249147,0.2764505119453925,0.5836177474402731,1.4536996542087721,3.176705484317976
