iso3,origin_date,horizon,target_date,model,window_type,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,dispersion_log,overprediction_log,underprediction_log,ae_median_log,crps,crps_log,.pred,actual,lead_time,squared_error,season,season_nMonth,region,seasonality_signal,endemicity,size_class,mean_actual_predicted_month,umae_row,urmse_sq_row
PYF,2025-01-01,4,2025-05-01,nowcast,expanding,0,36.8,24.560000000000002,-0.8999999999999999,FALSE,TRUE,112,0.23656051731338673,0,0.23692868913541804,0.7963314167951756,61.36,0.4734892064488047,91,203,4,12544,2025/2026,1,Pacific Islands,weak,endemic,very_small,99.76923076923077,1.1225905936777179,1.2602096410136907
PYF,2025-01-01,5,2025-06-01,nowcast,expanding,1.2,0,6.58,0.5,TRUE,TRUE,6,0.07952688807551427,0.013641650005306616,0,0.06820825002653308,7.780000000000001,0.09316853808082089,90,84,5,36,2025/2026,2,Pacific Islands,weak,endemic,very_small,76.6923076923077,0.07823470411233702,0.006120668927544921
PYF,2025-01-01,6,2025-07-01,nowcast,expanding,50.2,0,8.040000000000001,1,FALSE,FALSE,81,0.09967275756642327,3.761513806630833,0,4.406719247264253,58.24000000000001,3.8611865641972565,81,0,6,6561,2025/2026,3,Pacific Islands,weak,endemic,very_small,73.6923076923077,1.0991649269311063,1.2081635365954646
REU,2025-01-01,1,2025-02-01,nowcast,expanding,35.8,0,6.68,1,FALSE,FALSE,67,0.11219693028445091,3.4316016677535304,0,4.219507705176107,42.480000000000004,3.5437985980379807,67,0,1,4489,2024/2025,4,Sub-Saharan Africa,strong,emerging,very_small,369.0909090909091,0.1815270935960591,0.032952085709432394
REU,2025-01-01,2,2025-03-01,nowcast,expanding,127,0,21.52,1,FALSE,FALSE,253,0.11048643248894414,3.5084733040127007,0,4.446565155811452,148.52,3.618959736501645,255,2,2,64009,2024/2025,5,Sub-Saharan Africa,strong,emerging,very_small,1216.1818181818182,0.20802810584541784,0.04327569282163237
REU,2025-01-01,3,2025-04-01,nowcast,expanding,222.4,0,77.72,1,FALSE,FALSE,410,0.16190749392961518,3.469580047572935,0,4.238925791033209,300.12,3.6314875415025503,415,5,3,168100,2024/2025,6,Sub-Saharan Africa,strong,emerging,very_small,2004.5454545454547,0.20453514739229023,0.04183462651878589
REU,2025-01-01,4,2025-05-01,nowcast,expanding,152.2,0,62.2,1,FALSE,FALSE,235,0.1696414069415041,4.88595018770549,0,5.4638318050256105,214.4,5.055591594646993,235,0,4,55225,2024/2025,7,Sub-Saharan Africa,strong,emerging,very_small,2039.3636363636365,0.11523202424998885,0.013278419412750018
REU,2025-01-01,5,2025-06-01,nowcast,expanding,35.2,0,59.8,1,FALSE,FALSE,74,0.3297939300564304,3.4017521670387003,0,4.31748811353631,95.00000000000003,3.731546097095131,74,0,5,5476,2024/2025,8,Sub-Saharan Africa,strong,emerging,very_small,638.6363636363637,0.11587188612099643,0.013426293993237163
REU,2025-01-01,6,2025-07-01,nowcast,expanding,5.4,0,6.32,1,FALSE,FALSE,11,0.25630886659723073,1.7682028620967785,0,2.4849066497880004,11.720000000000002,2.024511728694009,11,0,6,121,2024/2025,9,Sub-Saharan Africa,strong,emerging,very_small,161.45454545454544,0.06813063063063064,0.004641782830127426
SDN,2025-01-01,1,2025-02-01,nowcast,expanding,0,319.8,39.760000000000005,-0.8999999999999999,FALSE,TRUE,619,0.1529076943111595,0,0.6497459824181935,1.417372064165468,359.56000000000006,0.8026536767293528,197,816,1,383161,2024/2025,10,"Europe, Middle East & North Africa",strong,emerging,large,268.66666666666663,2.3039702233250625,5.308278789968538
SDN,2025-01-01,2,2025-03-01,nowcast,expanding,0,84.2,170.76000000000002,-0.5,TRUE,TRUE,421,0.4168490730778293,0,0.19796496318406084,0.9898248159203042,254.9600000000001,0.6148140362618902,248,669,2,177241,2024/2025,11,"Europe, Middle East & North Africa",strong,emerging,large,230.44444444444449,1.8269045323047248,3.3375801701555456
SDN,2025-01-01,3,2025-04-01,nowcast,expanding,0,305.2,104.7,-0.8999999999999999,FALSE,TRUE,686,0.4048858139228487,0,0.6180904716329815,1.7017727850747706,409.9,1.0229762855558304,152,838,3,470596,2024/2025,12,"Europe, Middle East & North Africa",strong,emerging,large,220.33333333333334,3.113464447806354,9.693660867754124
SDN,2025-01-01,4,2025-05-01,nowcast,expanding,0,491.2,36.36,-0.8999999999999999,FALSE,TRUE,842,0.3382150243390273,0,2.0129183456315185,4.265024544000569,527.5600000000001,2.3511333699705457,11,853,4,708964,2025/2026,1,"Europe, Middle East & North Africa",strong,emerging,large,403.2999999999999,2.0877758492437395,4.358807996685418
SDN,2025-01-01,5,2025-06-01,nowcast,expanding,0,184.8,28.840000000000003,-0.8999999999999999,FALSE,TRUE,326,0.3251327624749029,0,1.5853825123214236,3.5145260669691583,213.64000000000001,1.9105152747963268,9,335,5,106276,2025/2026,2,"Europe, Middle East & North Africa",strong,emerging,large,52.900000000000006,6.162570888468808,37.97727995540323
SDN,2025-01-01,6,2025-07-01,nowcast,expanding,0,378,118.5,-0.8999999999999999,FALSE,TRUE,704,0.377369202954646,0,1.2365137915769675,2.9717630834409947,496.5000000000001,1.6138829945316133,37,741,6,495616,2025/2026,3,"Europe, Middle East & North Africa",strong,emerging,large,135.1,5.210954848260548,27.15405043061011
SEN,2025-01-01,1,2025-02-01,nowcast,expanding,4.2,0,15.719999999999999,0.5,TRUE,TRUE,21,0.11219914457774272,0.02776728897084304,0,0.1388364448542152,19.92,0.13996643354858576,161,140,1,441,2024/2025,10,Sub-Saharan Africa,strong,emerging,medium,123.14285714285714,0.17053364269141533,0.02908172328960331
SEN,2025-01-01,2,2025-03-01,nowcast,expanding,5.6,0,11.52,0.5,TRUE,TRUE,28,0.112525499301432,0.054174990827080015,0,0.2708749541354001,17.119999999999997,0.166700490128512,117,89,2,784,2024/2025,11,Sub-Saharan Africa,strong,emerging,medium,84.28571428571429,0.33220338983050846,0.11035909221488077
SEN,2025-01-01,3,2025-04-01,nowcast,expanding,0,75.8,3.78,-1,FALSE,FALSE,91,0.10748466291959943,0,0.8758513795752194,1.186317869087215,79.58,0.9833360424948188,39,130,3,8281,2024/2025,12,Sub-Saharan Africa,strong,emerging,medium,68.14285714285714,1.3354297693920336,1.7833726689784601
SEN,2025-01-01,4,2025-05-01,nowcast,expanding,0,170,1.56,-1,FALSE,FALSE,190,0.09701770952263575,0,2.1409570787896657,2.8233610476132047,171.56,2.237974788312301,11,201,4,36100,2025/2026,1,Sub-Saharan Africa,strong,emerging,medium,49.75,3.8190954773869348,14.585490265397338
SEN,2025-01-01,5,2025-06-01,nowcast,expanding,0,188,1.98,-1,FALSE,FALSE,212,0.11056143953153244,0,2.0730215968469,2.781477669657028,189.97999999999996,2.1835830363784323,13,225,5,44944,2025/2026,2,Sub-Saharan Africa,strong,emerging,medium,63.125,3.3584158415841583,11.278956965003431
SEN,2025-01-01,6,2025-07-01,nowcast,expanding,0,223,4.220000000000001,-1,FALSE,FALSE,275,0.1104882390967108,0,1.6189709535490657,2.3191143949452564,227.21999999999997,1.7294591926457763,29,304,6,75625,2025/2026,3,Sub-Saharan Africa,strong,emerging,medium,144.5,1.9031141868512111,3.621843608194346
SGP,2025-01-01,1,2025-02-01,nowcast,expanding,194.2,0,133.24,0.9,FALSE,TRUE,523,0.13727692012898596,0.35777763021475123,0,0.8640299852654749,327.44000000000005,0.49505455034373724,903,380,1,273529,2025/2026,1,East & Southeast Asia,weak,endemic,very_small,765.5882352941177,0.6831348444102958,0.46667321564747904
SGP,2025-01-01,2,2025-03-01,nowcast,expanding,304.8,0,30.5,1,FALSE,FALSE,378,0.03460265607309347,0.6103783193327506,0,0.7221347174331978,335.3,0.644980975405844,734,356,2,142884,2025/2026,2,East & Southeast Asia,weak,endemic,very_small,758.1764705882352,0.49856466754596945,0.24856672772522306
SGP,2025-01-01,3,2025-04-01,nowcast,expanding,273.2,0,100.52000000000001,1,FALSE,FALSE,506,0.09453377327549477,0.5138573738494296,0,0.845045607182878,373.72,0.6083911471249245,886,380,3,256036,2025/2026,3,East & Southeast Asia,weak,endemic,very_small,843.4117647058823,0.599944204212582,0.35993304816826827
SGP,2025-01-01,4,2025-05-01,nowcast,expanding,249.2,0,196.34,0.9,FALSE,TRUE,556,0.12862532480717306,0.3425488075411323,0,0.7144936987671162,445.5400000000001,0.47117413234830546,1088,532,4,309136,2025/2026,4,East & Southeast Asia,weak,endemic,very_small,1272.764705882353,0.4368442944955401,0.19083293763330614
SGP,2025-01-01,5,2025-06-01,nowcast,expanding,365.4,0,283.3,0.9,FALSE,TRUE,1043,0.1717380539391289,0.4904720155461494,0,1.1992952147748248,648.7,0.6622100694852783,1492,449,5,1087849,2025/2026,5,East & Southeast Asia,weak,endemic,very_small,1603.8823529411766,0.6502970732780752,0.42288628351403035
SGP,2025-01-01,6,2025-07-01,nowcast,expanding,316,0,175.64000000000001,0.9,FALSE,TRUE,874,0.12350554484459102,0.436807231654832,0,1.0562392588193115,491.64000000000016,0.560312776499423,1339,465,6,763876,2025/2026,6,East & Southeast Asia,weak,endemic,very_small,1579.235294117647,0.5534324133050248,0.30628743609662373
SLB,2025-01-01,1,2025-02-01,nowcast,expanding,0,22.2,1.06,-1,FALSE,FALSE,31,0.16644898229247454,0,1.1587622426462207,2.169053700369523,23.259999999999998,1.3252112249386954,3,34,1,961,2024/2025,11,Pacific Islands,weak,endemic,small,139.81818181818184,0.2217165149544863,0.04915821300356295
SLB,2025-01-01,2,2025-03-01,nowcast,expanding,0,8.2,2.44,-0.8999999999999999,FALSE,TRUE,17,0.24640351811699937,0,0.35480526510146,0.7949298748698879,10.64,0.6012087832184594,13,30,2,289,2024/2025,12,Pacific Islands,weak,endemic,small,103.27272727272728,0.164612676056338,0.02709733311842888
SLB,2025-01-01,3,2025-04-01,nowcast,expanding,360.8,0,1548.94,0.9,FALSE,TRUE,1272,0.5404096469331681,1.6515854482549615,0,3.738437372639699,1909.740000000001,2.1919950951881293,1302,30,3,1617984,2025/2026,1,Pacific Islands,weak,endemic,small,82.75,15.371601208459214,236.2861237119048
SLB,2025-01-01,4,2025-05-01,nowcast,expanding,264.2,0,329.36,1,FALSE,FALSE,427,0.2712536902009049,2.115372690822605,0,2.7551969795279123,593.5600000000002,2.38662638102351,455,28,4,182329,2025/2026,2,Pacific Islands,weak,endemic,small,56.16666666666667,7.602373887240355,57.796088721394035
SLB,2025-01-01,5,2025-06-01,nowcast,expanding,528.2,0,271.82,1,FALSE,FALSE,1765,0.25784571488415026,3.0328182209128123,0,4.844749358050576,800.0200000000001,3.2906639357969625,1778,13,5,3115225,2025/2026,3,Pacific Islands,weak,endemic,small,50.66666666666667,34.83552631578947,1213.5138936980607
SLB,2025-01-01,6,2025-07-01,nowcast,expanding,276.4,0,531.38,1,FALSE,FALSE,620,0.3500583672897369,3.535929659168203,0,4.647590901872043,807.7800000000001,3.88598802645794,625,5,6,384400,2025/2026,4,Pacific Islands,weak,endemic,small,58.16666666666667,10.659025787965616,113.614830748516
SLV,2025-01-01,1,2025-02-01,nowcast,expanding,423,0,219.24,0.9,FALSE,TRUE,951,0.13126877808744455,0.644340305980224,0,1.2944600277069185,642.2400000000001,0.7756090840676686,1309,358,1,904401,2025/2026,1,North & Central America,weak,endemic,very_small,798.1176470588236,1.1915536556603772,1.4198001143176089
SLV,2025-01-01,2,2025-03-01,nowcast,expanding,706.6,0,88.32000000000001,1,FALSE,FALSE,987,0.05498108546568359,0.877014567039806,0,1.0992881927154707,794.92,0.9319956525054897,1479,492,2,974169,2025/2026,2,North & Central America,weak,endemic,very_small,962.7058823529411,1.025235243798118,1.0511073051257869
SLV,2025-01-01,3,2025-04-01,nowcast,expanding,737.2,0,119.32000000000001,1,FALSE,FALSE,1042,0.06996745887870601,1.0586754577876247,0,1.3196483576427545,856.5200000000001,1.1286429166663308,1421,379,3,1085764,2025/2026,3,North & Central America,weak,endemic,very_small,876.7058823529411,1.1885399892646271,1.4126273060811598
SLV,2025-01-01,4,2025-05-01,nowcast,expanding,1050.2,0,240.32,1,FALSE,FALSE,1477,0.0963983752972329,1.2828586741113313,0,1.5618969676651009,1290.52,1.379257049408564,1868,391,4,2181529,2025/2026,4,North & Central America,weak,endemic,very_small,1261.9411764705883,1.1704190556099379,1.369880765734859
SLV,2025-01-01,5,2025-06-01,nowcast,expanding,981,0,326.41999999999996,1,FALSE,FALSE,1707,0.10917841938566844,0.8360100951060943,0,1.3261760940664136,1307.42,0.9451885144917629,2323,616,5,2913849,2025/2026,5,North & Central America,weak,endemic,very_small,1840.235294117647,0.9275987725354814,0.8604394828093318
SLV,2025-01-01,6,2025-07-01,nowcast,expanding,1090.6,0,404.92,0.9,FALSE,TRUE,1991,0.11477299060047441,0.7475004421832538,0,1.3127109653827516,1495.52,0.8622734327837283,2723,732,6,3964081,2025/2026,6,North & Central America,weak,endemic,very_small,2320.2941176470586,0.8580808721003931,0.7363027830645711
SUR,2025-01-01,1,2025-02-01,nowcast,expanding,0,112,4.0200000000000005,-1,FALSE,FALSE,134,0.23694209048826836,0,1.2840084541097077,1.7264543708202882,116.02000000000001,1.520950544597976,28,162,1,17956,2024/2025,11,South America,strong,emerging,medium,71.9090909090909,1.86346396965866,3.4724979662160114
SUR,2025-01-01,2,2025-03-01,nowcast,expanding,0,274.4,1.1800000000000002,-1,FALSE,FALSE,282,0.18477479692995763,0,3.0454082474996538,3.590439381300684,275.58000000000004,3.2301830444296113,7,289,2,79524,2024/2025,12,South America,strong,emerging,medium,52.18181818181818,5.40418118466899,29.205174276730325
SUR,2025-01-01,3,2025-04-01,nowcast,expanding,0,47.2,4.16,-0.8999999999999999,FALSE,TRUE,86,0.2730029045673884,0,0.9728605064492684,2.030170492673053,51.36,1.2458634110166567,12,98,3,7396,2025/2026,1,South America,strong,emerging,medium,26.666666666666664,3.225,10.400625000000002
SUR,2025-01-01,4,2025-05-01,nowcast,expanding,0,164.2,3.06,-1,FALSE,FALSE,195,0.26656490397214594,0,1.9585651163943247,3.0204248861443626,167.26,2.2251300203664703,9,204,4,38025,2025/2026,2,South America,strong,emerging,medium,26.916666666666668,7.2445820433436525,52.4839689827373
SUR,2025-01-01,5,2025-06-01,nowcast,expanding,0,81.8,2.8600000000000003,-1,FALSE,FALSE,111,0.259541407402894,0,1.4931354524106475,2.5902671654458262,84.66,1.7526768598135412,8,119,5,12321,2025/2026,3,South America,strong,emerging,medium,22.416666666666664,4.951672862453532,24.519064136758757
SUR,2025-01-01,6,2025-07-01,nowcast,expanding,0,64,4,-1,FALSE,FALSE,104,0.2959906030629292,0,1.1563629680406007,2.268683541318364,68,1.4523535711035298,11,115,6,10816,2025/2026,4,South America,strong,emerging,medium,27.416666666666664,3.793313069908815,14.389224046341038
SXM,2025-01-01,1,2025-02-01,nowcast,expanding,2.4,0,1.4,0.9,FALSE,TRUE,6,0.1785409729565139,0.9436997742590189,0,1.9459101490553132,3.8000000000000007,1.1222407472155327,6,0,1,36,2024/2025,11,Caribbean,strong,emerging,very_small,4.2,1.4285714285714286,2.0408163265306123
SXM,2025-01-01,2,2025-03-01,nowcast,expanding,1,0,0.9199999999999999,0.9,FALSE,TRUE,3,0.18709714591670315,0.5545177444479562,0,1.3862943611198906,1.9200000000000004,0.7416148903646593,3,0,2,9,2024/2025,12,Caribbean,strong,emerging,very_small,2.4,1.25,1.5625
SXM,2025-01-01,3,2025-04-01,nowcast,expanding,1,0,0.27999999999999997,0.9,FALSE,TRUE,3,0.10150347630467653,0.5545177444479562,0,1.3862943611198906,1.28,0.6560212207526328,3,0,3,9,2025/2026,1,Caribbean,strong,emerging,very_small,2.333333333333333,1.2857142857142858,1.6530612244897964
SXM,2025-01-01,4,2025-05-01,nowcast,expanding,0,1.8,0.3,-1,FALSE,FALSE,3,0.08691775176116015,0,0.308172324166473,0.5596157879354227,2.1,0.3950900759276332,3,6,4,9,2025/2026,2,Caribbean,strong,emerging,very_small,4.333333333333333,0.6923076923076924,0.47928994082840243
SXM,2025-01-01,5,2025-06-01,nowcast,expanding,1.6,0,0.32,0.9,FALSE,TRUE,4,0.09000076535770532,0.7613324979540639,0,1.6094379124341003,1.9200000000000004,0.8513332633117694,4,0,5,16,2025/2026,3,Caribbean,strong,emerging,very_small,3.5,1.1428571428571428,1.3061224489795917
SXM,2025-01-01,6,2025-07-01,nowcast,expanding,1.2,0,0.58,0.9,FALSE,TRUE,4,0.11536641991587544,0.28453240105815303,0,0.8472978603872034,1.78,0.39989882097402846,6,2,6,16,2025/2026,4,Caribbean,strong,emerging,very_small,6.166666666666666,0.6486486486486487,0.4207450693937181
SYC,2025-01-01,1,2025-02-01,nowcast,expanding,0,0,0.12,0,TRUE,TRUE,0,0.08317766166719344,0,0,0,0.12000000000000002,0.08317766166719345,0,0,1,0,2024/2025,8,Sub-Saharan Africa,moderate,emerging,very_small,364,0,0
SYC,2025-01-01,2,2025-03-01,nowcast,expanding,0,0,0.12,0,TRUE,TRUE,0,0.08317766166719344,0,0,0,0.12000000000000002,0.08317766166719345,0,0,2,0,2024/2025,9,Sub-Saharan Africa,moderate,emerging,very_small,330.1666666666667,0,0
SYC,2025-01-01,3,2025-04-01,nowcast,expanding,0,9.2,0.12,-1,FALSE,FALSE,10,0.08317766166719344,0,1.8433775283504144,2.3978952727983707,9.319999999999999,1.9265551900176079,0,10,3,100,2024/2025,10,Sub-Saharan Africa,moderate,emerging,very_small,229.33333333333334,0.0436046511627907,0.001901365603028664
SYC,2025-01-01,4,2025-05-01,nowcast,expanding,0,0.2,0.12,-0.5,TRUE,TRUE,1,0.08317766166719344,0,0.13862943611198905,0.6931471805599453,0.32,0.22180709777918248,0,1,4,1,2024/2025,11,Sub-Saharan Africa,moderate,emerging,very_small,253.16666666666666,0.003949967083607637,1.5602239961583817e-5
SYC,2025-01-01,5,2025-06-01,nowcast,expanding,0,0.2,0.12,-0.5,TRUE,TRUE,1,0.08317766166719344,0,0.13862943611198905,0.6931471805599453,0.32,0.22180709777918248,0,1,5,1,2024/2025,12,Sub-Saharan Africa,moderate,emerging,very_small,226.16666666666666,0.004421518054532056,1.9549821906552937e-5
SYC,2025-01-01,6,2025-07-01,nowcast,expanding,57.6,0,67.3,1,FALSE,FALSE,132,0.2931079884891158,3.826893778296008,0,4.890349128221754,124.90000000000002,4.1200017667851245,132,0,6,17424,2025/2026,1,Sub-Saharan Africa,moderate,emerging,very_small,92.66666666666667,1.4244604316546763,2.0290875213498265
TCA,2025-01-01,1,2025-02-01,nowcast,expanding,6,0,4.42,1,FALSE,FALSE,16,0.22282338085616402,1.6222656006573466,0,2.833213344056216,10.420000000000002,1.8450889815135105,16,0,1,256,2024/2025,10,Caribbean,strong,emerging,very_small,21.88888888888889,0.7309644670050761,0.534309052024015
TCA,2025-01-01,2,2025-03-01,nowcast,expanding,4.4,0,2.3600000000000003,1,FALSE,FALSE,10,0.18477479692995763,1.4735417144748744,0,2.3978952727983707,6.760000000000001,1.658316511404832,10,0,2,100,2024/2025,11,Caribbean,strong,emerging,very_small,17.11111111111111,0.5844155844155844,0.3415415753078091
TCA,2025-01-01,3,2025-04-01,nowcast,expanding,1.2,0,0.18,0.9,FALSE,TRUE,2,0.060956965493860094,0.6591673732008658,0,1.0986122886681098,1.3800000000000001,0.720124338694726,2,0,3,4,2024/2025,12,Caribbean,strong,emerging,very_small,7,0.2857142857142857,0.08163265306122448
TCA,2025-01-01,4,2025-05-01,nowcast,expanding,0.8,0,0.86,0.5,TRUE,TRUE,4,0.1914105827042942,0.21972245773362192,0,1.0986122886681096,1.6600000000000001,0.4111330404379162,5,1,4,16,2025/2026,1,Caribbean,strong,emerging,very_small,5.666666666666666,0.7058823529411765,0.4982698961937717
TCA,2025-01-01,5,2025-06-01,nowcast,expanding,1.2,0,0.74,0.9,FALSE,TRUE,4,0.17657528399876754,0.5991464547107982,0,1.6094379124341003,1.9400000000000002,0.7757217387095657,4,0,5,16,2025/2026,2,Caribbean,strong,emerging,very_small,5.111111111111111,0.782608695652174,0.612476370510397
TCA,2025-01-01,6,2025-07-01,nowcast,expanding,1.4,0,0.8800000000000001,0.9,FALSE,TRUE,5,0.19279044013403324,0.6356107660695891,0,1.791759469228055,2.2800000000000002,0.8284012062036223,5,0,6,25,2025/2026,3,Caribbean,strong,emerging,very_small,6,0.8333333333333334,0.6944444444444444
THA,2025-01-01,1,2025-02-01,nowcast,expanding,141.8,0,562.1800000000001,0.5,TRUE,TRUE,709,0.14827765006569135,0.05436156844756681,0,0.27180784223783405,703.9800000000002,0.20263921851325817,2978,2269,1,502681,2025/2026,1,East & Southeast Asia,moderate,endemic,medium,2635.823529411765,0.26898614117699565,0.07235354414529065
THA,2025-01-01,2,2025-03-01,nowcast,expanding,252.2,0,116.82000000000001,0.9,FALSE,TRUE,765,0.03748808115794201,0.09298587445672055,0,0.271933715483641,369.02000000000004,0.13047395561466257,3212,2447,2,585225,2025/2026,2,East & Southeast Asia,moderate,endemic,medium,2820.9411764705883,0.2711860872466427,0.07354189391614374
THA,2025-01-01,3,2025-04-01,nowcast,expanding,181.8,0,254.28000000000003,0.5,TRUE,TRUE,909,0.08972155589238759,0.06730702238162038,0,0.3365351119081019,436.08000000000004,0.15702857827400798,3180,2271,3,826281,2025/2026,3,East & Southeast Asia,moderate,endemic,medium,2943.5882352941176,0.3088067784416778,0.0953616264115275
THA,2025-01-01,4,2025-05-01,nowcast,expanding,56,0,463.7,0.5,TRUE,TRUE,280,0.08944395100545524,0.011611884321377986,0,0.05805942160688993,519.7000000000002,0.10105583532683324,4963,4683,4,78400,2025/2026,4,East & Southeast Asia,moderate,endemic,medium,5430.117647058823,0.05156426033451773,0.0026588729438459177
THA,2025-01-01,5,2025-06-01,nowcast,expanding,336,0,1189.26,0.5,TRUE,TRUE,1680,0.11454621302388217,0.035319013354020254,0,0.17659506677010128,1525.2600000000004,0.14986522637790245,10377,8697,5,2822400,2025/2026,5,East & Southeast Asia,moderate,endemic,medium,10254.588235294117,0.16382910375843238,0.026839975238291205
THA,2025-01-01,6,2025-07-01,nowcast,expanding,473,0,1843.7,0.5,TRUE,TRUE,2365,0.12338627061270872,0.03898746209376007,0,0.19493731046880036,2316.7000000000007,0.16237373270646882,13352,10987,6,5593225,2025/2026,6,East & Southeast Asia,moderate,endemic,medium,13969.764705882353,0.1692941899733037,0.028660522758717038
TLS,2025-01-01,1,2025-02-01,nowcast,expanding,0,1.8,26.619999999999997,-0.5,TRUE,TRUE,9,0.10539861039055316,0,0.009705408178932017,0.04852704089466009,28.420000000000005,0.1151040185694852,180,189,1,81,2024/2025,6,East & Southeast Asia,strong,emerging,very_small,377.875,0.023817399933840556,5.672685396085082e-4
TLS,2025-01-01,2,2025-03-01,nowcast,expanding,1,0,22.080000000000002,0.5,TRUE,TRUE,5,0.09751185688372672,0.005115368357929917,0,0.025576841789649585,23.080000000000005,0.10262722524165666,197,192,2,25,2024/2025,7,East & Southeast Asia,strong,emerging,very_small,283.8125,0.01761726491962123,3.103680232481168e-4
TLS,2025-01-01,3,2025-04-01,nowcast,expanding,0,3.4,17.78,-0.5,TRUE,TRUE,17,0.13546593432317983,0,0.02757395884462408,0.1378697942231204,21.180000000000007,0.16303989316780393,114,131,3,289,2024/2025,8,East & Southeast Asia,strong,emerging,very_small,162,0.10493827160493827,0.011012040847431794
TLS,2025-01-01,4,2025-05-01,nowcast,expanding,0,12.6,20.1,-0.8999999999999999,FALSE,TRUE,55,0.38479970193018775,0,0.14963657836045846,0.6754476034605439,32.7,0.5344362802906463,56,111,4,3025,2024/2025,9,East & Southeast Asia,strong,emerging,very_small,102.625,0.535931790499391,0.2872228840678831
TLS,2025-01-01,5,2025-06-01,nowcast,expanding,0,13.2,10.64,-0.8999999999999999,FALSE,TRUE,50,0.31060803307228557,0,0.26484065539175966,1.0986122886681096,23.840000000000003,0.5754486884640453,24,74,5,2500,2024/2025,10,East & Southeast Asia,strong,emerging,very_small,54.625,0.9153318077803204,0.8378323183343893
TLS,2025-01-01,6,2025-07-01,nowcast,expanding,0,33.4,4.779999999999999,-0.8999999999999999,FALSE,TRUE,65,0.20361041591618734,0,0.6415646656116544,1.4098248585300843,38.18,0.8451750815278418,20,85,6,4225,2024/2025,11,East & Southeast Asia,strong,emerging,very_small,45.375,1.4325068870523416,2.0520759814523903
TON,2025-01-01,1,2025-02-01,nowcast,expanding,0,249,0,-1,FALSE,FALSE,249,0,0,5.521460917862246,5.521460917862246,249,5.521460917862245,0,249,1,62001,2024/2025,10,Pacific Islands,moderate,emerging,very_small,106.5,2.3380281690140845,5.466375719103352
TON,2025-01-01,2,2025-03-01,nowcast,expanding,0,603,0,-1,FALSE,FALSE,603,0,0,6.403574197934814,6.403574197934815,603,6.403574197934814,0,603,2,363609,2024/2025,11,Pacific Islands,moderate,emerging,very_small,180.33333333333331,3.3438077634011094,11.18105035858153
TON,2025-01-01,3,2025-04-01,nowcast,expanding,0,433,0,-1,FALSE,FALSE,433,0,0,6.073044534100406,6.073044534100405,433,6.073044534100406,0,433,3,187489,2024/2025,12,Pacific Islands,moderate,emerging,very_small,107.83333333333334,4.015455950540958,16.12388649073479
TON,2025-01-01,4,2025-05-01,nowcast,expanding,0,163.6,124.88000000000002,-0.8999999999999999,FALSE,TRUE,548,0.7725449123305322,0,0.8219320388796725,3.562465529258278,288.4800000000001,1.5944769512102046,15,563,4,300304,2025/2026,1,Pacific Islands,moderate,emerging,very_small,94.57142857142857,5.794561933534744,33.5769480015699
TON,2025-01-01,5,2025-06-01,nowcast,expanding,0,37,190.78000000000003,-0.5,TRUE,TRUE,185,0.8233341562360644,0,0.44040877275443363,2.202043863772168,227.78000000000011,1.263742928990498,22,207,5,34225,2025/2026,2,Pacific Islands,moderate,emerging,very_small,74.71428571428571,2.4760994263862335,6.131068369350235
TON,2025-01-01,6,2025-07-01,nowcast,expanding,0,19.8,82.8,-0.5,TRUE,TRUE,99,0.72342401280253,0,0.46051701859880917,2.302585092994046,102.60000000000005,1.1839410314013392,10,109,6,9801,2025/2026,3,Pacific Islands,moderate,emerging,very_small,49.714285714285715,1.9913793103448276,3.965591557669441
TTO,2025-01-01,1,2025-02-01,nowcast,expanding,15.4,0,13.34,1,FALSE,FALSE,25,0.23200748805068477,2.744062754346131,0,3.258096538021482,28.74000000000001,2.976070242396816,25,0,1,625,2024/2025,11,Caribbean,strong,emerging,very_small,15.583333333333332,1.6042780748663104,2.5737081414967546
TTO,2025-01-01,2,2025-03-01,nowcast,expanding,2,0,4.720000000000001,0.9,FALSE,TRUE,6,0.3120288458300024,0.8286269452783065,0,1.9459101490553132,6.7200000000000015,1.1406557911083088,6,0,2,36,2024/2025,12,Caribbean,strong,emerging,very_small,10.333333333333332,0.5806451612903226,0.3371488033298648
TTO,2025-01-01,3,2025-04-01,nowcast,expanding,1.4,0,0.72,0.9,FALSE,TRUE,3,0.13113556712316082,0.716703787691222,0,1.3862943611198906,2.12,0.847839354814383,3,0,3,9,2025/2026,1,Caribbean,strong,emerging,very_small,7.538461538461537,0.39795918367346944,0.1583715118700542
TTO,2025-01-01,4,2025-05-01,nowcast,expanding,0,1,0.48,-1,FALSE,FALSE,1,0.0705343997882543,0,0.10536051565782634,0.10536051565782634,1.48,0.17589491544608066,8,9,4,1,2025/2026,2,Caribbean,strong,emerging,very_small,8.538461538461538,0.11711711711711711,0.013716419121824528
TTO,2025-01-01,5,2025-06-01,nowcast,expanding,0,10.4,0.58,-1,FALSE,FALSE,12,0.05708008227450582,0,0.578074351579233,0.6931471805599454,10.98,0.6351544338537389,11,23,5,144,2025/2026,3,Caribbean,strong,emerging,very_small,17,0.7058823529411765,0.4982698961937716
