"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_calendar","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"Pacific Islands","Tuvalu","Estimates","Unobserved",2025,11,8,255,284,346,11,0.03,232,0.74
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,11,9,NA,NA,NA,2330,0.2,9551,0.92
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,9,7,NA,NA,NA,2914,0.24,4503,0.48
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,12,10,NA,NA,NA,499,0.08,10051,0.99
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,7,5,NA,NA,NA,203,0.04,269,0.11
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,10,8,NA,NA,NA,2718,0.23,7221,0.71
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,5,3,NA,NA,NA,9,0.02,14,0.02
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,2,12,NA,NA,NA,6,0,10117,1
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,3,1,NA,NA,NA,1,0,1,0
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,4,2,NA,NA,NA,4,0,5,0
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,8,6,NA,NA,NA,1320,0.13,1589,0.24
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,1,11,NA,NA,NA,61,0.01,10111,1
"East & Southeast Asia","Taiwan",NA,"Unobserved",NA,6,4,NA,NA,NA,52,0.05,65,0.07
"North & Central America","United States","Estimates","Unobserved",2025,10,8,1157,1886,1910,94,0.13,417,0.61
"North & Central America","United States Of America","Estimates","Unobserved",2025,10,8,1185,1914,1942,87,0.14,365,0.61
"North & Central America","United States Of America","PAHO","Observed",2024,7,5,259,1074,1026,57,0.1,142,0.25
"North & Central America","United States","PAHO","Observed",2025,8,6,120,600,327,82,0.12,243,0.37
"North & Central America","United States","PAHO","Observed",2025,1,11,78,78,84,28,0.05,606,0.93
"North & Central America","United States Of America","Estimates","Unobserved",2025,11,9,1059,2973,1448,67,0.12,432,0.73
"North & Central America","United States Of America","PAHO","Observed",2024,2,12,144,193,144,29,0.07,557,1
"North & Central America","United States Of America","PAHO","Observed",2024,5,3,130,679,1151,21,0.04,63,0.11
"North & Central America","United States Of America","PAHO","Observed",2025,6,4,79,401,522,23,0.04,85,0.15
"North & Central America","United States Of America","PAHO","Observed",2025,9,7,129,729,272,70,0.11,278,0.47
"North & Central America","United States","Estimates","Unobserved",2025,11,9,1099,2985,1502,83,0.13,500,0.73
"North & Central America","United States Of America","PAHO","Observed",2025,1,11,78,78,84,29,0.05,528,0.93
"North & Central America","United States Of America","PAHO","Observed",2024,12,10,321,3071,365,68,0.15,500,0.88
"North & Central America","United States","PAHO","Observed",2025,9,7,129,729,273,79,0.11,322,0.47
"North & Central America","United States","PAHO","Observed",2025,7,5,79,480,314,60,0.09,161,0.25
"North & Central America","United States Of America","PAHO","Observed",2025,4,2,62,276,830,15,0.03,41,0.07
"North & Central America","United States Of America","PAHO","Observed",2025,8,6,120,600,333,66,0.11,209,0.36
"North & Central America","United States Of America","PAHO","Observed",2024,11,9,314,2750,429,67,0.12,432,0.73
"North & Central America","United States","PAHO","Observed",2025,6,4,79,401,501,28,0.04,101,0.16
"North & Central America","United States","PAHO","Observed",2024,5,3,130,679,1131,23,0.04,73,0.11
"North & Central America","United States Of America","PAHO","Observed",2025,5,3,46,322,407,21,0.04,63,0.11
"North & Central America","United States Of America","PAHO","Observed",2024,9,7,653,2084,1377,70,0.11,278,0.47
"North & Central America","United States Of America","PAHO","Observed",2025,7,5,79,480,313,57,0.1,142,0.25
"North & Central America","United States","PAHO","Observed",2025,5,3,46,322,400,23,0.04,73,0.11
"North & Central America","United States Of America","PAHO","Observed",2024,10,8,352,2436,577,87,0.14,365,0.61
"North & Central America","United States Of America","PAHO","Observed",2024,1,11,49,49,53,29,0.05,528,0.93
"North & Central America","United States","PAHO","Observed",2024,2,12,144,193,144,33,0.07,639,1
"North & Central America","United States","PAHO","Observed",2024,10,8,352,2436,581,94,0.13,417,0.61
"North & Central America","United States","PAHO","Observed",2025,3,1,71,214,1620,30,0.04,30,0.04
"North & Central America","United States","PAHO","Observed",2025,4,2,62,276,808,20,0.03,50,0.08
"North & Central America","United States","PAHO","Observed",2024,8,6,357,1431,974,82,0.12,243,0.37
"North & Central America","United States Of America","PAHO","Observed",2024,3,1,116,309,2531,27,0.05,27,0.05
"North & Central America","United States Of America","PAHO","Observed",2024,8,6,357,1431,989,66,0.11,209,0.36
"North & Central America","United States Of America","PAHO","Observed",2025,3,1,71,214,1549,27,0.05,27,0.05
"North & Central America","United States","PAHO","Observed",2024,3,1,116,309,2646,30,0.04,30,0.04
"North & Central America","United States","PAHO","Observed",2024,12,10,321,3071,364,78,0.15,578,0.88
"North & Central America","United States","PAHO","Observed",2024,7,5,259,1074,1030,60,0.09,161,0.25
"North & Central America","United States","PAHO","Observed",2024,11,9,314,2750,429,83,0.13,500,0.73
"North & Central America","United States","PAHO","Observed",2024,1,11,49,49,53,28,0.05,606,0.93
"North & Central America","United States","PAHO","Observed",2024,4,2,240,549,3126,20,0.03,50,0.08
"North & Central America","United States Of America","PAHO","Observed",2024,4,2,240,549,3213,15,0.03,41,0.07
"North & Central America","United States","PAHO","Observed",2024,9,7,653,2084,1380,79,0.11,322,0.47
"North & Central America","United States Of America",NA,"Unobserved",2025,12,10,NA,NA,NA,68,0.15,500,0.88
"North & Central America","United States Of America","PAHO","Observed",2025,2,12,65,143,65,29,0.07,557,1
"North & Central America","United States",NA,"Unobserved",2025,12,10,NA,NA,NA,78,0.15,578,0.88
"North & Central America","United States","PAHO","Observed",2025,2,12,65,143,65,33,0.07,639,1
"North & Central America","United States Of America","PAHO","Observed",2024,6,4,136,815,899,23,0.04,85,0.15
"North & Central America","United States","PAHO","Observed",2024,6,4,136,815,862,28,0.04,101,0.16
"Caribbean","Saint Vincent And The Grenadines",NA,"Unobserved",2024,1,10,NA,NA,NA,65,0.22,234,0.87
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2024,8,5,27,NA,96,15,0.06,73,0.28
"Caribbean","Saint Vincent And The Grenadines",NA,"Unobserved",2025,12,9,NA,NA,NA,43,0.15,170,0.66
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2025,6,3,2,5,11,18,0.06,47,0.18
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2024,10,7,46,NA,106,20,0.08,107,0.43
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2025,9,6,0,5,0,14,0.07,87,0.35
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2024,9,6,846,NA,2430,14,0.07,87,0.35
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2025,2,11,2,2,2,24,0.08,258,0.95
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2025,4,1,1,3,21,12,0.05,12,0.05
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2024,7,4,30,NA,134,11,0.04,58,0.22
"Caribbean","Saint Vincent And The Grenadines",NA,"Unobserved",2024,11,8,NA,NA,NA,19,0.07,126,0.5
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2025,1,10,0,0,0,65,0.22,234,0.87
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2025,10,7,2,7,5,20,0.08,107,0.43
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2024,5,2,9,NA,76,17,0.07,29,0.12
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2025,7,4,0,5,0,11,0.04,58,0.22
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2025,3,12,0,2,0,16,0.05,274,1
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2024,12,9,4,NA,6,43,0.15,170,0.66
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2025,8,5,0,5,0,15,0.06,73,0.28
"Caribbean","Saint Vincent And The Grenadines","Estimates","Unobserved",2025,11,8,610,617,1215,19,0.07,126,0.5
"Caribbean","Saint Vincent And The Grenadines","PAHO","Observed",2024,6,3,7,NA,39,18,0.06,47,0.18
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2025,5,2,0,3,0,17,0.07,29,0.12
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2024,4,1,0,NA,0,12,0.05,12,0.05
"Caribbean","Saint Vincent And The Grenadines",NA,"Unobserved",2024,2,11,NA,NA,NA,24,0.08,258,0.95
"Caribbean","Saint Vincent And The Grenadines","WHO","Observed",2024,3,12,2,NA,2,16,0.05,274,1
"South America","Venezuela",NA,"Unobserved",NA,2,11,NA,NA,NA,4483,0.09,55644,0.92
"South America","Venezuela",NA,"Unobserved",NA,10,7,NA,NA,NA,7166,0.09,32507,0.52
"South America","Venezuela",NA,"Unobserved",NA,4,1,NA,NA,NA,3189,0.08,3189,0.08
"South America","Venezuela",NA,"Unobserved",NA,3,12,NA,NA,NA,3449,0.08,59093,1
"South America","Venezuela",NA,"Unobserved",NA,8,5,NA,NA,NA,4366,0.06,19946,0.36
"South America","Venezuela",NA,"Unobserved",NA,6,3,NA,NA,NA,3825,0.05,11499,0.24
"South America","Venezuela",NA,"Unobserved",NA,7,4,NA,NA,NA,4082,0.06,15581,0.3
"South America","Venezuela",NA,"Unobserved",NA,5,2,NA,NA,NA,4485,0.11,7674,0.19
"South America","Venezuela",NA,"Unobserved",NA,11,8,NA,NA,NA,6497,0.09,39004,0.61
"South America","Venezuela",NA,"Unobserved",NA,1,10,NA,NA,NA,6545,0.14,51160,0.82
"South America","Venezuela",NA,"Unobserved",NA,12,9,NA,NA,NA,5612,0.08,44616,0.68
"South America","Venezuela",NA,"Unobserved",NA,9,6,NA,NA,NA,5395,0.07,25341,0.43
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,7,4,1,56,5,12,0.05,47,0.19
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2025,12,9,NA,NA,NA,13,0.06,157,0.68
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,2,11,NA,NA,NA,10,0.07,188,0.91
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,8,5,9,NA,28,29,0.13,76,0.32
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,7,4,1,55,5,12,0.05,47,0.19
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,6,3,NA,NA,NA,8,0.03,35,0.15
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,6,3,4,NA,28,8,0.03,35,0.15
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2024,8,5,9,NA,28,29,0.13,76,0.32
"Caribbean","Virgin Islands (Uk)","Estimates","Unobserved",2025,10,7,1344,2546,2438,33,0.15,128,0.55
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,8,5,0,1193,0,29,0.13,76,0.32
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2024,7,4,12,NA,63,12,0.05,47,0.19
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,4,1,4,50,144,7,0.03,7,0.03
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,1,10,NA,NA,NA,21,0.16,178,0.84
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,4,1,NA,NA,NA,7,0.03,7,0.03
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,2,11,4,26,4,10,0.07,188,0.91
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2025,12,9,NA,NA,NA,13,0.06,157,0.68
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,5,2,NA,NA,NA,20,0.09,27,0.11
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2024,10,7,8,NA,15,33,0.15,128,0.55
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,7,4,12,NA,63,12,0.05,47,0.19
"Caribbean","Virgin Islands (Uk)","Estimates","Unobserved",2025,8,5,1137,1193,3538,29,0.13,76,0.32
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,12,9,NA,NA,NA,13,0.06,157,0.68
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,2,11,NA,NA,NA,10,0.07,188,0.91
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,5,2,1,51,9,20,0.09,27,0.11
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,6,3,1,54,7,8,0.03,35,0.15
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2024,11,8,52,NA,84,17,0.07,145,0.62
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,2,11,4,30,4,10,0.07,188,0.91
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,9,6,1,1202,3,18,0.08,94,0.4
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,11,8,52,NA,84,17,0.07,145,0.62
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,3,12,NA,NA,NA,12,0.09,200,1
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,3,12,NA,NA,NA,12,0.09,200,1
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,12,9,NA,NA,NA,13,0.06,157,0.68
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,4,1,5,46,181,7,0.03,7,0.03
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,3,12,6,36,6,12,0.09,200,1
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,6,3,1,53,7,8,0.03,35,0.15
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2024,9,6,49,NA,123,18,0.08,94,0.4
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,4,1,5,NA,181,7,0.03,7,0.03
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,5,2,NA,NA,NA,20,0.09,27,0.11
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,3,12,5,41,5,12,0.09,200,1
"Caribbean","Virgin Islands (Uk)",NA,"Unobserved",2024,1,10,NA,NA,NA,21,0.16,178,0.84
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,9,6,8,1201,20,18,0.08,94,0.4
"Caribbean","Virgin Islands (Uk)","PAHO","Observed",2025,1,10,11,22,13,21,0.16,178,0.84
"Caribbean","Virgin Islands (Uk)","Estimates","Unobserved",2025,11,8,589,5068,952,17,0.07,145,0.62
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,5,2,1,52,9,20,0.09,27,0.11
"Caribbean","Virgin Islands (Uk)","Estimates","Unobserved",2025,10,7,1344,3890,2438,33,0.15,128,0.55
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2025,1,10,11,11,13,21,0.16,178,0.84
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,9,6,0,NA,0,18,0.08,94,0.4
"Caribbean","Virgin Islands (Uk)","WHO","Observed",2024,10,7,57,NA,103,33,0.15,128,0.55
"Caribbean","Virgin Islands (Uk)","Estimates","Unobserved",2025,11,8,589,4479,952,17,0.07,145,0.62
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,5,3,3503,19299,36215,5497,0.04,13982,0.1
"East & Southeast Asia","Viet Nam","Estimates","Unobserved",2025,11,9,1091,34263,1385,17471,0.13,112965,0.79
"East & Southeast Asia","Viet Nam","Estimates","Unobserved",2025,8,6,1080,30810,2759,17716,0.12,56574,0.39
"East & Southeast Asia","Viet Nam","WHO","Observed",2025,1,11,8655,8655,9016,8949,0.07,135520,0.96
"East & Southeast Asia","Viet Nam","Estimates","Unobserved",2025,10,8,1220,33172,1842,19961,0.14,95494,0.66
"East & Southeast Asia","Viet Nam","WHO","Observed",2025,2,12,4923,13578,4923,4867,0.04,140387,1
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,7,5,8642,33186,32301,15664,0.11,38858,0.27
"East & Southeast Asia","Viet Nam","Estimates","Unobserved",2025,9,7,1142,31952,2186,18959,0.13,75533,0.52
"East & Southeast Asia","Viet Nam","WHO","Observed",2025,4,2,2654,19135,45786,4092,0.03,8485,0.06
"East & Southeast Asia","Viet Nam",NA,"Unobserved",2025,12,10,NA,NA,NA,13605,0.1,126571,0.89
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,3,1,2732,13149,92739,4393,0.03,4393,0.03
"East & Southeast Asia","Viet Nam","Estimates","Unobserved",2025,7,5,943,29730,3525,15664,0.11,38858,0.27
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,12,10,12652,108433,14280,13605,0.1,126571,0.89
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,9,7,13370,62577,25591,18959,0.13,75533,0.52
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,11,9,15175,95781,19267,17471,0.13,112965,0.79
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,8,6,16021,49207,40923,17716,0.12,56574,0.39
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,2,12,4324,10417,4324,4867,0.04,140387,1
"East & Southeast Asia","Viet Nam","WHO","Observed",2025,3,1,2903,16481,98543,4393,0.03,4393,0.03
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,4,2,2647,15796,45666,4092,0.03,8485,0.06
"East & Southeast Asia","Viet Nam","WHO","Observed",2025,5,3,4792,23927,49542,5497,0.04,13982,0.1
"East & Southeast Asia","Viet Nam","WHO","Observed",2025,6,4,4860,28787,30496,9213,0.06,23194,0.16
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,6,4,5245,24544,32912,9213,0.06,23194,0.16
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,1,11,6093,6093,6347,8949,0.07,135520,0.96
"East & Southeast Asia","Viet Nam","WHO","Observed",2024,10,8,18029,80606,27216,19961,0.14,95494,0.66
"Pacific Islands","Vanuatu",NA,"Unobserved",2024,12,1,NA,NA,NA,16,0.1,16,0.1
"Pacific Islands","Vanuatu","WHO","Observed",2024,8,9,13,135,17,107,0.09,191,0.75
"Pacific Islands","Vanuatu","WHO","Observed",2024,1,2,12,12,78,5,0.05,21,0.15
"Pacific Islands","Vanuatu","WHO","Observed",2025,10,11,0,86,0,217,0.1,605,0.96
"Pacific Islands","Vanuatu","WHO","Observed",2024,6,7,12,113,20,5,0.03,73,0.61
"Pacific Islands","Vanuatu","WHO","Observed",2025,8,9,0,86,0,107,0.09,191,0.75
"Pacific Islands","Vanuatu","WHO","Observed",2025,9,10,0,86,0,197,0.11,388,0.86
"Pacific Islands","Vanuatu","WHO","Observed",2025,7,8,1,86,2,11,0.05,84,0.66
"Pacific Islands","Vanuatu","WHO","Observed",2025,6,7,0,85,0,5,0.03,73,0.61
"Pacific Islands","Vanuatu",NA,"Unobserved",2024,11,12,NA,NA,NA,51,0.04,656,1
"Pacific Islands","Vanuatu","WHO","Observed",2024,5,6,25,101,44,9,0.06,68,0.57
"Pacific Islands","Vanuatu","WHO","Observed",2024,3,4,21,48,50,11,0.11,46,0.42
"Pacific Islands","Vanuatu","WHO","Observed",2025,3,4,0,84,0,11,0.11,46,0.42
"Pacific Islands","Vanuatu","WHO","Observed",2024,2,3,15,27,49,14,0.15,35,0.31
"Pacific Islands","Vanuatu","WHO","Observed",2024,4,5,28,76,55,13,0.09,59,0.51
"Pacific Islands","Vanuatu","WHO","Observed",2024,9,10,3,138,3,197,0.11,388,0.86
"Pacific Islands","Vanuatu","WHO","Observed",2025,2,3,10,84,33,14,0.15,35,0.31
"Pacific Islands","Vanuatu","Estimates","Unobserved",2025,11,12,323,409,323,51,0.04,656,1
"Pacific Islands","Vanuatu","WHO","Observed",2025,1,2,74,74,481,5,0.05,21,0.15
"Pacific Islands","Vanuatu","WHO","Observed",2025,4,5,1,85,2,13,0.09,59,0.51
"Pacific Islands","Vanuatu",NA,"Unobserved",2025,12,1,NA,NA,NA,16,0.1,16,0.1
"Pacific Islands","Vanuatu","WHO","Observed",2024,7,8,9,122,14,11,0.05,84,0.66
"Pacific Islands","Vanuatu","WHO","Observed",2025,5,6,0,85,0,9,0.06,68,0.57
"Pacific Islands","Vanuatu",NA,"Unobserved",2024,10,11,NA,NA,NA,217,0.1,605,0.96
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,1,8,7,7,9,15,0.09,350,0.75
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,7,2,3,19,33,8,0.04,17,0.09
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,8,3,6,78,30,86,0.11,102,0.2
"Pacific Islands","Wallis And Futuna",NA,"Unobserved",2025,12,7,NA,NA,NA,40,0.1,336,0.67
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,3,10,8,48,9,9,0.06,369,0.87
"Pacific Islands","Wallis And Futuna",NA,"Unobserved",2024,11,6,NA,NA,NA,72,0.13,295,0.57
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,5,12,5,65,5,9,0.06,388,1
"Pacific Islands","Wallis And Futuna","Estimates","Unobserved",2025,11,6,1117,1141,1958,72,0.13,295,0.57
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,9,4,2,23,6,56,0.11,159,0.32
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,5,12,1,15,1,9,0.06,388,1
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,9,4,0,78,0,56,0.11,159,0.32
"Pacific Islands","Wallis And Futuna",NA,"Unobserved",2024,12,7,NA,NA,NA,40,0.1,336,0.67
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,2,9,4,11,5,9,0.06,360,0.81
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,4,11,1,14,1,10,0.07,379,0.94
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,2,9,16,40,20,9,0.06,360,0.81
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,10,5,1,24,2,65,0.13,224,0.44
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,4,11,12,60,13,10,0.07,379,0.94
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,8,3,2,21,10,86,0.11,102,0.2
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,6,1,6,71,108,9,0.06,9,0.06
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,7,2,1,72,11,8,0.04,17,0.09
"Pacific Islands","Wallis And Futuna","WHO","Observed",2024,1,8,24,24,32,15,0.09,350,0.75
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,6,1,1,16,18,9,0.06,9,0.06
"Pacific Islands","Wallis And Futuna","WHO","Observed",2025,3,10,2,13,2,9,0.06,369,0.87
"Pacific Islands","Wallis And Futuna",NA,"Unobserved",2024,10,5,NA,NA,NA,65,0.13,224,0.44
"Pacific Islands","Samoa","WHO","Observed",2025,5,8,227,272,296,538,0.07,3642,0.77
"Pacific Islands","Samoa","WHO","Observed",2025,10,1,1241,15516,8717,746,0.14,746,0.14
"Pacific Islands","Samoa","WHO","Observed",2024,4,7,164,280,234,767,0.09,3104,0.7
"Pacific Islands","Samoa","WHO","Observed",2025,6,9,569,841,693,392,0.06,4035,0.82
"Pacific Islands","Samoa","WHO","Observed",2025,7,10,5099,5940,5781,560,0.06,4595,0.88
"Pacific Islands","Samoa","WHO","Observed",2024,8,11,6,473,6,459,0.04,5054,0.93
"Pacific Islands","Samoa","WHO","Observed",2024,2,5,31,43,56,214,0.05,2015,0.56
"Pacific Islands","Samoa","WHO","Observed",2025,2,5,1,5,2,214,0.05,2015,0.56
"Pacific Islands","Samoa","Estimates","Unobserved",2025,11,2,1366,16882,4568,491,0.16,1237,0.3
"Pacific Islands","Samoa","WHO","Observed",2025,9,12,2410,14275,2410,851,0.07,5905,1
"Pacific Islands","Samoa","WHO","Observed",2024,7,10,35,467,40,560,0.06,4595,0.88
"Pacific Islands","Samoa",NA,"Unobserved",2025,12,3,NA,NA,NA,366,0.15,1603,0.45
"Pacific Islands","Samoa","WHO","Observed",2025,1,4,4,4,8,198,0.06,1801,0.51
"Pacific Islands","Samoa",NA,"Unobserved",2024,12,3,NA,NA,NA,366,0.15,1603,0.45
"Pacific Islands","Samoa",NA,"Unobserved",2024,10,1,NA,NA,NA,746,0.14,746,0.14
"Pacific Islands","Samoa","WHO","Observed",2025,3,6,0,5,0,322,0.05,2337,0.61
