"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","date","Year","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"421","Aruba","ABW",7,4,1.31953337784693,77.9999999999999,78,482.25,0.225860170814376,0.0453636750210492,2025-07-01,2025,2,"PAHO","Observed",9,12,75,"Observed",7.44920646324567,"Aruba","Latin America & Caribbean"
"422","Cuba","CUB",8,4,0.359255638758342,191.25,191.25,929.625,0.260915554391709,0.0406678898040197,2025-08-01,2025,1205,"PAHO","Unobserved",4618,9925,8801,"Estimates",99.9983697264531,"Cuba","Latin America & Caribbean"
"423","Paraguay","PRY",8,4,1.30123229299521,3588.00000000002,3588,9433.33333333333,0.22009365492305,0.0808251532119367,2025-08-01,2025,894,"PAHO","Observed",4062,23426,31289,"Observed",66.9102751289416,"Paraguay","Latin America & Caribbean"
"424","Argentina","ARG",9,4,1.09361054625563,58.3333333333333,58.3333333333333,114.333333333333,0.0535171100780005,0.0263302788208862,2025-09-01,2025,1,"PAHO","Observed",19,22548,5944,"Observed",26.9369604164144,"Argentina","Latin America & Caribbean"
"425","Bolivia","BOL",9,4,1.58925465709076,2774.54545454546,2774.54545454545,6116.90909090909,0.123921385324735,0.0536561384399368,2025-09-01,2025,2259,"PAHO","Observed",18229,32831,15237,"Observed",99.9862269537021,"Bolivia","Latin America & Caribbean"
"426","French Guiana","GUF",9,4,0.268806168358034,163.375,163.375,483.125,0.221555777629987,0.0762348681534698,2025-09-01,2025,13,"PAHO","Observed",59,4977,4307,"Observed",58.1377783483891,"French Guiana","Latin America & Caribbean"
"427","Timor-Leste","TLS",9,4,0.306935762614608,48.5,48.5,96.2142857142857,0.0753145900158949,0.0371671072812017,2025-09-01,2025,0,"SEARO","Observed",0,942,338,"Observed",21.1009088421279,"Timor-Leste","East Asia & Pacific"
"428","Indonesia","IDN",10,4,3.32804246250493,14325,14325,34863.6428571429,0.306422119189518,0.126259093316726,2025-10-01,2025,0,"SEARO","Observed",0,56279,55872,"Observed",8.05140245904869e-11,"Indonesia","East Asia & Pacific"
"429","Guyana","GUY",1,5,0.821233532562815,442.142857142856,442.142857142857,2537,0.420508090142179,0.0690661156064518,2024-01-01,2024,3049,"PAHO","Observed",7251,3049,32191,"Observed",99.9999221812825,"Guyana","Latin America & Caribbean"
"430","Cambodia","KHM",2,5,1.17861809280401,1360.5,1360.5,3274.21428571429,0.22291217603729,0.0630311813612875,2024-02-01,2024,1594,"WHO","Observed",7151,3580,9113,"Observed",99.6858866961187,"Cambodia","East Asia & Pacific"
"431","Colombia","COL",2,5,3.04575825868367,6484.66666666664,6484.66666666667,37419.6666666667,0.478067739248216,0.0748689081300691,2024-02-01,2024,27691,"PAHO","Observed",57923,55340,117101,"Observed",99.9999999316075,"Colombia","Latin America & Caribbean"
"432","Malaysia","MYS",2,5,3.13986261412175,5819.92307692308,5819.92307692308,30654.1538461538,0.410339167489925,0.0732429026494803,2024-02-01,2024,13954,"WHO","Observed",34006,32381,57970,"Observed",99.9997310889055,"Malaysia","East Asia & Pacific"
"433","Maldives","MDV",2,5,1.65778043085142,135.545454545455,135.545454545455,519.818181818182,0.384011533867578,0.0825815022174396,2024-02-01,2024,120,"SEARO","Observed",312,258,639,"Observed",93.1179848105694,"Maldives","South Asia"
"434","Sri Lanka","LKA",2,5,2.14404203776206,4489.88888888888,4489.88888888889,21529.6666666667,0.349930883412586,0.0635979260658628,2024-02-01,2024,6047,"SEARO","Observed",17281,16799,31807,"Observed",99.6887181774869,"Sri Lanka","South Asia"
"435","Bahamas","BHS",3,5,0.224115285053451,51.8333333333333,51.8333333333333,296.166666666667,0.422989304025502,0.023147257619331,2024-03-01,2024,78,"WHO","Unobserved",184,78,8768,"Estimates",91.7932698329385,"Bahamas","Latin America & Caribbean"
"436","British Virgin Islands","VGB",3,5,0.679056555399105,23.3333333333333,23.3333333333333,143,0.518724252767243,0.0478429191593468,2024-03-01,2024,254,"WHO","Unobserved",490,3703,6700,"Estimates",99.9999758831394,"British Virgin Islands","Latin America & Caribbean"
"437","Nicaragua","NIC",3,5,1.28519771847674,6062.49999999999,6062.5,21270.8333333333,0.237596228207304,0.0655848317561961,2024-03-01,2024,4172,"PAHO","Observed",17559,20300,43678,"Observed",95.8324961604006,"Nicaragua","Latin America & Caribbean"
"438","Pakistan","PAK",3,5,0.616766924249432,352.384615384614,352.384615384615,1282.84615384615,0.133298573585767,0.025966017167976,2024-03-01,2024,282,"WHO","Observed",2116,998,19827,"Observed",99.0516023154151,"Pakistan","South Asia"
"439","Singapore","SGP",3,5,1.1986055437877,1866.78571428572,1866.78571428571,6193.5,0.460566081646587,0.113558129831195,2024-03-01,2024,1367,"WHO","Observed",2968,5166,6853,"Observed",80.1414638506075,"Singapore","East Asia & Pacific"
"440","Solomon Islands","SLB",3,5,421080.362799052,31.375,31.375,590.625,0.417128631518162,0.0512094798850411,2024-03-01,2024,6,"WHO","Observed",14,18,99,"Observed",0.0422536160854046,"Solomon Islands","East Asia & Pacific"
"441","Bangladesh","BGD",4,5,0.76777876793385,484.444444444445,484.444444444445,827.222222222222,0.218380312953686,0.11816917849175,2024-04-01,2024,504,"SEARO","Observed",2308,2209,13825,"Observed",98.4892347699594,"Bangladesh","South Asia"
"442","Barbados","BRB",4,5,3.64094077619056,71.25,71.25,454,0.36951459541052,0.0556581889571602,2024-04-01,2024,51,"PAHO","Observed",138,1024,1139,"Observed",94.0880038398151,"Barbados","Latin America & Caribbean"
"443","Belize","BLZ",4,5,1.80673817631631,376.846153846153,376.846153846154,1356.23076923077,0.333062346917268,0.0829013625299089,2024-04-01,2024,53,"PAHO","Observed",159,237,436,"Observed",22.8362895115533,"Belize","Latin America & Caribbean"
"444","China","CHN",4,5,2495911.13608657,433,433,648.375,0.0744786507565896,0.0360549057250442,2024-04-01,2024,58,"WHO","Observed",779,165,745,"Observed",100,"China","East Asia & Pacific"
"445","Cook Islands","COK",4,5,1.60571762359688,10,10,99.3333333333333,0.453880316457004,0.0412111916713144,2024-04-01,2024,0,"WHO","Observed",0,0,1,"Observed",4.17526480048336,"Cook Islands","East Asia & Pacific"
"446","Costa Rica","CRI",4,5,1.70042417507235,3289.16666666667,3289.16666666667,9028.5,0.34731446949969,0.114898427296833,2024-04-01,2024,1116,"PAHO","Observed",3213,7203,9429,"Observed",59.0336849069319,"Costa Rica","Latin America & Caribbean"
"447","Dominican Republic","DOM",4,5,1.88216656916027,715.333333333333,715.333333333333,2095.5,0.264857594675681,0.0744267487891025,2024-04-01,2024,918,"PAHO","Observed",3466,7016,7821,"Observed",99.9111227285102,"Dominican Republic","Latin America & Caribbean"
"448","El Salvador","SLV",4,5,1.58373866557534,2299.42857142857,2299.42857142857,8117.71428571429,0.435219095608801,0.102085711991914,2024-04-01,2024,605,"PAHO","Observed",1390,2056,3720,"Observed",37.9336200426566,"El Salvador","Latin America & Caribbean"
"449","French Polynesia","PYF",4,5,0.634136726887177,50,50,378.888888888889,0.467687132836414,0.047432566650633,2024-04-01,2024,7,"WHO","Observed",15,43,637,"Observed",37.1421840252154,"French Polynesia","East Asia & Pacific"
"450","Guatemala","GTM",4,5,1.49446879369559,1479.85714285715,1479.85714285714,4370.28571428571,0.354725384388352,0.0895624396370137,2024-04-01,2024,7774,"PAHO","Observed",21916,24368,42101,"Observed",99.9999998684051,"Guatemala","Latin America & Caribbean"
"451","Honduras","HND",4,5,1.99216821869681,2700.83333333334,2700.83333333333,9899.5,0.447008301980194,0.10014103355219,2024-04-01,2024,7656,"PAHO","Observed",17127,18219,24597,"Observed",99.9956138880401,"Honduras","Latin America & Caribbean"
"452","India","IND",4,5,1.78901889384242,9917.30769230772,9917.30769230769,29484,0.250926712214144,0.0815087501462055,2024-04-01,2024,3342,"SEARO","Observed",13319,19447,48829,"Observed",74.5517493486795,"India","South Asia"
"453","Jamaica","JAM",4,5,0.869374204508276,97,97,477.5,0.372674126767183,0.053526373259513,2024-04-01,2024,224,"PAHO","Observed",601,1234,1475,"Observed",99.6659461157357,"Jamaica","Latin America & Caribbean"
"454","Kenya","KEN",4,5,0.242212013534304,139,139,385.75,0.619782040833069,0.180942048684124,2024-04-01,2024,0,"WHO","Observed",0,0,2232,"Observed",21.4584192456017,"Kenya","Sub-Saharan Africa"
"455","Kiribati","KIR",4,5,0.385545013354031,70.2499999999999,70.25,506.75,0.539648299019422,0.0383974733047321,2024-04-01,2024,0,"WHO","Observed",0,0,5,"Observed",13.413175348781,"Kiribati","East Asia & Pacific"
"456","Nepal","NPL",4,5,1.47204991412253,18.4,18.4,42.4,0.140175045824026,0.0536149544488965,2024-04-01,2024,463,"SEARO","Observed",3303,1744,3353,"Observed",100,"Nepal","South Asia"
"457","Palau","PLW",4,5,1.14029302513939,71,71,283,0.436005040181283,0.101451688024681,2024-04-01,2024,0,"WHO","Observed",0,2,2,"Observed",0.883381255011419,"Palau","East Asia & Pacific"
"458","Samoa","WSM",4,5,0.252974166861838,704.666666666665,704.666666666667,2845.16666666667,0.619929634351609,0.0773821148751552,2024-04-01,2024,164,"WHO","Observed",265,280,285,"Observed",59.777224398599,"Samoa","East Asia & Pacific"
"459","Sudan","SDN",4,5,0.144654231327913,405.5,405.5,1093.5,0.224607637979473,0.0173129553659158,2024-04-01,2024,317,"WHO","Observed",1411,1745,4999,"Observed",91.4414535561681,"Sudan","Sub-Saharan Africa"
"460","Tonga","TON",4,5,0.798594680175444,20,20,131.666666666667,0.624415622128093,0.0616444911160142,2024-04-01,2024,0,"WHO","Observed",0,0,852,"Observed",7.40326779081129,"Tonga","East Asia & Pacific"
"461","Vanuatu","VUT",4,5,1.03508218980528,14.4,14.4,81.4,0.479356843349061,0.0681668465769277,2024-04-01,2024,28,"WHO","Observed",58,76,160,"Observed",98.2062102340697,"Vanuatu","East Asia & Pacific"
"462","Bhutan","BTN",5,5,0.811808350719122,144.7,144.7,399.9,0.400113997121123,0.156542194277492,2024-05-01,2024,0,"SEARO","Observed",0,0,3,"Observed",1.4812718020144,"Bhutan","South Asia"
"463","Burkina Faso","BFA",5,5,0.228104509764284,860.499999999999,860.5,1083,0.123622481369484,0.034329078736859,2024-05-01,2024,2708,"WHO","Observed",21905,19806,30747,"Observed",99.9826464458057,"Burkina Faso","Sub-Saharan Africa"
"464","Cameroon","CMR",5,5,10.1764667457753,23,23,115.5,0.264263093916693,0.0531725681025526,2024-05-01,2024,0,"WHO","Observed",0,57,117,"Observed",0.000598549782163657,"Cameroon","Sub-Saharan Africa"
"465","Curaçao","CUW",5,5,6.98584757560149,41.5,41.5,294.25,0.270348432113743,0.0408198235464077,2024-05-01,2024,50,"WHO","Unobserved",185,346,512,"Estimates",99.9999813212312,"Curaçao","Latin America & Caribbean"
"466","Ethiopia","ETH",5,5,0.105629308554089,560.599999999999,560.6,2850.8,0.112452027262866,0.0219341387354623,2024-05-01,2024,819,"WHO","Observed",7283,1770,3649,"Observed",98.5485666071515,"Ethiopia","Sub-Saharan Africa"
"467","Grenada","GRD",5,5,0.606986529456844,72.7500000000001,72.75,202.75,0.445189155700515,0.171272673061161,2024-05-01,2024,26,"PAHO","Observed",58,164,236,"Observed",60.8296274107104,"Grenada","Latin America & Caribbean"
"468","Guadeloupe","GLP",5,5,0.267398181626316,352.857142857143,352.857142857143,3167,0.280719767081365,0.0214824214123537,2024-05-01,2024,290,"PAHO","Observed",1033,3685,7845,"Observed",89.756329028835,"Guadeloupe","Latin America & Caribbean"
"469","Mexico","MEX",5,5,2.11350130576694,13184.1111111112,13184.1111111111,34427.1111111111,0.28374297349065,0.0993144996457323,2024-05-01,2024,16998,"PAHO","Observed",59906,81185,115619,"Observed",99.9110822182245,"Mexico","Latin America & Caribbean"
"470","Panama","PAN",5,5,1.68249583475901,777.363636363637,777.363636363636,3251.63636363636,0.371441026115953,0.0957074689084381,2024-05-01,2024,1183,"PAHO","Observed",3185,6875,12957,"Observed",99.539922766097,"Panama","Latin America & Caribbean"
"471","Puerto Rico","PRI",5,5,0.638515637828573,562.875,562.875,2351.875,0.306880768548387,0.0618836018560624,2024-05-01,2024,384,"PAHO","Observed",1251,1457,3030,"Observed",87.105601001728,"Puerto Rico","Latin America & Caribbean"
"472","Suriname","SUR",5,5,2.19103425676295,30,30,138.8,0.407773767561442,0.0890660256605114,2024-05-01,2024,2,"PAHO","Observed",5,95,108,"Observed",5.63602633839264,"Suriname","Latin America & Caribbean"
