"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","date","Year","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"275","Dominican Republic","DOM",2,3,2.73364165273955,287,287,997.666666666667,0.145141147545419,0.0367936811748472,2025-02-01,2025,166,"PAHO","Observed",1144,367,5618,"Observed",99.9116877396313,"Dominican Republic","Latin America & Caribbean"
"276","El Salvador","SLV",2,3,2.62117796390615,1431.42857142857,1431.42857142857,4045.85714285714,0.248179728426941,0.0742598549262816,2025-02-01,2025,358,"PAHO","Observed",1443,769,2144,"Observed",58.7409203011918,"El Salvador","Latin America & Caribbean"
"277","French Polynesia","PYF",2,3,1.02736498824037,54.5555555555556,54.5555555555556,265.333333333333,0.359066867089155,0.0574862328076784,2025-02-01,2025,131,"WHO","Observed",365,354,379,"Observed",99.8837516976018,"French Polynesia","East Asia & Pacific"
"278","Guatemala","GTM",2,3,3.47571538041217,656.285714285715,656.285714285714,1930.14285714286,0.190049025538193,0.0548536928332712,2025-02-01,2025,3501,"PAHO","Observed",18422,7843,24633,"Observed",100,"Guatemala","Latin America & Caribbean"
"279","Honduras","HND",2,3,2.91495681728672,1397.5,1397.5,4889.66666666667,0.253691037818007,0.057636699471642,2025-02-01,2025,1274,"PAHO","Observed",5022,2708,11177,"Observed",99.8348470112365,"Honduras","Latin America & Caribbean"
"280","India","IND",2,3,1.69983392084419,3659.23076923077,3659.23076923077,13845.7692307692,0.122288458274544,0.0299243553322713,2025-02-01,2025,3806,"SEARO","Observed",31123,8506,36373,"Observed",99.999605639662,"India","South Asia"
"281","Jamaica","JAM",2,3,0.985291990783672,69.75,69.75,298.25,0.276061857827799,0.0415215086176003,2025-02-01,2025,38,"PAHO","Observed",138,84,905,"Observed",86.104123290166,"Jamaica","Latin America & Caribbean"
"282","Kenya","KEN",2,3,578582.028200215,56.25,56.25,106.75,0.272470191104204,0.0348109225533119,2025-02-01,2025,673,"WHO","Observed",2470,1528,2232,"Observed",100,"Kenya","Sub-Saharan Africa"
"283","Kiribati","KIR",2,3,0.160924919837423,187.25,187.25,246.25,0.393270052622593,0.111882610253519,2025-02-01,2025,0,"WHO","Observed",0,0,0,"Observed",32.1052887797782,"Kiribati","East Asia & Pacific"
"284","Nepal","NPL",2,3,3.07047259662292,4.4,4.4,16.8,0.0654972985234595,0.0124307671799911,2025-02-01,2025,252,"SEARO","Observed",3847,511,2262,"Observed",100,"Nepal","South Asia"
"285","Palau","PLW",2,3,0.7129764135468,22,22,135.6,0.250495286063612,0.0254538815668062,2025-02-01,2025,0,"WHO","Observed",0,0,2,"Observed",8.47724331848138,"Palau","East Asia & Pacific"
"286","Samoa","WSM",2,3,0.270148265315624,468.666666666667,468.666666666667,1428.5,0.455314398614463,0.0669204205793862,2025-02-01,2025,1,"WHO","Observed",2,5,48,"Observed",19.2142588378184,"Samoa","East Asia & Pacific"
"287","Sudan","SDN",2,3,0.140466982098112,252.75,252.75,485.25,0.198895175383888,0.00958165211334553,2025-02-01,2025,811,"WHO","Observed",4078,1523,3531,"Observed",99.4051689530565,"Sudan","Sub-Saharan Africa"
"288","Tonga","TON",2,3,372331.864846221,17.3333333333333,17.3333333333333,81.3333333333333,0.475014617640542,0.0484920887756186,2025-02-01,2025,249,"WHO","Observed",524,249,249,"Observed",100,"Tonga","East Asia & Pacific"
"289","Vanuatu","VUT",2,3,3.17988339936094,10.8,10.8,58,0.347377372753846,0.0735492917933036,2025-02-01,2025,10,"WHO","Observed",29,84,111,"Observed",98.2933362353739,"Vanuatu","East Asia & Pacific"
"290","Bhutan","BTN",3,3,0.694152075641986,61,61,177.1,0.164943837968346,0.0571811671926947,2025-03-01,2025,1,"SEARO","Observed",6,3,3,"Observed",18.0932377149805,"Bhutan","South Asia"
"291","Burkina Faso","BFA",3,3,472169.688630376,15.3333333333333,15.3333333333333,134.5,0.0773622877202463,0.00622404133121739,2025-03-01,2025,2130,"WHO","Observed",27533,8915,23609,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"292","Cameroon","CMR",3,3,23.8145581724765,13,13,75,0.171365561142902,0.0304839596657634,2025-03-01,2025,60,"WHO","Observed",350,60,117,"Observed",100,"Cameroon","Sub-Saharan Africa"
"293","Curaçao","CUW",3,3,2.65784633309343,31.75,31.75,219.75,0.19982399065253,0.0274720321526216,2025-03-01,2025,24,"WHO","Unobserved",120,144,406,"Estimates",99.8062933664187,"Curaçao","Latin America & Caribbean"
"294","Ethiopia","ETH",3,3,0.0996153946213611,845.599999999999,845.6,2005,0.0781556006117413,0.0292595839420247,2025-03-01,2025,140,"WHO","Observed",1791,254,1077,"Observed",88.3786929487293,"Ethiopia","Sub-Saharan Africa"
"295","Grenada","GRD",3,3,0.412443199558113,30.875,30.875,80.875,0.179796554779339,0.0444966711375171,2025-03-01,2025,24,"PAHO","Observed",133,56,164,"Observed",95.4676443485543,"Grenada","Latin America & Caribbean"
"296","Guadeloupe","GLP",3,3,0.429377536151181,324.428571428571,324.428571428571,2648,0.248161991701018,0.0351579998438963,2025-03-01,2025,970,"PAHO","Observed",3909,4160,7120,"Observed",99.9016309150177,"Guadeloupe","Latin America & Caribbean"
"297","Mexico","MEX",3,3,5.81691902768346,5583.33333333333,5583.33333333333,12473.3333333333,0.112669874066767,0.0506939940480094,2025-03-01,2025,8693,"PAHO","Observed",77155,28228,75615,"Observed",100,"Mexico","Latin America & Caribbean"
"298","Panama","PAN",3,3,1.18542890668844,538.181818181819,538.181818181818,1610.54545454545,0.185523742222569,0.0650722160378739,2025-03-01,2025,1347,"PAHO","Observed",7261,5184,9844,"Observed",99.999978920731,"Panama","Latin America & Caribbean"
"299","Puerto Rico","PRI",3,3,0.911377786597468,339.875,339.875,1358.875,0.184636044886663,0.0541140302886316,2025-03-01,2025,329,"PAHO","Observed",1782,1380,2112,"Observed",99.3171790471821,"Puerto Rico","Latin America & Caribbean"
"300","Suriname","SUR",3,3,2.0920435507233,16.4,16.4,85,0.254561465987631,0.0466133150522167,2025-03-01,2025,12,"WHO","Unobserved",47,12,94,"Estimates",97.6953287161183,"Suriname","Latin America & Caribbean"
"301","Marshall Islands","MHL",4,3,0.41423360217423,57,57,108,0.0397726101831648,0.0213636128240918,2025-04-01,2025,0,"WHO","Observed",0,0,0,"Observed",12.9659737738047,"Marshall Islands","East Asia & Pacific"
"302","Martinique","MTQ",4,3,0.200851530452643,201.6,201.6,562.8,0.143464780417113,0.0138560301369834,2025-04-01,2025,100,"PAHO","Observed",697,775,4137,"Observed",91.4046339015315,"Martinique","Latin America & Caribbean"
"303","Senegal","SEN",4,3,2.89292612307436,3,3,6,0.0442083061476004,0.0221041530738002,2025-04-01,2025,130,"WHO","Observed",2941,451,471,"Observed",100,"Senegal","Sub-Saharan Africa"
"304","Aruba","ABW",6,3,1.32986211670723,199.25,199.25,404.25,0.180496495793327,0.0893132445872423,2025-06-01,2025,4,"PAHO","Observed",22,10,49,"Observed",6.41467957524416,"Aruba","Latin America & Caribbean"
"305","Cuba","CUB",7,3,0.297051346438577,199.75,199.75,738.375,0.220247664587689,0.0413480994482241,2025-07-01,2025,3945,"WHO","Observed",17912,8720,6453,"Observed",99.9999999999912,"Cuba","Latin America & Caribbean"
"306","Paraguay","PRY",7,3,2.39056130038294,1777.16666666667,1777.16666666667,5845.33333333333,0.139268501711114,0.0486558819082117,2025-07-01,2025,876,"PAHO","Observed",6290,22532,29050,"Observed",99.6077652249378,"Paraguay","Latin America & Caribbean"
"307","Argentina","ARG",8,3,1.09489133007376,25.3333333333333,25.3333333333333,56,0.0271868312571142,0.0119707198054023,2025-08-01,2025,670,"PAHO","Observed",24644,22547,5912,"Observed",100,"Argentina","Latin America & Caribbean"
"308","Australia","AUS",8,3,788952.607574964,79.0769230769229,79.0769230769231,227.076923076923,0.186060455723158,0.0662088264630284,2025-08-01,2025,114,"WHO","Observed",613,1437,998,"Observed",100,"Australia","East Asia & Pacific"
"309","Bolivia","BOL",8,3,2.44246372447833,1541.81818181818,1541.81818181818,3342.36363636364,0.0702652468847978,0.0339927772867607,2025-08-01,2025,1392,"PAHO","Observed",19811,30572,11339,"Observed",99.999999999717,"Bolivia","Latin America & Caribbean"
"310","French Guiana","GUF",8,3,0.149697332533432,228.25,228.25,319.75,0.145320909476517,0.0797901481568239,2025-08-01,2025,18,"PAHO","Observed",124,4964,1535,"Observed",72.8874284479455,"French Guiana","Latin America & Caribbean"
"311","Timor-Leste","TLS",8,3,0.406160238344135,17.7142857142857,17.7142857142857,47.7142857142857,0.0381474827346931,0.0143655116940625,2025-08-01,2025,56,"SEARO","Observed",1468,942,310,"Observed",100,"Timor-Leste","East Asia & Pacific"
"312","Indonesia","IDN",9,3,6.93559482732627,7330.14285714285,7330.14285714286,20538.6428571429,0.180163025872792,0.0637240317417598,2025-09-01,2025,0,"SEARO","Observed",0,56279,44902,"Observed",1.05612033172858e-19,"Indonesia","East Asia & Pacific"
"313","Peru","PER",9,3,1.60796967184703,3460.25,3460.25,14126.125,0.151762731531401,0.0450746163445184,2025-09-01,2025,3299,"PAHO","Observed",21738,35703,12351,"Observed",99.9801724897031,"Peru","Latin America & Caribbean"
"314","Maldives","MDV",12,3,2.04058051021235,94.0000000000003,94,252.090909090909,0.212793680879733,0.0797567786861403,2025-12-01,2025,0,"SEARO","Observed",0,616,309,"Observed",0.0386116938525554,"Maldives","South Asia"
"315","Sri Lanka","LKA",12,3,1.42017632547358,3887.66666666666,3887.66666666667,11146.4444444444,0.18762196207833,0.0615992365212717,2025-12-01,2025,0,"SEARO","Observed",0,36637,10066,"Observed",0.00131261164079336,"Sri Lanka","South Asia"
"316","Cambodia","KHM",1,4,0.575883000588683,612.857142857142,612.857142857143,1913.71428571429,0.159880994676002,0.0337817750369212,2024-01-01,2024,1986,"WHO","Observed",12422,1986,6758,"Observed",99.9998111006104,"Cambodia","East Asia & Pacific"
"317","Colombia","COL",1,4,6.012381315356,6016.49999999999,6016.5,30935,0.403198831118147,0.0721204918524098,2024-01-01,2024,27649,"PAHO","Observed",68574,27649,69616,"Observed",100,"Colombia","Latin America & Caribbean"
"318","Malaysia","MYS",1,4,2.25752839828888,8364.84615384612,8364.84615384615,24834.2307692308,0.337096264840445,0.101910657702779,2024-01-01,2024,18427,"WHO","Observed",54664,18427,37340,"Observed",99.9988948864041,"Malaysia","East Asia & Pacific"
"319","Maldives","MDV",1,4,4.34935069473526,132.181818181818,132.181818181818,384.272727272727,0.301430031650138,0.0886363507704054,2024-01-01,2024,138,"SEARO","Observed",458,138,447,"Observed",99.9620512714176,"Maldives","South Asia"
"320","Sri Lanka","LKA",1,4,3.03529974793929,5893.33333333333,5893.33333333333,17039.7777777778,0.286332957346723,0.0987109952683936,2024-01-01,2024,10752,"SEARO","Observed",37551,10752,20818,"Observed",99.9999106907901,"Sri Lanka","South Asia"
"321","Bahamas","BHS",2,4,0.221622029253825,51.3333333333334,51.3333333333333,244.333333333333,0.399842046406171,0.0220346164214001,2024-02-01,2024,0,"WHO","Observed",0,0,3523,"Observed",29.8879800697959,"Bahamas","Latin America & Caribbean"
"322","British Virgin Islands","VGB",2,4,0.61413376535853,30,30,119.666666666667,0.470881333607896,0.0595230998420345,2024-02-01,2024,639,"WHO","Unobserved",1357,3449,6442,"Estimates",99.9999999999789,"British Virgin Islands","Latin America & Caribbean"
"323","Nicaragua","NIC",2,4,1.24971646602224,3857.66666666667,3857.66666666667,15208.3333333333,0.172011396451108,0.0428709978400889,2024-02-01,2024,6598,"PAHO","Observed",38358,16128,36839,"Observed",99.9991525225928,"Nicaragua","Latin America & Caribbean"
"324","Pakistan","PAK",2,4,2107582.83419823,365.384615384616,365.384615384615,930.461538461538,0.107332556417791,0.0276186945726764,2024-02-01,2024,374,"WHO","Observed",3484,716,17049,"Observed",100,"Pakistan","South Asia"
"325","Singapore","SGP",2,4,1.16800834200074,1528.42857142857,1528.42857142857,4326.71428571429,0.347007951815393,0.0939299133861574,2024-02-01,2024,2261,"WHO","Observed",6516,3799,5106,"Observed",98.9990107677982,"Singapore","East Asia & Pacific"
"326","Solomon Islands","SLB",2,4,0.889217412971928,30.625,30.625,559.25,0.365919151633121,0.048535752135521,2024-02-01,2024,7,"WHO","Observed",19,12,59,"Observed",49.1414564332176,"Solomon Islands","East Asia & Pacific"
"327","Bangladesh","BGD",3,4,0.876728422406851,108.333333333333,108.333333333333,342.777777777778,0.100211134461936,0.031110291126345,2024-03-01,2024,311,"SEARO","Observed",3103,1705,12985,"Observed",99.9999999991617,"Bangladesh","South Asia"
"328","Barbados","BRB",3,4,3.18342434773276,74.2500000000001,74.25,382.75,0.31385640645336,0.0605237361165573,2024-03-01,2024,214,"PAHO","Observed",682,973,1033,"Observed",99.9999999767064,"Barbados","Latin America & Caribbean"
"329","Belize","BLZ",3,4,1.94159594433043,286.538461538462,286.538461538462,979.384615384615,0.250160984387359,0.0636048879397877,2024-03-01,2024,39,"PAHO","Observed",156,184,293,"Observed",30.4552241454987,"Belize","Latin America & Caribbean"
"330","China","CHN",3,4,0.114308876957876,128.25,128.25,215.375,0.0384237450315454,0.00910810991509093,2024-03-01,2024,38,"WHO","Observed",989,107,649,"Observed",96.616097458657,"China","East Asia & Pacific"
"331","Cook Islands","COK",3,4,1.65083972097773,16.6666666666667,16.6666666666667,89.3333333333333,0.412669124785689,0.0683651442853897,2024-03-01,2024,0,"WHO","Observed",0,0,1,"Observed",1.88194088405419,"Cook Islands","East Asia & Pacific"
"332","Costa Rica","CRI",3,4,1.56544554730236,2094.66666666666,2094.66666666667,5739.33333333333,0.232416042202857,0.0762958424991351,2024-03-01,2024,961,"PAHO","Observed",4135,6087,7955,"Observed",88.7354690944661,"Costa Rica","Latin America & Caribbean"
"333","Dominican Republic","DOM",3,4,2.40233221756344,382.5,382.5,1380.16666666667,0.190430845886579,0.0452896983411601,2024-03-01,2024,1046,"PAHO","Observed",5493,6098,6664,"Observed",99.9999999999863,"Dominican Republic","Latin America & Caribbean"
"334","El Salvador","SLV",3,4,2.20084918300496,1772.42857142858,1772.42857142857,5818.28571428571,0.333133383616887,0.0849536551899466,2024-03-01,2024,479,"PAHO","Observed",1438,1451,2623,"Observed",47.2504449650795,"El Salvador","Latin America & Caribbean"
"335","French Polynesia","PYF",3,4,0.643052025268343,63.5555555555555,63.5555555555556,328.888888888889,0.420254566185781,0.0611876990966261,2024-03-01,2024,11,"WHO","Observed",26,36,390,"Observed",43.2591086993278,"French Polynesia","East Asia & Pacific"
"336","Guatemala","GTM",3,4,2.68942771155049,960.285714285716,960.285714285714,2890.42857142857,0.265162944751338,0.0751139192131456,2024-03-01,2024,4188,"PAHO","Observed",15794,16594,28821,"Observed",100,"Guatemala","Latin America & Caribbean"
"337","Honduras","HND",3,4,2.68579856733675,2309,2309,7198.66666666667,0.346867268428004,0.0931762306099966,2024-03-01,2024,3630,"PAHO","Observed",10465,10563,14807,"Observed",99.9736768830071,"Honduras","Latin America & Caribbean"
"338","India","IND",3,4,1.80929132733471,5720.92307692308,5720.92307692308,19566.6923076923,0.169417962067939,0.0471295037933949,2024-03-01,2024,5597,"SEARO","Observed",33037,16105,41970,"Observed",99.977655517284,"India","South Asia"
"339","Jamaica","JAM",3,4,0.800659203196895,82.25,82.25,380.5,0.31914775350767,0.0430858956798708,2024-03-01,2024,309,"PAHO","Observed",968,1010,1214,"Observed",99.9954740341436,"Jamaica","Latin America & Caribbean"
"340","Kenya","KEN",3,4,0.413760856336025,140,140,246.75,0.438839992148946,0.166369801044742,2024-03-01,2024,0,"WHO","Observed",0,0,2232,"Observed",8.97246638067668,"Kenya","Sub-Saharan Africa"
"341","Kiribati","KIR",3,4,0.156151572509443,190.25,190.25,436.5,0.50125082571469,0.107980773092097,2024-03-01,2024,0,"WHO","Observed",0,0,0,"Observed",32.9681993185276,"Kiribati","East Asia & Pacific"
"342","Nepal","NPL",3,4,1.91402122749853,7.2,7.2,24,0.0865600913751295,0.02106279285167,2024-03-01,2024,374,"SEARO","Observed",4321,1281,2636,"Observed",100,"Nepal","South Asia"
"343","Palau","PLW",3,4,0.729991280334092,76.3999999999999,76.4,212,0.334553352156602,0.0840580660929904,2024-03-01,2024,0,"WHO","Observed",0,2,2,"Observed",3.33093802768649,"Palau","East Asia & Pacific"
"344","Samoa","WSM",3,4,0.252532117239286,712.000000000002,712,2140.5,0.542547519476454,0.0872331208619906,2024-03-01,2024,73,"WHO","Observed",135,116,121,"Observed",50.8090165159217,"Samoa","East Asia & Pacific"
"345","Sudan","SDN",3,4,0.145928834661307,202.75,202.75,688,0.207294682613557,0.00839950722966859,2024-03-01,2024,488,"WHO","Observed",2354,1428,4019,"Observed",98.6673957272881,"Sudan","Sub-Saharan Africa"
"346","Tonga","TON",3,4,0.678172867450122,30.3333333333333,30.3333333333333,111.666666666667,0.562771131012078,0.0877565133715359,2024-03-01,2024,0,"WHO","Observed",0,0,249,"Observed",7.48357831096671,"Tonga","East Asia & Pacific"
"347","Vanuatu","VUT",3,4,1.12390759916461,9,9,67,0.411189996772133,0.0638126240182871,2024-03-01,2024,21,"WHO","Observed",51,48,132,"Observed",99.7045168749586,"Vanuatu","East Asia & Pacific"
"348","Bhutan","BTN",4,4,0.753796344565249,78.0999999999999,78.1,255.2,0.243571802843631,0.0786279648752849,2024-04-01,2024,0,"SEARO","Observed",0,0,3,"Observed",3.00370022400592,"Bhutan","South Asia"
"349","Burkina Faso","BFA",4,4,0.405423118019199,87.9999999999998,88,222.5,0.0892934026326251,0.0119311149123788,2024-04-01,2024,2404,"WHO","Observed",26922,17098,26013,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"350","Cameroon","CMR",4,4,8.70036823043989,17.5,17.5,92.5,0.21109052581414,0.0397249646712385,2024-04-01,2024,0,"WHO","Observed",0,57,117,"Observed",0.00683166842611768,"Cameroon","Sub-Saharan Africa"
"351","Curaçao","CUW",4,4,3.52501729948035,33,33,252.75,0.229528608567335,0.0297046179148056,2024-04-01,2024,34,"WHO","Unobserved",148,296,440,"Estimates",99.991973616223,"Curaçao","Latin America & Caribbean"
"352","Ethiopia","ETH",4,4,0.113594240714781,285.2,285.2,2290.2,0.0905178885274038,0.0123622879156625,2024-04-01,2024,128,"WHO","Observed",1414,951,1205,"Observed",94.0918963386534,"Ethiopia","Sub-Saharan Africa"
"353","Grenada","GRD",4,4,0.509382959523803,49.125,49.125,130,0.273916482639354,0.0941199278600158,2024-04-01,2024,30,"PAHO","Observed",110,138,194,"Observed",86.6213021928332,"Grenada","Latin America & Caribbean"
"354","Guadeloupe","GLP",4,4,0.316312324733264,166.142857142857,166.142857142857,2814.14285714286,0.259237345669011,0.0110753539679938,2024-04-01,2024,435,"PAHO","Observed",1678,3395,7555,"Observed",99.4414574504616,"Guadeloupe","Latin America & Caribbean"
"355","Mexico","MEX",4,4,3.10168977066108,8769.66666666669,8769.66666666667,21243,0.184428473844917,0.0717585997781506,2024-04-01,2024,16800,"PAHO","Observed",91092,64187,92415,"Observed",99.9999999992667,"Mexico","Latin America & Caribbean"
