date,country,iso3,cases,Month,Year,Month.Year
2021-05-01,Sri Lanka,LKA,1257,5,2021,5-2021
2021-06-01,Sri Lanka,LKA,2663,6,2021,6-2021
2021-07-01,Sri Lanka,LKA,3759,7,2021,7-2021
2021-09-01,Sri Lanka,LKA,1623,9,2021,9-2021
2021-10-01,Sri Lanka,LKA,2794,10,2021,10-2021
2021-11-01,Sri Lanka,LKA,4058,11,2021,11-2021
2021-12-01,Sri Lanka,LKA,9894,12,2021,12-2021
2022-01-01,Sri Lanka,LKA,7090,1,2022,1-2022
2022-02-01,Sri Lanka,LKA,3056,2,2022,2-2022
2022-03-01,Sri Lanka,LKA,3474,3,2022,3-2022
2022-04-01,Sri Lanka,LKA,3785,4,2022,4-2022
2022-05-01,Sri Lanka,LKA,5695,5,2022,5-2022
2022-06-01,Sri Lanka,LKA,13254,6,2022,6-2022
2022-07-01,Sri Lanka,LKA,10082,7,2022,7-2022
2022-08-01,Sri Lanka,LKA,6295,8,2022,8-2022
2022-09-01,Sri Lanka,LKA,5434,9,2022,9-2022
2022-10-01,Sri Lanka,LKA,4270,10,2022,10-2022
2022-11-01,Sri Lanka,LKA,4887,11,2022,11-2022
2022-12-01,Sri Lanka,LKA,8933,12,2022,12-2022
2023-01-01,Sri Lanka,LKA,8148,1,2023,1-2023
2023-02-01,Sri Lanka,LKA,6828,2,2023,2-2023
2023-03-01,Sri Lanka,LKA,7330,3,2023,3-2023
2023-04-01,Sri Lanka,LKA,7190,4,2023,4-2023
2023-05-01,Sri Lanka,LKA,8513,5,2023,5-2023
2023-06-01,Sri Lanka,LKA,11539,6,2023,6-2023
2023-07-01,Sri Lanka,LKA,6679,7,2023,7-2023
2023-08-01,Sri Lanka,LKA,5718,8,2023,8-2023
2023-09-01,Sri Lanka,LKA,2397,9,2023,9-2023
2023-10-01,Sri Lanka,LKA,3631,10,2023,10-2023
2023-11-01,Sri Lanka,LKA,9373,11,2023,11-2023
2023-12-01,Sri Lanka,LKA,11313,12,2023,12-2023
2019-01-01,St. Barthélemy,BLM,0,1,2019,1-2019
2019-02-01,St. Barthélemy,BLM,0,2,2019,2-2019
2019-03-01,St. Barthélemy,BLM,0,3,2019,3-2019
2019-04-01,St. Barthélemy,BLM,0,4,2019,4-2019
2019-05-01,St. Barthélemy,BLM,0,5,2019,5-2019
2019-06-01,St. Barthélemy,BLM,0,6,2019,6-2019
2019-07-01,St. Barthélemy,BLM,0,7,2019,7-2019
2019-08-01,St. Barthélemy,BLM,0,8,2019,8-2019
2019-09-01,St. Barthélemy,BLM,0,9,2019,9-2019
2019-10-01,St. Barthélemy,BLM,0,10,2019,10-2019
2019-11-01,St. Barthélemy,BLM,0,11,2019,11-2019
2019-12-01,St. Barthélemy,BLM,11,12,2019,12-2019
2020-01-01,St. Barthélemy,BLM,52,1,2020,1-2020
2020-02-01,St. Barthélemy,BLM,26,2,2020,2-2020
2020-03-01,St. Barthélemy,BLM,54,3,2020,3-2020
2020-04-01,St. Barthélemy,BLM,94,4,2020,4-2020
2020-05-01,St. Barthélemy,BLM,133,5,2020,5-2020
2020-06-01,St. Barthélemy,BLM,129,6,2020,6-2020
2020-07-01,St. Barthélemy,BLM,217,7,2020,7-2020
2020-08-01,St. Barthélemy,BLM,280,8,2020,8-2020
2020-09-01,St. Barthélemy,BLM,287,9,2020,9-2020
2020-10-01,St. Barthélemy,BLM,137,10,2020,10-2020
2020-11-01,St. Barthélemy,BLM,120,11,2020,11-2020
2020-12-01,St. Barthélemy,BLM,87,12,2020,12-2020
2023-01-01,St. Barthélemy,BLM,0,1,2023,1-2023
2023-02-01,St. Barthélemy,BLM,2,2,2023,2-2023
2023-03-01,St. Barthélemy,BLM,2,3,2023,3-2023
2023-04-01,St. Barthélemy,BLM,6,4,2023,4-2023
2023-05-01,St. Barthélemy,BLM,15,5,2023,5-2023
2023-06-01,St. Barthélemy,BLM,30,6,2023,6-2023
2023-07-01,St. Barthélemy,BLM,0,7,2023,7-2023
2023-08-01,St. Barthélemy,BLM,25,8,2023,8-2023
2023-09-01,St. Barthélemy,BLM,49,9,2023,9-2023
2023-10-01,St. Barthélemy,BLM,34,10,2023,10-2023
2023-11-01,St. Barthélemy,BLM,419,11,2023,11-2023
2023-12-01,St. Barthélemy,BLM,155,12,2023,12-2023
2024-01-01,St. Barthélemy,BLM,76,1,2024,1-2024
2024-02-01,St. Barthélemy,BLM,29,2,2024,2-2024
2024-03-01,St. Barthélemy,BLM,9,3,2024,3-2024
2024-04-01,St. Barthélemy,BLM,7,4,2024,4-2024
2024-05-01,St. Barthélemy,BLM,14,5,2024,5-2024
2024-06-01,St. Barthélemy,BLM,6,6,2024,6-2024
2024-07-01,St. Barthélemy,BLM,7,7,2024,7-2024
2024-08-01,St. Barthélemy,BLM,0,8,2024,8-2024
2024-09-01,St. Barthélemy,BLM,0,9,2024,9-2024
2024-10-01,St. Barthélemy,BLM,3,10,2024,10-2024
2024-11-01,St. Barthélemy,BLM,6,11,2024,11-2024
2024-12-01,St. Barthélemy,BLM,16,12,2024,12-2024
2018-01-01,St. Kitts & Nevis,KNA,2,1,2018,1-2018
2018-02-01,St. Kitts & Nevis,KNA,0,2,2018,2-2018
2018-03-01,St. Kitts & Nevis,KNA,0,3,2018,3-2018
2018-04-01,St. Kitts & Nevis,KNA,0,4,2018,4-2018
2018-05-01,St. Kitts & Nevis,KNA,1,5,2018,5-2018
2018-06-01,St. Kitts & Nevis,KNA,0,6,2018,6-2018
2018-07-01,St. Kitts & Nevis,KNA,0,7,2018,7-2018
2018-08-01,St. Kitts & Nevis,KNA,1,8,2018,8-2018
2018-09-01,St. Kitts & Nevis,KNA,1,9,2018,9-2018
2018-10-01,St. Kitts & Nevis,KNA,1,10,2018,10-2018
2018-11-01,St. Kitts & Nevis,KNA,0,11,2018,11-2018
2018-12-01,St. Kitts & Nevis,KNA,0,12,2018,12-2018
2019-01-01,St. Kitts & Nevis,KNA,0,1,2019,1-2019
2019-02-01,St. Kitts & Nevis,KNA,0,2,2019,2-2019
2019-03-01,St. Kitts & Nevis,KNA,0,3,2019,3-2019
2019-04-01,St. Kitts & Nevis,KNA,0,4,2019,4-2019
2019-05-01,St. Kitts & Nevis,KNA,0,5,2019,5-2019
2019-06-01,St. Kitts & Nevis,KNA,37,6,2019,6-2019
2019-07-01,St. Kitts & Nevis,KNA,0,7,2019,7-2019
2019-08-01,St. Kitts & Nevis,KNA,0,8,2019,8-2019
2019-09-01,St. Kitts & Nevis,KNA,0,9,2019,9-2019
2019-10-01,St. Kitts & Nevis,KNA,3,10,2019,10-2019
2019-11-01,St. Kitts & Nevis,KNA,6,11,2019,11-2019
2019-12-01,St. Kitts & Nevis,KNA,11,12,2019,12-2019
2023-01-01,St. Kitts & Nevis,KNA,0,1,2023,1-2023
2023-02-01,St. Kitts & Nevis,KNA,0,2,2023,2-2023
2023-03-01,St. Kitts & Nevis,KNA,1,3,2023,3-2023
2023-04-01,St. Kitts & Nevis,KNA,0,4,2023,4-2023
2023-05-01,St. Kitts & Nevis,KNA,0,5,2023,5-2023
2023-06-01,St. Kitts & Nevis,KNA,1,6,2023,6-2023
2023-07-01,St. Kitts & Nevis,KNA,0,7,2023,7-2023
2023-08-01,St. Kitts & Nevis,KNA,0,8,2023,8-2023
2023-09-01,St. Kitts & Nevis,KNA,0,9,2023,9-2023
2023-10-01,St. Kitts & Nevis,KNA,19,10,2023,10-2023
2023-11-01,St. Kitts & Nevis,KNA,171,11,2023,11-2023
2023-12-01,St. Kitts & Nevis,KNA,94,12,2023,12-2023
2024-01-01,St. Kitts & Nevis,KNA,118,1,2024,1-2024
2024-02-01,St. Kitts & Nevis,KNA,19,2,2024,2-2024
2024-03-01,St. Kitts & Nevis,KNA,13,3,2024,3-2024
2024-04-01,St. Kitts & Nevis,KNA,0,4,2024,4-2024
2024-05-01,St. Kitts & Nevis,KNA,25,5,2024,5-2024
2024-06-01,St. Kitts & Nevis,KNA,23,6,2024,6-2024
2024-07-01,St. Kitts & Nevis,KNA,4,7,2024,7-2024
2024-08-01,St. Kitts & Nevis,KNA,4,8,2024,8-2024
2024-09-01,St. Kitts & Nevis,KNA,6,9,2024,9-2024
2024-10-01,St. Kitts & Nevis,KNA,29,10,2024,10-2024
2024-11-01,St. Kitts & Nevis,KNA,8,11,2024,11-2024
2024-12-01,St. Kitts & Nevis,KNA,4,12,2024,12-2024
2018-01-01,St. Lucia,LCA,9,1,2018,1-2018
2018-02-01,St. Lucia,LCA,0,2,2018,2-2018
2018-03-01,St. Lucia,LCA,3,3,2018,3-2018
2018-04-01,St. Lucia,LCA,7,4,2018,4-2018
2018-05-01,St. Lucia,LCA,9,5,2018,5-2018
2018-06-01,St. Lucia,LCA,3,6,2018,6-2018
2018-07-01,St. Lucia,LCA,17,7,2018,7-2018
2018-08-01,St. Lucia,LCA,7,8,2018,8-2018
2018-09-01,St. Lucia,LCA,0,9,2018,9-2018
2018-10-01,St. Lucia,LCA,15,10,2018,10-2018
2018-11-01,St. Lucia,LCA,10,11,2018,11-2018
2018-12-01,St. Lucia,LCA,10,12,2018,12-2018
2019-01-01,St. Lucia,LCA,0,1,2019,1-2019
2019-02-01,St. Lucia,LCA,1,2,2019,2-2019
2019-03-01,St. Lucia,LCA,7,3,2019,3-2019
2019-04-01,St. Lucia,LCA,1,4,2019,4-2019
2019-05-01,St. Lucia,LCA,0,5,2019,5-2019
2019-06-01,St. Lucia,LCA,5,6,2019,6-2019
2019-07-01,St. Lucia,LCA,2,7,2019,7-2019
2019-08-01,St. Lucia,LCA,0,8,2019,8-2019
2019-09-01,St. Lucia,LCA,1,9,2019,9-2019
2019-10-01,St. Lucia,LCA,2,10,2019,10-2019
2019-11-01,St. Lucia,LCA,0,11,2019,11-2019
2019-12-01,St. Lucia,LCA,1,12,2019,12-2019
2020-01-01,St. Lucia,LCA,5,1,2020,1-2020
2020-02-01,St. Lucia,LCA,0,2,2020,2-2020
2020-03-01,St. Lucia,LCA,5,3,2020,3-2020
2020-04-01,St. Lucia,LCA,7,4,2020,4-2020
2020-05-01,St. Lucia,LCA,14,5,2020,5-2020
2020-06-01,St. Lucia,LCA,19,6,2020,6-2020
2020-07-01,St. Lucia,LCA,76,7,2020,7-2020
2020-08-01,St. Lucia,LCA,242,8,2020,8-2020
2020-09-01,St. Lucia,LCA,478,9,2020,9-2020
2020-10-01,St. Lucia,LCA,58,10,2020,10-2020
2020-11-01,St. Lucia,LCA,366,11,2020,11-2020
2020-12-01,St. Lucia,LCA,48,12,2020,12-2020
2021-01-01,St. Lucia,LCA,0,1,2021,1-2021
2021-02-01,St. Lucia,LCA,10,2,2021,2-2021
2021-03-01,St. Lucia,LCA,0,3,2021,3-2021
2021-04-01,St. Lucia,LCA,1,4,2021,4-2021
2021-05-01,St. Lucia,LCA,3,5,2021,5-2021
2021-06-01,St. Lucia,LCA,2,6,2021,6-2021
2021-07-01,St. Lucia,LCA,0,7,2021,7-2021
2021-08-01,St. Lucia,LCA,3,8,2021,8-2021
2021-09-01,St. Lucia,LCA,16,9,2021,9-2021
2021-10-01,St. Lucia,LCA,3,10,2021,10-2021
2021-11-01,St. Lucia,LCA,1,11,2021,11-2021
2021-12-01,St. Lucia,LCA,0,12,2021,12-2021
2022-01-01,St. Lucia,LCA,0,1,2022,1-2022
2022-02-01,St. Lucia,LCA,3,2,2022,2-2022
2022-03-01,St. Lucia,LCA,0,3,2022,3-2022
2022-04-01,St. Lucia,LCA,0,4,2022,4-2022
2022-05-01,St. Lucia,LCA,0,5,2022,5-2022
2022-06-01,St. Lucia,LCA,2,6,2022,6-2022
2022-07-01,St. Lucia,LCA,5,7,2022,7-2022
2022-08-01,St. Lucia,LCA,3,8,2022,8-2022
2022-09-01,St. Lucia,LCA,2,9,2022,9-2022
2022-10-01,St. Lucia,LCA,0,10,2022,10-2022
2022-11-01,St. Lucia,LCA,0,11,2022,11-2022
2022-12-01,St. Lucia,LCA,0,12,2022,12-2022
2023-01-01,St. Lucia,LCA,1,1,2023,1-2023
2023-02-01,St. Lucia,LCA,1,2,2023,2-2023
2023-03-01,St. Lucia,LCA,1,3,2023,3-2023
2023-04-01,St. Lucia,LCA,3,4,2023,4-2023
2023-05-01,St. Lucia,LCA,6,5,2023,5-2023
2023-06-01,St. Lucia,LCA,1,6,2023,6-2023
2023-07-01,St. Lucia,LCA,1,7,2023,7-2023
2023-08-01,St. Lucia,LCA,1,8,2023,8-2023
2023-09-01,St. Lucia,LCA,20,9,2023,9-2023
2023-10-01,St. Lucia,LCA,3,10,2023,10-2023
2023-11-01,St. Lucia,LCA,17,11,2023,11-2023
2023-12-01,St. Lucia,LCA,5,12,2023,12-2023
2024-01-01,St. Lucia,LCA,0,1,2024,1-2024
2024-02-01,St. Lucia,LCA,4,2,2024,2-2024
2024-03-01,St. Lucia,LCA,0,3,2024,3-2024
2024-04-01,St. Lucia,LCA,1,4,2024,4-2024
2024-05-01,St. Lucia,LCA,2,5,2024,5-2024
2024-06-01,St. Lucia,LCA,6,6,2024,6-2024
2024-07-01,St. Lucia,LCA,9,7,2024,7-2024
2024-08-01,St. Lucia,LCA,38,8,2024,8-2024
2024-09-01,St. Lucia,LCA,181,9,2024,9-2024
2024-10-01,St. Lucia,LCA,154,10,2024,10-2024
2024-11-01,St. Lucia,LCA,14,11,2024,11-2024
2024-12-01,St. Lucia,LCA,23,12,2024,12-2024
2020-01-01,St. Vincent & Grenadines,VCT,3,1,2020,1-2020
2020-02-01,St. Vincent & Grenadines,VCT,1,2,2020,2-2020
2020-03-01,St. Vincent & Grenadines,VCT,1,3,2020,3-2020
2020-04-01,St. Vincent & Grenadines,VCT,2,4,2020,4-2020
2020-05-01,St. Vincent & Grenadines,VCT,2,5,2020,5-2020
2020-06-01,St. Vincent & Grenadines,VCT,6,6,2020,6-2020
2020-07-01,St. Vincent & Grenadines,VCT,43,7,2020,7-2020
2020-08-01,St. Vincent & Grenadines,VCT,125,8,2020,8-2020
2020-09-01,St. Vincent & Grenadines,VCT,590,9,2020,9-2020
2020-10-01,St. Vincent & Grenadines,VCT,382,10,2020,10-2020
2020-11-01,St. Vincent & Grenadines,VCT,415,11,2020,11-2020
2020-12-01,St. Vincent & Grenadines,VCT,448,12,2020,12-2020
2021-01-01,St. Vincent & Grenadines,VCT,1,1,2021,1-2021
2021-02-01,St. Vincent & Grenadines,VCT,25,2,2021,2-2021
2021-03-01,St. Vincent & Grenadines,VCT,48,3,2021,3-2021
2021-04-01,St. Vincent & Grenadines,VCT,0,4,2021,4-2021
2021-05-01,St. Vincent & Grenadines,VCT,0,5,2021,5-2021
2021-06-01,St. Vincent & Grenadines,VCT,20,6,2021,6-2021
2021-07-01,St. Vincent & Grenadines,VCT,6,7,2021,7-2021
2021-08-01,St. Vincent & Grenadines,VCT,10,8,2021,8-2021
2021-09-01,St. Vincent & Grenadines,VCT,12,9,2021,9-2021
2021-10-01,St. Vincent & Grenadines,VCT,18,10,2021,10-2021
2021-11-01,St. Vincent & Grenadines,VCT,28,11,2021,11-2021
2021-12-01,St. Vincent & Grenadines,VCT,37,12,2021,12-2021
2022-01-01,St. Vincent & Grenadines,VCT,11,1,2022,1-2022
2022-02-01,St. Vincent & Grenadines,VCT,6,2,2022,2-2022
2022-03-01,St. Vincent & Grenadines,VCT,1,3,2022,3-2022
2022-04-01,St. Vincent & Grenadines,VCT,0,4,2022,4-2022
2022-05-01,St. Vincent & Grenadines,VCT,0,5,2022,5-2022
2022-06-01,St. Vincent & Grenadines,VCT,0,6,2022,6-2022
2022-07-01,St. Vincent & Grenadines,VCT,0,7,2022,7-2022
2022-08-01,St. Vincent & Grenadines,VCT,0,8,2022,8-2022
2022-09-01,St. Vincent & Grenadines,VCT,4,9,2022,9-2022
2022-10-01,St. Vincent & Grenadines,VCT,0,10,2022,10-2022
2022-11-01,St. Vincent & Grenadines,VCT,0,11,2022,11-2022
2022-12-01,St. Vincent & Grenadines,VCT,9,12,2022,12-2022
2023-01-01,St. Vincent & Grenadines,VCT,0,1,2023,1-2023
2023-02-01,St. Vincent & Grenadines,VCT,2,2,2023,2-2023
2023-03-01,St. Vincent & Grenadines,VCT,0,3,2023,3-2023
2023-04-01,St. Vincent & Grenadines,VCT,3,4,2023,4-2023
2023-05-01,St. Vincent & Grenadines,VCT,4,5,2023,5-2023
2023-06-01,St. Vincent & Grenadines,VCT,5,6,2023,6-2023
2023-07-01,St. Vincent & Grenadines,VCT,0,7,2023,7-2023
2023-08-01,St. Vincent & Grenadines,VCT,0,8,2023,8-2023
2023-09-01,St. Vincent & Grenadines,VCT,1,9,2023,9-2023
2023-10-01,St. Vincent & Grenadines,VCT,0,10,2023,10-2023
2023-11-01,St. Vincent & Grenadines,VCT,0,11,2023,11-2023
2023-12-01,St. Vincent & Grenadines,VCT,2,12,2023,12-2023
2018-01-01,Suriname,SUR,42,1,2018,1-2018
2018-02-01,Suriname,SUR,13,2,2018,2-2018
2018-03-01,Suriname,SUR,6,3,2018,3-2018
2018-04-01,Suriname,SUR,7,4,2018,4-2018
2018-05-01,Suriname,SUR,6,5,2018,5-2018
2018-06-01,Suriname,SUR,9,6,2018,6-2018
2018-07-01,Suriname,SUR,14,7,2018,7-2018
2018-08-01,Suriname,SUR,7,8,2018,8-2018
2018-09-01,Suriname,SUR,5,9,2018,9-2018
2018-10-01,Suriname,SUR,5,10,2018,10-2018
2018-11-01,Suriname,SUR,5,11,2018,11-2018
2018-12-01,Suriname,SUR,4,12,2018,12-2018
2019-01-01,Suriname,SUR,7,1,2019,1-2019
2019-02-01,Suriname,SUR,20,2,2019,2-2019
2019-03-01,Suriname,SUR,3,3,2019,3-2019
2019-04-01,Suriname,SUR,0,4,2019,4-2019
2019-05-01,Suriname,SUR,2,5,2019,5-2019
2019-06-01,Suriname,SUR,1,6,2019,6-2019
2019-07-01,Suriname,SUR,6,7,2019,7-2019
2019-08-01,Suriname,SUR,7,8,2019,8-2019
2019-09-01,Suriname,SUR,6,9,2019,9-2019
2019-10-01,Suriname,SUR,7,10,2019,10-2019
2019-11-01,Suriname,SUR,11,11,2019,11-2019
2019-12-01,Suriname,SUR,16,12,2019,12-2019
2020-01-01,Suriname,SUR,135,1,2020,1-2020
2020-02-01,Suriname,SUR,228,2,2020,2-2020
2020-03-01,Suriname,SUR,69,3,2020,3-2020
2020-04-01,Suriname,SUR,45,4,2020,4-2020
2020-05-01,Suriname,SUR,14,5,2020,5-2020
2020-06-01,Suriname,SUR,19,6,2020,6-2020
2020-07-01,Suriname,SUR,9,7,2020,7-2020
2020-08-01,Suriname,SUR,14,8,2020,8-2020
2020-09-01,Suriname,SUR,4,9,2020,9-2020
2020-10-01,Suriname,SUR,24,10,2020,10-2020
2020-11-01,Suriname,SUR,2,11,2020,11-2020
2020-12-01,Suriname,SUR,0,12,2020,12-2020
2021-01-01,Suriname,SUR,2,1,2021,1-2021
2021-02-01,Suriname,SUR,2,2,2021,2-2021
2021-03-01,Suriname,SUR,0,3,2021,3-2021
2021-04-01,Suriname,SUR,1,4,2021,4-2021
2021-05-01,Suriname,SUR,0,5,2021,5-2021
2021-06-01,Suriname,SUR,0,6,2021,6-2021
2021-07-01,Suriname,SUR,1,7,2021,7-2021
2021-08-01,Suriname,SUR,2,8,2021,8-2021
2021-09-01,Suriname,SUR,0,9,2021,9-2021
2021-10-01,Suriname,SUR,2,10,2021,10-2021
2021-11-01,Suriname,SUR,0,11,2021,11-2021
2021-12-01,Suriname,SUR,0,12,2021,12-2021
2022-01-01,Suriname,SUR,0,1,2022,1-2022
2022-02-01,Suriname,SUR,1,2,2022,2-2022
2022-03-01,Suriname,SUR,1,3,2022,3-2022
2022-04-01,Suriname,SUR,0,4,2022,4-2022
2022-05-01,Suriname,SUR,0,5,2022,5-2022
2022-06-01,Suriname,SUR,0,6,2022,6-2022
2022-07-01,Suriname,SUR,0,7,2022,7-2022
2022-08-01,Suriname,SUR,0,8,2022,8-2022
2022-09-01,Suriname,SUR,0,9,2022,9-2022
2022-10-01,Suriname,SUR,6,10,2022,10-2022
2022-11-01,Suriname,SUR,5,11,2022,11-2022
2022-12-01,Suriname,SUR,4,12,2022,12-2022
2023-01-01,Suriname,SUR,15,1,2023,1-2023
2023-02-01,Suriname,SUR,13,2,2023,2-2023
2023-03-01,Suriname,SUR,5,3,2023,3-2023
2023-04-01,Suriname,SUR,8,4,2023,4-2023
2023-05-01,Suriname,SUR,26,5,2023,5-2023
2023-06-01,Suriname,SUR,13,6,2023,6-2023
2023-07-01,Suriname,SUR,37,7,2023,7-2023
2023-08-01,Suriname,SUR,46,8,2023,8-2023
2023-09-01,Suriname,SUR,36,9,2023,9-2023
2023-10-01,Suriname,SUR,26,10,2023,10-2023
2023-11-01,Suriname,SUR,19,11,2023,11-2023
2023-12-01,Suriname,SUR,38,12,2023,12-2023
2012-02-01,Thailand,THA,938,2,2012,2-2012
2012-03-01,Thailand,THA,1106,3,2012,3-2012
2012-06-01,Thailand,THA,4372,6,2012,6-2012
2012-07-01,Thailand,THA,5377,7,2012,7-2012
2012-08-01,Thailand,THA,5080,8,2012,8-2012
2012-09-01,Thailand,THA,4645,9,2012,9-2012
2012-10-01,Thailand,THA,4683,10,2012,10-2012
2012-11-01,Thailand,THA,4938,11,2012,11-2012
2012-12-01,Thailand,THA,3575,12,2012,12-2012
2018-01-01,Thailand,THA,2244,1,2018,1-2018
2018-02-01,Thailand,THA,1996,2,2018,2-2018
2018-03-01,Thailand,THA,2606,3,2018,3-2018
2018-04-01,Thailand,THA,3104,4,2018,4-2018
2018-05-01,Thailand,THA,7291,5,2018,5-2018
2018-06-01,Thailand,THA,13612,6,2018,6-2018
2018-07-01,Thailand,THA,14125,7,2018,7-2018
2018-08-01,Thailand,THA,12420,8,2018,8-2018
2018-09-01,Thailand,THA,9081,9,2018,9-2018
2018-10-01,Thailand,THA,7592,10,2018,10-2018
2018-11-01,Thailand,THA,7256,11,2018,11-2018
2018-12-01,Thailand,THA,5885,12,2018,12-2018
2019-01-01,Thailand,THA,5797,1,2019,1-2019
2019-02-01,Thailand,THA,4984,2,2019,2-2019
2019-03-01,Thailand,THA,5369,3,2019,3-2019
2019-04-01,Thailand,THA,4931,4,2019,4-2019
2019-05-01,Thailand,THA,8350,5,2019,5-2019
2019-06-01,Thailand,THA,18697,6,2019,6-2019
2019-07-01,Thailand,THA,22413,7,2019,7-2019
2019-08-01,Thailand,THA,18209,8,2019,8-2019
2019-09-01,Thailand,THA,14367,9,2019,9-2019
2019-10-01,Thailand,THA,12848,10,2019,10-2019
2019-11-01,Thailand,THA,10418,11,2019,11-2019
2019-12-01,Thailand,THA,4774,12,2019,12-2019
2020-01-01,Thailand,THA,3883,1,2020,1-2020
2020-02-01,Thailand,THA,2787,2,2020,2-2020
2020-03-01,Thailand,THA,2539,3,2020,3-2020
2020-04-01,Thailand,THA,3111,4,2020,4-2020
2020-05-01,Thailand,THA,5805,5,2020,5-2020
2020-06-01,Thailand,THA,9242,6,2020,6-2020
2020-07-01,Thailand,THA,15828,7,2020,7-2020
2020-08-01,Thailand,THA,12527,8,2020,8-2020
2020-09-01,Thailand,THA,7915,9,2020,9-2020
2020-10-01,Thailand,THA,4324,10,2020,10-2020
2020-11-01,Thailand,THA,2967,11,2020,11-2020
2020-12-01,Thailand,THA,1591,12,2020,12-2020
2021-01-01,Thailand,THA,1104,1,2021,1-2021
2021-02-01,Thailand,THA,808,2,2021,2-2021
2021-03-01,Thailand,THA,762,3,2021,3-2021
2021-04-01,Thailand,THA,474,4,2021,4-2021
2021-05-01,Thailand,THA,1089,5,2021,5-2021
2021-06-01,Thailand,THA,1604,6,2021,6-2021
2021-07-01,Thailand,THA,1024,7,2021,7-2021
2021-08-01,Thailand,THA,939,8,2021,8-2021
2021-09-01,Thailand,THA,847,9,2021,9-2021
2021-10-01,Thailand,THA,754,10,2021,10-2021
2021-11-01,Thailand,THA,732,11,2021,11-2021
2021-12-01,Thailand,THA,480,12,2021,12-2021
2022-01-01,Thailand,THA,560,1,2022,1-2022
2022-02-01,Thailand,THA,391,2,2022,2-2022
2022-03-01,Thailand,THA,509,3,2022,3-2022
2022-04-01,Thailand,THA,790,4,2022,4-2022
2022-05-01,Thailand,THA,2293,5,2022,5-2022
2022-06-01,Thailand,THA,6232,6,2022,6-2022
2022-07-01,Thailand,THA,7348,7,2022,7-2022
2022-08-01,Thailand,THA,6543,8,2022,8-2022
2022-09-01,Thailand,THA,5711,9,2022,9-2022
2022-10-01,Thailand,THA,5754,10,2022,10-2022
2022-11-01,Thailand,THA,5972,11,2022,11-2022
2022-12-01,Thailand,THA,4575,12,2022,12-2022
2023-01-01,Thailand,THA,4520,1,2023,1-2023
2023-02-01,Thailand,THA,3312,2,2023,2-2023
2023-03-01,Thailand,THA,3761,3,2023,3-2023
2023-04-01,Thailand,THA,4037,4,2023,4-2023
2023-05-01,Thailand,THA,5601,5,2023,5-2023
2023-06-01,Thailand,THA,13996,6,2023,6-2023
2023-07-01,Thailand,THA,27505,7,2023,7-2023
2023-08-01,Thailand,THA,29155,8,2023,8-2023
2023-09-01,Thailand,THA,20061,9,2023,9-2023
2023-10-01,Thailand,THA,17749,10,2023,10-2023
2023-11-01,Thailand,THA,17462,11,2023,11-2023
2023-12-01,Thailand,THA,12060,12,2023,12-2023
2024-01-01,Thailand,THA,11413,1,2024,1-2024
2024-02-01,Thailand,THA,7123,2,2024,2-2024
2024-03-01,Thailand,THA,5315,3,2024,3-2024
2024-04-01,Thailand,THA,4327,4,2024,4-2024
2024-05-01,Thailand,THA,4968,5,2024,5-2024
2024-06-01,Thailand,THA,7992,6,2024,6-2024
2024-07-01,Thailand,THA,15371,7,2024,7-2024
2024-08-01,Thailand,THA,16119,8,2024,8-2024
2024-09-01,Thailand,THA,11395,9,2024,9-2024
2024-10-01,Thailand,THA,8359,10,2024,10-2024
2024-11-01,Thailand,THA,7006,11,2024,11-2024
2024-12-01,Thailand,THA,5293,12,2024,12-2024
2022-01-01,Turks & Caicos Islands,TCA,0,1,2022,1-2022
2022-02-01,Turks & Caicos Islands,TCA,0,2,2022,2-2022
2022-03-01,Turks & Caicos Islands,TCA,0,3,2022,3-2022
2022-04-01,Turks & Caicos Islands,TCA,0,4,2022,4-2022
2022-05-01,Turks & Caicos Islands,TCA,0,5,2022,5-2022
2022-06-01,Turks & Caicos Islands,TCA,0,6,2022,6-2022
2022-07-01,Turks & Caicos Islands,TCA,0,7,2022,7-2022
2022-08-01,Turks & Caicos Islands,TCA,0,8,2022,8-2022
2022-09-01,Turks & Caicos Islands,TCA,0,9,2022,9-2022
2022-10-01,Turks & Caicos Islands,TCA,0,10,2022,10-2022
2022-11-01,Turks & Caicos Islands,TCA,3,11,2022,11-2022
2022-12-01,Turks & Caicos Islands,TCA,0,12,2022,12-2022
2023-01-01,Turks & Caicos Islands,TCA,0,1,2023,1-2023
2023-02-01,Turks & Caicos Islands,TCA,0,2,2023,2-2023
2023-03-01,Turks & Caicos Islands,TCA,0,3,2023,3-2023
2023-04-01,Turks & Caicos Islands,TCA,0,4,2023,4-2023
2023-05-01,Turks & Caicos Islands,TCA,0,5,2023,5-2023
2023-06-01,Turks & Caicos Islands,TCA,0,6,2023,6-2023
2023-07-01,Turks & Caicos Islands,TCA,0,7,2023,7-2023
2023-08-01,Turks & Caicos Islands,TCA,8,8,2023,8-2023
2023-09-01,Turks & Caicos Islands,TCA,2,9,2023,9-2023
2023-10-01,Turks & Caicos Islands,TCA,8,10,2023,10-2023
2023-11-01,Turks & Caicos Islands,TCA,164,11,2023,11-2023
2023-12-01,Turks & Caicos Islands,TCA,96,12,2023,12-2023
2024-01-01,Turks & Caicos Islands,TCA,27,1,2024,1-2024
2024-02-01,Turks & Caicos Islands,TCA,46,2,2024,2-2024
