date,country,iso3,cases,Month,Year,Month.Year
2020-11-01,Maldives,MDV,16,11,2020,11-2020
2020-12-01,Maldives,MDV,16,12,2020,12-2020
2018-01-01,Martinique,MTQ,137,1,2018,1-2018
2018-02-01,Martinique,MTQ,4,2,2018,2-2018
2018-03-01,Martinique,MTQ,0,3,2018,3-2018
2018-04-01,Martinique,MTQ,0,4,2018,4-2018
2018-05-01,Martinique,MTQ,0,5,2018,5-2018
2018-06-01,Martinique,MTQ,0,6,2018,6-2018
2018-07-01,Martinique,MTQ,0,7,2018,7-2018
2018-08-01,Martinique,MTQ,0,8,2018,8-2018
2018-09-01,Martinique,MTQ,0,9,2018,9-2018
2018-10-01,Martinique,MTQ,0,10,2018,10-2018
2018-11-01,Martinique,MTQ,0,11,2018,11-2018
2018-12-01,Martinique,MTQ,27,12,2018,12-2018
2021-01-01,Martinique,MTQ,657,1,2021,1-2021
2021-04-01,Martinique,MTQ,0,4,2021,4-2021
2021-05-01,Martinique,MTQ,0,5,2021,5-2021
2021-06-01,Martinique,MTQ,0,6,2021,6-2021
2021-07-01,Martinique,MTQ,0,7,2021,7-2021
2021-08-01,Martinique,MTQ,0,8,2021,8-2021
2021-09-01,Martinique,MTQ,0,9,2021,9-2021
2021-10-01,Martinique,MTQ,0,10,2021,10-2021
2021-11-01,Martinique,MTQ,0,11,2021,11-2021
2021-12-01,Martinique,MTQ,0,12,2021,12-2021
2010-01-01,Malaysia,MYS,3978,1,2010,1-2010
2010-02-01,Malaysia,MYS,4032,2,2010,2-2010
2010-03-01,Malaysia,MYS,4446,3,2010,3-2010
2010-04-01,Malaysia,MYS,3274,4,2010,4-2010
2010-05-01,Malaysia,MYS,2930,5,2010,5-2010
2010-06-01,Malaysia,MYS,4380,6,2010,6-2010
2010-07-01,Malaysia,MYS,4039,7,2010,7-2010
2010-08-01,Malaysia,MYS,3629,8,2010,8-2010
2010-09-01,Malaysia,MYS,4175,9,2010,9-2010
2010-10-01,Malaysia,MYS,2939,10,2010,10-2010
2010-11-01,Malaysia,MYS,2261,11,2010,11-2010
2010-12-01,Malaysia,MYS,2330,12,2010,12-2010
2011-01-01,Malaysia,MYS,2207,1,2011,1-2011
2011-02-01,Malaysia,MYS,1620,2,2011,2-2011
2011-03-01,Malaysia,MYS,1575,3,2011,3-2011
2011-04-01,Malaysia,MYS,1605,4,2011,4-2011
2011-05-01,Malaysia,MYS,1642,5,2011,5-2011
2011-06-01,Malaysia,MYS,1666,6,2011,6-2011
2011-07-01,Malaysia,MYS,1763,7,2011,7-2011
2011-08-01,Malaysia,MYS,1427,8,2011,8-2011
2011-09-01,Malaysia,MYS,1317,9,2011,9-2011
2011-10-01,Malaysia,MYS,1586,10,2011,10-2011
2011-11-01,Malaysia,MYS,1687,11,2011,11-2011
2011-12-01,Malaysia,MYS,1945,12,2011,12-2011
2012-01-01,Malaysia,MYS,2441,1,2012,1-2012
2012-02-01,Malaysia,MYS,2412,2,2012,2-2012
2012-03-01,Malaysia,MYS,2233,3,2012,3-2012
2012-04-01,Malaysia,MYS,1960,4,2012,4-2012
2012-05-01,Malaysia,MYS,1800,5,2012,5-2012
2012-06-01,Malaysia,MYS,1606,6,2012,6-2012
2012-07-01,Malaysia,MYS,1627,7,2012,7-2012
2012-08-01,Malaysia,MYS,1623,8,2012,8-2012
2012-09-01,Malaysia,MYS,1591,9,2012,9-2012
2012-10-01,Malaysia,MYS,1759,10,2012,10-2012
2012-11-01,Malaysia,MYS,1820,11,2012,11-2012
2012-12-01,Malaysia,MYS,2214,12,2012,12-2012
2013-01-01,Malaysia,MYS,2562,1,2013,1-2013
2013-02-01,Malaysia,MYS,1818,2,2013,2-2013
2013-03-01,Malaysia,MYS,2001,3,2013,3-2013
2013-04-01,Malaysia,MYS,1918,4,2013,4-2013
2013-05-01,Malaysia,MYS,2276,5,2013,5-2013
2013-06-01,Malaysia,MYS,2674,6,2013,6-2013
2013-07-01,Malaysia,MYS,2920,7,2013,7-2013
2013-08-01,Malaysia,MYS,3167,8,2013,8-2013
2013-09-01,Malaysia,MYS,3997,9,2013,9-2013
2013-10-01,Malaysia,MYS,6237,10,2013,10-2013
2013-11-01,Malaysia,MYS,6609,11,2013,11-2013
2013-12-01,Malaysia,MYS,7681,12,2013,12-2013
2014-01-01,Malaysia,MYS,9246,1,2014,1-2014
2014-02-01,Malaysia,MYS,9018,2,2014,2-2014
2014-03-01,Malaysia,MYS,7324,3,2014,3-2014
2014-04-01,Malaysia,MYS,5027,4,2014,4-2014
2014-05-01,Malaysia,MYS,6438,5,2014,5-2014
2014-06-01,Malaysia,MYS,8339,6,2014,6-2014
2014-07-01,Malaysia,MYS,11119,7,2014,7-2014
2014-08-01,Malaysia,MYS,12168,8,2014,8-2014
2014-09-01,Malaysia,MYS,9134,9,2014,9-2014
2014-10-01,Malaysia,MYS,8954,10,2014,10-2014
2014-11-01,Malaysia,MYS,9619,11,2014,11-2014
2014-12-01,Malaysia,MYS,11776,12,2014,12-2014
2015-01-01,Malaysia,MYS,12763,1,2015,1-2015
2015-02-01,Malaysia,MYS,12041,2,2015,2-2015
2015-03-01,Malaysia,MYS,9314,3,2015,3-2015
2015-04-01,Malaysia,MYS,6418,4,2015,4-2015
2015-05-01,Malaysia,MYS,7957,5,2015,5-2015
2015-06-01,Malaysia,MYS,10385,6,2015,6-2015
2015-07-01,Malaysia,MYS,12592,7,2015,7-2015
2015-08-01,Malaysia,MYS,11065,8,2015,8-2015
2015-09-01,Malaysia,MYS,9692,9,2015,9-2015
2015-10-01,Malaysia,MYS,9807,10,2015,10-2015
2015-11-01,Malaysia,MYS,9172,11,2015,11-2015
2015-12-01,Malaysia,MYS,10411,12,2015,12-2015
2016-01-01,Malaysia,MYS,14251,1,2016,1-2016
2016-02-01,Malaysia,MYS,11856,2,2016,2-2016
2016-03-01,Malaysia,MYS,10372,3,2016,3-2016
2016-04-01,Malaysia,MYS,7593,4,2016,4-2016
2016-05-01,Malaysia,MYS,5629,5,2016,5-2016
2016-06-01,Malaysia,MYS,7342,6,2016,6-2016
2016-07-01,Malaysia,MYS,8626,7,2016,7-2016
2016-08-01,Malaysia,MYS,9157,8,2016,8-2016
2016-09-01,Malaysia,MYS,7872,9,2016,9-2016
2016-10-01,Malaysia,MYS,6572,10,2016,10-2016
2016-11-01,Malaysia,MYS,5425,11,2016,11-2016
2016-12-01,Malaysia,MYS,6226,12,2016,12-2016
2017-01-01,Malaysia,MYS,9016,1,2017,1-2017
2017-02-01,Malaysia,MYS,7222,2,2017,2-2017
2017-03-01,Malaysia,MYS,8157,3,2017,3-2017
2017-04-01,Malaysia,MYS,8169,4,2017,4-2017
2017-05-01,Malaysia,MYS,9755,5,2017,5-2017
2017-06-01,Malaysia,MYS,8455,6,2017,6-2017
2017-07-01,Malaysia,MYS,8181,7,2017,7-2017
2017-08-01,Malaysia,MYS,5393,8,2017,8-2017
2017-09-01,Malaysia,MYS,4853,9,2017,9-2017
2017-10-01,Malaysia,MYS,4264,10,2017,10-2017
2017-11-01,Malaysia,MYS,5545,11,2017,11-2017
2017-12-01,Malaysia,MYS,8070,12,2017,12-2017
2018-01-01,Malaysia,MYS,5824,1,2018,1-2018
2018-02-01,Malaysia,MYS,4798,2,2018,2-2018
2018-03-01,Malaysia,MYS,4984,3,2018,3-2018
2018-04-01,Malaysia,MYS,4585,4,2018,4-2018
2018-05-01,Malaysia,MYS,6536,5,2018,5-2018
2018-06-01,Malaysia,MYS,7612,6,2018,6-2018
2018-07-01,Malaysia,MYS,8853,7,2018,7-2018
2018-08-01,Malaysia,MYS,8267,8,2018,8-2018
2018-09-01,Malaysia,MYS,6099,9,2018,9-2018
2018-10-01,Malaysia,MYS,6923,10,2018,10-2018
2018-11-01,Malaysia,MYS,8182,11,2018,11-2018
2018-12-01,Malaysia,MYS,10988,12,2018,12-2018
2019-01-01,Malaysia,MYS,13607,1,2019,1-2019
2019-02-01,Malaysia,MYS,11190,2,2019,2-2019
2019-03-01,Malaysia,MYS,10752,3,2019,3-2019
2019-04-01,Malaysia,MYS,7240,4,2019,4-2019
2019-05-01,Malaysia,MYS,8881,5,2019,5-2019
2019-06-01,Malaysia,MYS,10223,6,2019,6-2019
2019-07-01,Malaysia,MYS,14890,7,2019,7-2019
2019-08-01,Malaysia,MYS,13194,8,2019,8-2019
2019-09-01,Malaysia,MYS,10211,9,2019,9-2019
2019-10-01,Malaysia,MYS,8744,10,2019,10-2019
2019-11-01,Malaysia,MYS,9608,11,2019,11-2019
2019-12-01,Malaysia,MYS,11742,12,2019,12-2019
2020-01-01,Malaysia,MYS,12318,1,2020,1-2020
2020-02-01,Malaysia,MYS,11358,2,2020,2-2020
2020-03-01,Malaysia,MYS,8413,3,2020,3-2020
2020-04-01,Malaysia,MYS,5251,4,2020,4-2020
2020-05-01,Malaysia,MYS,6990,5,2020,5-2020
2020-06-01,Malaysia,MYS,8412,6,2020,6-2020
2020-07-01,Malaysia,MYS,8888,7,2020,7-2020
2020-08-01,Malaysia,MYS,7784,8,2020,8-2020
2020-09-01,Malaysia,MYS,5914,9,2020,9-2020
2020-10-01,Malaysia,MYS,5038,10,2020,10-2020
2020-11-01,Malaysia,MYS,3960,11,2020,11-2020
2020-12-01,Malaysia,MYS,3629,12,2020,12-2020
2021-01-01,Malaysia,MYS,2919,1,2021,1-2021
2021-02-01,Malaysia,MYS,2331,2,2021,2-2021
2021-03-01,Malaysia,MYS,2130,3,2021,3-2021
2021-04-01,Malaysia,MYS,2016,4,2021,4-2021
2021-05-01,Malaysia,MYS,2106,5,2021,5-2021
2021-06-01,Malaysia,MYS,2639,6,2021,6-2021
2021-07-01,Malaysia,MYS,2412,7,2021,7-2021
2021-08-01,Malaysia,MYS,1896,8,2021,8-2021
2021-09-01,Malaysia,MYS,1759,9,2021,9-2021
2021-10-01,Malaysia,MYS,2095,10,2021,10-2021
2021-11-01,Malaysia,MYS,2061,11,2021,11-2021
2021-12-01,Malaysia,MYS,2615,12,2021,12-2021
2022-01-01,Malaysia,MYS,5191,1,2022,1-2022
2022-02-01,Malaysia,MYS,2626,2,2022,2-2022
2022-03-01,Malaysia,MYS,2985,3,2022,3-2022
2022-04-01,Malaysia,MYS,4193,4,2022,4-2022
2022-05-01,Malaysia,MYS,5089,5,2022,5-2022
2022-06-01,Malaysia,MYS,6228,6,2022,6-2022
2022-07-01,Malaysia,MYS,7045,7,2022,7-2022
2022-08-01,Malaysia,MYS,6092,8,2022,8-2022
2022-09-01,Malaysia,MYS,5943,9,2022,9-2022
2022-10-01,Malaysia,MYS,6701,10,2022,10-2022
2022-11-01,Malaysia,MYS,7129,11,2022,11-2022
2022-12-01,Malaysia,MYS,8544,12,2022,12-2022
2010-01-01,Nicaragua,NIC,2029,1,2010,1-2010
2010-02-01,Nicaragua,NIC,1526,2,2010,2-2010
2010-03-01,Nicaragua,NIC,1080,3,2010,3-2010
2010-04-01,Nicaragua,NIC,1113,4,2010,4-2010
2010-05-01,Nicaragua,NIC,1862,5,2010,5-2010
2010-06-01,Nicaragua,NIC,3154,6,2010,6-2010
2010-07-01,Nicaragua,NIC,1692,7,2010,7-2010
2010-08-01,Nicaragua,NIC,2412,8,2010,8-2010
2010-09-01,Nicaragua,NIC,2914,9,2010,9-2010
2010-10-01,Nicaragua,NIC,4350,10,2010,10-2010
2010-11-01,Nicaragua,NIC,2357,11,2010,11-2010
2010-12-01,Nicaragua,NIC,772,12,2010,12-2010
2012-01-01,Nicaragua,NIC,935,1,2012,1-2012
2012-02-01,Nicaragua,NIC,754,2,2012,2-2012
2012-03-01,Nicaragua,NIC,649,3,2012,3-2012
2012-04-01,Nicaragua,NIC,662,4,2012,4-2012
2012-05-01,Nicaragua,NIC,1125,5,2012,5-2012
2012-06-01,Nicaragua,NIC,1774,6,2012,6-2012
2012-07-01,Nicaragua,NIC,2092,7,2012,7-2012
2012-08-01,Nicaragua,NIC,3677,8,2012,8-2012
2012-09-01,Nicaragua,NIC,5223,9,2012,9-2012
2012-10-01,Nicaragua,NIC,7120,10,2012,10-2012
2012-11-01,Nicaragua,NIC,4170,11,2012,11-2012
2012-12-01,Nicaragua,NIC,2696,12,2012,12-2012
2014-03-01,Nicaragua,NIC,1951,3,2014,3-2014
2014-05-01,Nicaragua,NIC,1780,5,2014,5-2014
2014-06-01,Nicaragua,NIC,2697,6,2014,6-2014
2014-08-01,Nicaragua,NIC,3934,8,2014,8-2014
2014-09-01,Nicaragua,NIC,3383,9,2014,9-2014
2014-11-01,Nicaragua,NIC,3811,11,2014,11-2014
2016-01-01,Nicaragua,NIC,4897,1,2016,1-2016
2016-02-01,Nicaragua,NIC,3422,2,2016,2-2016
2016-04-01,Nicaragua,NIC,4905,4,2016,4-2016
2016-05-01,Nicaragua,NIC,6582,5,2016,5-2016
2016-07-01,Nicaragua,NIC,17447,7,2016,7-2016
2016-09-01,Nicaragua,NIC,6937,9,2016,9-2016
2016-10-01,Nicaragua,NIC,6507,10,2016,10-2016
2016-12-01,Nicaragua,NIC,4464,12,2016,12-2016
2017-01-01,Nicaragua,NIC,5324,1,2017,1-2017
2017-02-01,Nicaragua,NIC,9382,2,2017,2-2017
2017-04-01,Nicaragua,NIC,4837,4,2017,4-2017
2017-06-01,Nicaragua,NIC,7613,6,2017,6-2017
2017-07-01,Nicaragua,NIC,7295,7,2017,7-2017
2017-09-01,Nicaragua,NIC,4488,9,2017,9-2017
2017-10-01,Nicaragua,NIC,5030,10,2017,10-2017
2017-12-01,Nicaragua,NIC,2678,12,2017,12-2017
2018-03-01,Nicaragua,NIC,3588,3,2018,3-2018
2018-04-01,Nicaragua,NIC,3351,4,2018,4-2018
2018-06-01,Nicaragua,NIC,2675,6,2018,6-2018
2018-07-01,Nicaragua,NIC,3900,7,2018,7-2018
2018-09-01,Nicaragua,NIC,8160,9,2018,9-2018
2018-11-01,Nicaragua,NIC,6137,11,2018,11-2018
2018-12-01,Nicaragua,NIC,6409,12,2018,12-2018
2019-02-01,Nicaragua,NIC,5944,2,2019,2-2019
2019-03-01,Nicaragua,NIC,5147,3,2019,3-2019
2019-04-01,Nicaragua,NIC,4004,4,2019,4-2019
2019-06-01,Nicaragua,NIC,12711,6,2019,6-2019
2019-08-01,Nicaragua,NIC,34602,8,2019,8-2019
2019-09-01,Nicaragua,NIC,32222,9,2019,9-2019
2019-11-01,Nicaragua,NIC,20281,11,2019,11-2019
2019-12-01,Nicaragua,NIC,9669,12,2019,12-2019
2020-02-01,Nicaragua,NIC,6511,2,2020,2-2020
2020-03-01,Nicaragua,NIC,5107,3,2020,3-2020
2020-05-01,Nicaragua,NIC,3031,5,2020,5-2020
2020-06-01,Nicaragua,NIC,2482,6,2020,6-2020
2020-08-01,Nicaragua,NIC,3745,8,2020,8-2020
2020-10-01,Nicaragua,NIC,5051,10,2020,10-2020
2020-11-01,Nicaragua,NIC,5318,11,2020,11-2020
2021-01-01,Nicaragua,NIC,3753,1,2021,1-2021
2021-02-01,Nicaragua,NIC,3951,2,2021,2-2021
2021-04-01,Nicaragua,NIC,3464,4,2021,4-2021
2021-05-01,Nicaragua,NIC,3466,5,2021,5-2021
2021-07-01,Nicaragua,NIC,3013,7,2021,7-2021
2021-08-01,Nicaragua,NIC,3117,8,2021,8-2021
2021-10-01,Nicaragua,NIC,2093,10,2021,10-2021
2021-11-01,Nicaragua,NIC,2512,11,2021,11-2021
2022-01-01,Nicaragua,NIC,4907,1,2022,1-2022
2022-04-01,Nicaragua,NIC,2429,4,2022,4-2022
2022-05-01,Nicaragua,NIC,3758,5,2022,5-2022
2022-07-01,Nicaragua,NIC,9568,7,2022,7-2022
2022-09-01,Nicaragua,NIC,13585,9,2022,9-2022
2022-10-01,Nicaragua,NIC,15198,10,2022,10-2022
2022-12-01,Nicaragua,NIC,9241,12,2022,12-2022
2010-01-01,Panama,PAN,44,1,2010,1-2010
2010-02-01,Panama,PAN,96,2,2010,2-2010
2010-03-01,Panama,PAN,208,3,2010,3-2010
2010-04-01,Panama,PAN,337,4,2010,4-2010
2010-05-01,Panama,PAN,382,5,2010,5-2010
2010-06-01,Panama,PAN,420,6,2010,6-2010
2010-07-01,Panama,PAN,464,7,2010,7-2010
2010-08-01,Panama,PAN,503,8,2010,8-2010
2010-09-01,Panama,PAN,623,9,2010,9-2010
2010-10-01,Panama,PAN,765,10,2010,10-2010
2010-11-01,Panama,PAN,820,11,2010,11-2010
2010-12-01,Panama,PAN,1068,12,2010,12-2010
2011-01-01,Panama,PAN,6,1,2011,1-2011
2011-02-01,Panama,PAN,10,2,2011,2-2011
2011-03-01,Panama,PAN,24,3,2011,3-2011
2011-04-01,Panama,PAN,62,4,2011,4-2011
2011-05-01,Panama,PAN,122,5,2011,5-2011
2011-06-01,Panama,PAN,175,6,2011,6-2011
2011-07-01,Panama,PAN,262,7,2011,7-2011
2011-08-01,Panama,PAN,565,8,2011,8-2011
2011-09-01,Panama,PAN,1083,9,2011,9-2011
2011-10-01,Panama,PAN,2011,10,2011,10-2011
2011-11-01,Panama,PAN,2383,11,2011,11-2011
2011-12-01,Panama,PAN,3221,12,2011,12-2011
2013-01-01,Peru,PER,1285,1,2013,1-2013
2013-02-01,Peru,PER,1341,2,2013,2-2013
2013-03-01,Peru,PER,2104,3,2013,3-2013
2013-04-01,Peru,PER,2728,4,2013,4-2013
2013-05-01,Peru,PER,1793,5,2013,5-2013
2013-06-01,Peru,PER,1072,6,2013,6-2013
2013-07-01,Peru,PER,608,7,2013,7-2013
2013-08-01,Peru,PER,569,8,2013,8-2013
2013-09-01,Peru,PER,502,9,2013,9-2013
2013-10-01,Peru,PER,701,10,2013,10-2013
2013-11-01,Peru,PER,1444,11,2013,11-2013
2013-12-01,Peru,PER,953,12,2013,12-2013
2018-01-01,Peru,PER,2048,1,2018,1-2018
2018-02-01,Peru,PER,908,2,2018,2-2018
2018-04-01,Peru,PER,1146,4,2018,4-2018
2018-06-01,Peru,PER,176,6,2018,6-2018
2018-07-01,Peru,PER,333,7,2018,7-2018
2018-09-01,Peru,PER,113,9,2018,9-2018
2018-10-01,Peru,PER,50,10,2018,10-2018
2018-12-01,Peru,PER,614,12,2018,12-2018
2011-01-01,Philippines,PHL,10633,1,2011,1-2011
2011-02-01,Philippines,PHL,6755,2,2011,2-2011
2011-03-01,Philippines,PHL,5246,3,2011,3-2011
2011-04-01,Philippines,PHL,3680,4,2011,4-2011
2011-05-01,Philippines,PHL,3733,5,2011,5-2011
2011-06-01,Philippines,PHL,6791,6,2011,6-2011
2011-07-01,Philippines,PHL,15572,7,2011,7-2011
2011-08-01,Philippines,PHL,28573,8,2011,8-2011
2011-09-01,Philippines,PHL,18568,9,2011,9-2011
2011-10-01,Philippines,PHL,9371,10,2011,10-2011
2011-11-01,Philippines,PHL,6476,11,2011,11-2011
2011-12-01,Philippines,PHL,2020,12,2011,12-2011
2013-01-01,Philippines,PHL,11037,1,2013,1-2013
2013-02-01,Philippines,PHL,11079,2,2013,2-2013
2013-03-01,Philippines,PHL,10531,3,2013,3-2013
2013-04-01,Philippines,PHL,7941,4,2013,4-2013
2013-05-01,Philippines,PHL,9524,5,2013,5-2013
2013-06-01,Philippines,PHL,15148,6,2013,6-2013
2013-07-01,Philippines,PHL,31703,7,2013,7-2013
2013-08-01,Philippines,PHL,35691,8,2013,8-2013
2013-09-01,Philippines,PHL,29045,9,2013,9-2013
2013-10-01,Philippines,PHL,24818,10,2013,10-2013
2013-11-01,Philippines,PHL,16438,11,2013,11-2013
2013-12-01,Philippines,PHL,12183,12,2013,12-2013
2014-01-01,Philippines,PHL,8433,1,2014,1-2014
2014-02-01,Philippines,PHL,5352,2,2014,2-2014
2014-03-01,Philippines,PHL,4504,3,2014,3-2014
2014-04-01,Philippines,PHL,3745,4,2014,4-2014
2014-05-01,Philippines,PHL,5518,5,2014,5-2014
2014-06-01,Philippines,PHL,8383,6,2014,6-2014
2014-07-01,Philippines,PHL,13135,7,2014,7-2014
2014-08-01,Philippines,PHL,16935,8,2014,8-2014
2014-09-01,Philippines,PHL,14632,9,2014,9-2014
2014-10-01,Philippines,PHL,14258,10,2014,10-2014
2014-11-01,Philippines,PHL,13432,11,2014,11-2014
2014-12-01,Philippines,PHL,5627,12,2014,12-2014
2017-01-01,Philippines,PHL,17041,1,2017,1-2017
2017-02-01,Philippines,PHL,9608,2,2017,2-2017
2017-03-01,Philippines,PHL,7597,3,2017,3-2017
2017-04-01,Philippines,PHL,5510,4,2017,4-2017
2017-05-01,Philippines,PHL,5269,5,2017,5-2017
2017-06-01,Philippines,PHL,9186,6,2017,6-2017
2017-07-01,Philippines,PHL,17211,7,2017,7-2017
2017-08-01,Philippines,PHL,24966,8,2017,8-2017
2017-09-01,Philippines,PHL,17421,9,2017,9-2017
2017-10-01,Philippines,PHL,13185,10,2017,10-2017
2017-11-01,Philippines,PHL,8235,11,2017,11-2017
2017-12-01,Philippines,PHL,6789,12,2017,12-2017
2018-01-01,Philippines,PHL,15187,1,2018,1-2018
2018-02-01,Philippines,PHL,9708,2,2018,2-2018
2018-03-01,Philippines,PHL,7945,3,2018,3-2018
2018-04-01,Philippines,PHL,5979,4,2018,4-2018
2018-05-01,Philippines,PHL,7668,5,2018,5-2018
2018-06-01,Philippines,PHL,13419,6,2018,6-2018
2018-07-01,Philippines,PHL,26227,7,2018,7-2018
2018-08-01,Philippines,PHL,33056,8,2018,8-2018
2018-09-01,Philippines,PHL,28311,9,2018,9-2018
2018-10-01,Philippines,PHL,30208,10,2018,10-2018
2018-11-01,Philippines,PHL,26829,11,2018,11-2018
2018-12-01,Philippines,PHL,14377,12,2018,12-2018
2019-01-01,Philippines,PHL,31644,1,2019,1-2019
2019-02-01,Philippines,PHL,21285,2,2019,2-2019
2019-03-01,Philippines,PHL,14859,3,2019,3-2019
2019-04-01,Philippines,PHL,9735,4,2019,4-2019
2019-05-01,Philippines,PHL,13274,5,2019,5-2019
2019-06-01,Philippines,PHL,29900,6,2019,6-2019
2019-07-01,Philippines,PHL,74279,7,2019,7-2019
2019-08-01,Philippines,PHL,90718,8,2019,8-2019
2019-09-01,Philippines,PHL,65364,9,2019,9-2019
2019-10-01,Philippines,PHL,42895,10,2019,10-2019
2019-11-01,Philippines,PHL,26669,11,2019,11-2019
2019-12-01,Philippines,PHL,16994,12,2019,12-2019
2022-01-01,Philippines,PHL,5910,1,2022,1-2022
2022-02-01,Philippines,PHL,5471,2,2022,2-2022
2022-03-01,Philippines,PHL,7677,3,2022,3-2022
2022-04-01,Philippines,PHL,10627,4,2022,4-2022
2022-05-01,Philippines,PHL,19708,5,2022,5-2022
2022-06-01,Philippines,PHL,32007,6,2022,6-2022
2022-07-01,Philippines,PHL,42900,7,2022,7-2022
2022-08-01,Philippines,PHL,37129,8,2022,8-2022
2022-09-01,Philippines,PHL,26632,9,2022,9-2022
2022-10-01,Philippines,PHL,16358,10,2022,10-2022
2022-11-01,Philippines,PHL,14123,11,2022,11-2022
2022-12-01,Philippines,PHL,2868,12,2022,12-2022
2014-01-01,French Polynesia,PYF,136,1,2014,1-2014
2014-02-01,French Polynesia,PYF,112,2,2014,2-2014
2014-03-01,French Polynesia,PYF,117,3,2014,3-2014
2014-04-01,French Polynesia,PYF,147,4,2014,4-2014
2014-05-01,French Polynesia,PYF,176,5,2014,5-2014
2014-06-01,French Polynesia,PYF,192,6,2014,6-2014
2014-07-01,French Polynesia,PYF,221,7,2014,7-2014
2014-08-01,French Polynesia,PYF,289,8,2014,8-2014
2014-09-01,French Polynesia,PYF,193,9,2014,9-2014
2014-10-01,French Polynesia,PYF,295,10,2014,10-2014
2014-11-01,French Polynesia,PYF,135,11,2014,11-2014
2014-12-01,French Polynesia,PYF,66,12,2014,12-2014
2015-01-01,French Polynesia,PYF,44,1,2015,1-2015
2015-02-01,French Polynesia,PYF,36,2,2015,2-2015
2015-03-01,French Polynesia,PYF,39,3,2015,3-2015
2015-04-01,French Polynesia,PYF,62,4,2015,4-2015
2015-05-01,French Polynesia,PYF,79,5,2015,5-2015
2015-06-01,French Polynesia,PYF,103,6,2015,6-2015
2015-07-01,French Polynesia,PYF,57,7,2015,7-2015
2015-08-01,French Polynesia,PYF,120,8,2015,8-2015
2015-09-01,French Polynesia,PYF,128,9,2015,9-2015
2015-10-01,French Polynesia,PYF,106,10,2015,10-2015
2015-11-01,French Polynesia,PYF,80,11,2015,11-2015
2015-12-01,French Polynesia,PYF,158,12,2015,12-2015
2018-01-01,French Polynesia,PYF,33,1,2018,1-2018
2018-02-01,French Polynesia,PYF,23,2,2018,2-2018
2018-03-01,French Polynesia,PYF,28,3,2018,3-2018
2018-04-01,French Polynesia,PYF,23,4,2018,4-2018
2018-05-01,French Polynesia,PYF,30,5,2018,5-2018
2018-06-01,French Polynesia,PYF,40,6,2018,6-2018
2018-07-01,French Polynesia,PYF,32,7,2018,7-2018
2018-08-01,French Polynesia,PYF,23,8,2018,8-2018
2018-09-01,French Polynesia,PYF,14,9,2018,9-2018
2018-10-01,French Polynesia,PYF,33,10,2018,10-2018
2018-11-01,French Polynesia,PYF,27,11,2018,11-2018
2018-12-01,French Polynesia,PYF,15,12,2018,12-2018
2010-01-01,Saudi Arabia,SAU,87,1,2010,1-2010
2010-02-01,Saudi Arabia,SAU,163,2,2010,2-2010
2010-03-01,Saudi Arabia,SAU,422,3,2010,3-2010
2010-04-01,Saudi Arabia,SAU,926,4,2010,4-2010
2010-05-01,Saudi Arabia,SAU,843,5,2010,5-2010
2010-06-01,Saudi Arabia,SAU,523,6,2010,6-2010
2010-07-01,Saudi Arabia,SAU,236,7,2010,7-2010
2010-08-01,Saudi Arabia,SAU,81,8,2010,8-2010
2010-09-01,Saudi Arabia,SAU,54,9,2010,9-2010
2010-10-01,Saudi Arabia,SAU,69,10,2010,10-2010
2010-11-01,Saudi Arabia,SAU,64,11,2010,11-2010
2010-12-01,Saudi Arabia,SAU,58,12,2010,12-2010
2011-01-01,Saudi Arabia,SAU,68,1,2011,1-2011
2011-02-01,Saudi Arabia,SAU,55,2,2011,2-2011
2011-03-01,Saudi Arabia,SAU,137,3,2011,3-2011
2011-04-01,Saudi Arabia,SAU,337,4,2011,4-2011
2011-05-01,Saudi Arabia,SAU,800,5,2011,5-2011
2011-06-01,Saudi Arabia,SAU,995,6,2011,6-2011
2011-07-01,Saudi Arabia,SAU,417,7,2011,7-2011
2011-08-01,Saudi Arabia,SAU,179,8,2011,8-2011
2011-09-01,Saudi Arabia,SAU,98,9,2011,9-2011
2011-10-01,Saudi Arabia,SAU,57,10,2011,10-2011
2011-11-01,Saudi Arabia,SAU,58,11,2011,11-2011
2011-12-01,Saudi Arabia,SAU,101,12,2011,12-2011
2012-01-01,Saudi Arabia,SAU,97,1,2012,1-2012
2012-02-01,Saudi Arabia,SAU,72,2,2012,2-2012
2012-03-01,Saudi Arabia,SAU,149,3,2012,3-2012
2012-04-01,Saudi Arabia,SAU,142,4,2012,4-2012
2012-05-01,Saudi Arabia,SAU,374,5,2012,5-2012
2012-06-01,Saudi Arabia,SAU,253,6,2012,6-2012
2012-07-01,Saudi Arabia,SAU,178,7,2012,7-2012
2012-08-01,Saudi Arabia,SAU,92,8,2012,8-2012
2012-09-01,Saudi Arabia,SAU,45,9,2012,9-2012
2012-10-01,Saudi Arabia,SAU,37,10,2012,10-2012
2012-11-01,Saudi Arabia,SAU,75,11,2012,11-2012
2012-12-01,Saudi Arabia,SAU,235,12,2012,12-2012
2013-01-01,Saudi Arabia,SAU,636,1,2013,1-2013
2013-02-01,Saudi Arabia,SAU,531,2,2013,2-2013
2013-03-01,Saudi Arabia,SAU,704,3,2013,3-2013
2013-04-01,Saudi Arabia,SAU,919,4,2013,4-2013
2013-05-01,Saudi Arabia,SAU,1587,5,2013,5-2013
