country,iso3,Year,Month,date,cases,source
Malaysia,MYS,2024,2,2024-02-01,13954,WHO
Malaysia,MYS,2024,3,2024-03-01,11763,WHO
Malaysia,MYS,2024,4,2024-04-01,8743,WHO
Malaysia,MYS,2024,5,2024-05-01,11742,WHO
Malaysia,MYS,2024,6,2024-06-01,10634,WHO
Malaysia,MYS,2024,7,2024-07-01,12992,WHO
Malaysia,MYS,2024,8,2024-08-01,8317,WHO
Malaysia,MYS,2024,9,2024-09-01,6938,WHO
Malaysia,MYS,2024,10,2024-10-01,7740,WHO
Malaysia,MYS,2024,11,2024-11-01,5699,WHO
Malaysia,MYS,2024,12,2024-12-01,5474,WHO
Malaysia,MYS,2025,1,2025-01-01,6676,WHO
Malaysia,MYS,2025,2,2025-02-01,5049,WHO
Malaysia,MYS,2025,3,2025-03-01,4571,WHO
Malaysia,MYS,2025,4,2025-04-01,5383,WHO
Malaysia,MYS,2025,5,2025-05-01,4877,WHO
Malaysia,MYS,2025,6,2025-06-01,4657,WHO
Malaysia,MYS,2025,7,2025-07-01,5065,WHO
Malaysia,MYS,2025,8,2025-08-01,3338,WHO
Malaysia,MYS,2025,9,2025-09-01,NA,NA
Malaysia,MYS,2025,10,2025-10-01,NA,NA
Malaysia,MYS,2025,11,2025-11-01,NA,NA
Malaysia,MYS,2025,12,2025-12-01,NA,NA
Maldives,MDV,2024,1,2024-01-01,138,SEARO
Maldives,MDV,2024,2,2024-02-01,120,SEARO
Maldives,MDV,2024,3,2024-03-01,125,SEARO
Maldives,MDV,2024,4,2024-04-01,255,SEARO
Maldives,MDV,2024,5,2024-05-01,667,SEARO
Maldives,MDV,2024,6,2024-06-01,618,SEARO
Maldives,MDV,2024,7,2024-07-01,440,SEARO
Maldives,MDV,2024,8,2024-08-01,394,SEARO
Maldives,MDV,2024,9,2024-09-01,180,SEARO
Maldives,MDV,2024,10,2024-10-01,117,SEARO
Maldives,MDV,2024,11,2024-11-01,124,SEARO
Maldives,MDV,2024,12,2024-12-01,68,SEARO
Maldives,MDV,2025,1,2025-01-01,72,SEARO
Maldives,MDV,2025,2,2025-02-01,74,SEARO
Maldives,MDV,2025,3,2025-03-01,69,SEARO
Maldives,MDV,2025,4,2025-04-01,120,SEARO
Maldives,MDV,2025,5,2025-05-01,116,SEARO
Maldives,MDV,2025,6,2025-06-01,165,SEARO
Maldives,MDV,2025,7,2025-07-01,168,SEARO
Maldives,MDV,2025,8,2025-08-01,256,SEARO
Maldives,MDV,2025,9,2025-09-01,252,SEARO
Maldives,MDV,2025,10,2025-10-01,0,SEARO
Maldives,MDV,2025,11,2025-11-01,0,SEARO
Maldives,MDV,2025,12,2025-12-01,0,SEARO
Mali,MLI,2024,1,2024-01-01,576,WHO
Mali,MLI,2024,2,2024-02-01,1067,WHO
Mali,MLI,2024,3,2024-03-01,1122,WHO
Mali,MLI,2024,4,2024-04-01,594,WHO
Mali,MLI,2024,5,2024-05-01,1423,WHO
Mali,MLI,2024,6,2024-06-01,216,WHO
Mali,MLI,2024,7,2024-07-01,421,WHO
Mali,MLI,2024,8,2024-08-01,231,WHO
Mali,MLI,2024,9,2024-09-01,478,WHO
Mali,MLI,2024,10,2024-10-01,1024,WHO
Mali,MLI,2024,11,2024-11-01,1772,WHO
Mali,MLI,2024,12,2024-12-01,632,WHO
Mali,MLI,2025,1,2025-01-01,511,WHO
Mali,MLI,2025,2,2025-02-01,453,WHO
Mali,MLI,2025,3,2025-03-01,332,WHO
Mali,MLI,2025,4,2025-04-01,186,WHO
Mali,MLI,2025,5,2025-05-01,242,WHO
Mali,MLI,2025,6,2025-06-01,233,WHO
Mali,MLI,2025,7,2025-07-01,384,WHO
Mali,MLI,2025,8,2025-08-01,361,WHO
Mali,MLI,2025,9,2025-09-01,NA,NA
Mali,MLI,2025,10,2025-10-01,NA,NA
Mali,MLI,2025,11,2025-11-01,NA,NA
Mali,MLI,2025,12,2025-12-01,NA,NA
Malta,MLT,2024,1,2024-01-01,0,WHO
Malta,MLT,2024,2,2024-02-01,0,WHO
Malta,MLT,2024,3,2024-03-01,0,WHO
Malta,MLT,2024,4,2024-04-01,0,WHO
Malta,MLT,2024,5,2024-05-01,0,WHO
Malta,MLT,2024,6,2024-06-01,0,WHO
Malta,MLT,2024,7,2024-07-01,0,WHO
Malta,MLT,2024,8,2024-08-01,0,WHO
Malta,MLT,2024,9,2024-09-01,0,WHO
Malta,MLT,2024,10,2024-10-01,0,WHO
Malta,MLT,2024,11,2024-11-01,0,WHO
Malta,MLT,2024,12,2024-12-01,0,WHO
Malta,MLT,2025,1,2025-01-01,0,WHO
Malta,MLT,2025,2,2025-02-01,0,WHO
Malta,MLT,2025,3,2025-03-01,0,WHO
Malta,MLT,2025,4,2025-04-01,0,WHO
Malta,MLT,2025,5,2025-05-01,0,WHO
Malta,MLT,2025,6,2025-06-01,0,WHO
Malta,MLT,2025,7,2025-07-01,0,WHO
Malta,MLT,2025,8,2025-08-01,0,WHO
Malta,MLT,2025,9,2025-09-01,NA,NA
Malta,MLT,2025,10,2025-10-01,NA,NA
Malta,MLT,2025,11,2025-11-01,NA,NA
Malta,MLT,2025,12,2025-12-01,NA,NA
Marshall Islands,MHL,2024,1,2024-01-01,0,WHO
Marshall Islands,MHL,2024,2,2024-02-01,0,WHO
Marshall Islands,MHL,2024,3,2024-03-01,0,WHO
Marshall Islands,MHL,2024,4,2024-04-01,0,WHO
Marshall Islands,MHL,2024,5,2024-05-01,0,WHO
Marshall Islands,MHL,2024,6,2024-06-01,0,WHO
Marshall Islands,MHL,2024,7,2024-07-01,0,WHO
Marshall Islands,MHL,2024,8,2024-08-01,0,WHO
Marshall Islands,MHL,2024,9,2024-09-01,NA,NA
Marshall Islands,MHL,2024,10,2024-10-01,NA,NA
Marshall Islands,MHL,2024,11,2024-11-01,NA,NA
Marshall Islands,MHL,2024,12,2024-12-01,NA,NA
Marshall Islands,MHL,2025,1,2025-01-01,0,WHO
Marshall Islands,MHL,2025,2,2025-02-01,0,WHO
Marshall Islands,MHL,2025,3,2025-03-01,0,WHO
Marshall Islands,MHL,2025,4,2025-04-01,0,WHO
Marshall Islands,MHL,2025,5,2025-05-01,0,WHO
Marshall Islands,MHL,2025,6,2025-06-01,0,WHO
Marshall Islands,MHL,2025,7,2025-07-01,0,WHO
Marshall Islands,MHL,2025,8,2025-08-01,0,WHO
Marshall Islands,MHL,2025,9,2025-09-01,NA,NA
Marshall Islands,MHL,2025,10,2025-10-01,NA,NA
Marshall Islands,MHL,2025,11,2025-11-01,NA,NA
Marshall Islands,MHL,2025,12,2025-12-01,NA,NA
Martinique,MTQ,2024,1,2024-01-01,1630,PAHO
Martinique,MTQ,2024,2,2024-02-01,1765,PAHO
Martinique,MTQ,2024,3,2024-03-01,1160,PAHO
Martinique,MTQ,2024,4,2024-04-01,730,PAHO
Martinique,MTQ,2024,5,2024-05-01,340,PAHO
Martinique,MTQ,2024,6,2024-06-01,160,PAHO
Martinique,MTQ,2024,7,2024-07-01,219,PAHO
Martinique,MTQ,2024,8,2024-08-01,0,WHO
Martinique,MTQ,2024,9,2024-09-01,660,PAHO
Martinique,MTQ,2024,10,2024-10-01,305,PAHO
Martinique,MTQ,2024,11,2024-11-01,267,PAHO
Martinique,MTQ,2024,12,2024-12-01,135,PAHO
Martinique,MTQ,2025,1,2025-01-01,293,PAHO
Martinique,MTQ,2025,2,2025-02-01,100,PAHO
Martinique,MTQ,2025,3,2025-03-01,282,PAHO
Martinique,MTQ,2025,4,2025-04-01,100,PAHO
Martinique,MTQ,2025,5,2025-05-01,130,PAHO
Martinique,MTQ,2025,6,2025-06-01,90,PAHO
Martinique,MTQ,2025,7,2025-07-01,NA,WHO
Martinique,MTQ,2025,8,2025-08-01,NA,WHO
Martinique,MTQ,2025,9,2025-09-01,NA,NA
Martinique,MTQ,2025,10,2025-10-01,NA,NA
Martinique,MTQ,2025,11,2025-11-01,NA,NA
Martinique,MTQ,2025,12,2025-12-01,NA,NA
Mauritania,MRT,2024,1,2024-01-01,513,WHO
Mauritania,MRT,2024,2,2024-02-01,407,WHO
Mauritania,MRT,2024,3,2024-03-01,243,WHO
Mauritania,MRT,2024,4,2024-04-01,221,WHO
Mauritania,MRT,2024,5,2024-05-01,135,WHO
Mauritania,MRT,2024,6,2024-06-01,326,WHO
Mauritania,MRT,2024,7,2024-07-01,90,WHO
Mauritania,MRT,2024,8,2024-08-01,382,WHO
Mauritania,MRT,2024,9,2024-09-01,489,WHO
Mauritania,MRT,2024,10,2024-10-01,583,WHO
Mauritania,MRT,2024,11,2024-11-01,170,WHO
Mauritania,MRT,2024,12,2024-12-01,81,WHO
Mauritania,MRT,2025,1,2025-01-01,102,WHO
Mauritania,MRT,2025,2,2025-02-01,66,WHO
Mauritania,MRT,2025,3,2025-03-01,35,WHO
Mauritania,MRT,2025,4,2025-04-01,41,WHO
Mauritania,MRT,2025,5,2025-05-01,3,WHO
Mauritania,MRT,2025,6,2025-06-01,179,WHO
Mauritania,MRT,2025,7,2025-07-01,82,WHO
Mauritania,MRT,2025,8,2025-08-01,37,WHO
Mauritania,MRT,2025,9,2025-09-01,NA,NA
Mauritania,MRT,2025,10,2025-10-01,NA,NA
Mauritania,MRT,2025,11,2025-11-01,NA,NA
Mauritania,MRT,2025,12,2025-12-01,NA,NA
Mauritius,MUS,2024,1,2024-01-01,231,WHO
Mauritius,MUS,2024,2,2024-02-01,3239,WHO
Mauritius,MUS,2024,3,2024-03-01,2067,WHO
Mauritius,MUS,2024,4,2024-04-01,1633,WHO
Mauritius,MUS,2024,5,2024-05-01,1640,WHO
Mauritius,MUS,2024,6,2024-06-01,314,WHO
Mauritius,MUS,2024,7,2024-07-01,193,WHO
Mauritius,MUS,2024,8,2024-08-01,105,WHO
Mauritius,MUS,2024,9,2024-09-01,207,WHO
Mauritius,MUS,2024,10,2024-10-01,144,WHO
Mauritius,MUS,2024,11,2024-11-01,79,WHO
Mauritius,MUS,2024,12,2024-12-01,65,WHO
Mauritius,MUS,2025,1,2025-01-01,79,WHO
Mauritius,MUS,2025,2,2025-02-01,32,WHO
Mauritius,MUS,2025,3,2025-03-01,145,WHO
Mauritius,MUS,2025,4,2025-04-01,361,WHO
Mauritius,MUS,2025,5,2025-05-01,544,WHO
Mauritius,MUS,2025,6,2025-06-01,NA,NA
Mauritius,MUS,2025,7,2025-07-01,255,WHO
Mauritius,MUS,2025,8,2025-08-01,143,WHO
Mauritius,MUS,2025,9,2025-09-01,NA,NA
Mauritius,MUS,2025,10,2025-10-01,NA,NA
Mauritius,MUS,2025,11,2025-11-01,NA,NA
Mauritius,MUS,2025,12,2025-12-01,NA,NA
Mayotte,MYT,2024,1,2024-01-01,0,WHO
Mayotte,MYT,2024,2,2024-02-01,0,WHO
Mayotte,MYT,2024,3,2024-03-01,1,WHO
Mayotte,MYT,2024,4,2024-04-01,22,WHO
Mayotte,MYT,2024,5,2024-05-01,21,WHO
Mayotte,MYT,2024,6,2024-06-01,13,WHO
Mayotte,MYT,2024,7,2024-07-01,4,WHO
Mayotte,MYT,2024,8,2024-08-01,3,WHO
Mayotte,MYT,2024,9,2024-09-01,0,WHO
Mayotte,MYT,2024,10,2024-10-01,4,WHO
Mayotte,MYT,2024,11,2024-11-01,0,WHO
Mayotte,MYT,2024,12,2024-12-01,0,WHO
Mayotte,MYT,2025,1,2025-01-01,0,WHO
Mayotte,MYT,2025,2,2025-02-01,3,WHO
Mayotte,MYT,2025,3,2025-03-01,2,WHO
Mayotte,MYT,2025,4,2025-04-01,4,WHO
Mayotte,MYT,2025,5,2025-05-01,16,WHO
Mayotte,MYT,2025,6,2025-06-01,2,WHO
Mayotte,MYT,2025,7,2025-07-01,2,WHO
Mayotte,MYT,2025,8,2025-08-01,0,WHO
Mayotte,MYT,2025,9,2025-09-01,NA,NA
Mayotte,MYT,2025,10,2025-10-01,NA,NA
Mayotte,MYT,2025,11,2025-11-01,NA,NA
Mayotte,MYT,2025,12,2025-12-01,NA,NA
Mexico,MEX,2024,1,2024-01-01,21247,PAHO
Mexico,MEX,2024,2,2024-02-01,13673,PAHO
Mexico,MEX,2024,3,2024-03-01,12467,PAHO
Mexico,MEX,2024,4,2024-04-01,16800,PAHO
Mexico,MEX,2024,5,2024-05-01,16998,PAHO
Mexico,MEX,2024,6,2024-06-01,31988,PAHO
Mexico,MEX,2024,7,2024-07-01,58351,PAHO
Mexico,MEX,2024,8,2024-08-01,78848,PAHO
Mexico,MEX,2024,9,2024-09-01,125935,PAHO
Mexico,MEX,2024,10,2024-10-01,95931,PAHO
Mexico,MEX,2024,11,2024-11-01,60222,PAHO
Mexico,MEX,2024,12,2024-12-01,26387,PAHO
Mexico,MEX,2025,1,2025-01-01,11169,PAHO
Mexico,MEX,2025,2,2025-02-01,8366,PAHO
Mexico,MEX,2025,3,2025-03-01,8693,PAHO
Mexico,MEX,2025,4,2025-04-01,6206,PAHO
Mexico,MEX,2025,5,2025-05-01,7732,PAHO
Mexico,MEX,2025,6,2025-06-01,11965,PAHO
Mexico,MEX,2025,7,2025-07-01,11728,PAHO
Mexico,MEX,2025,8,2025-08-01,13106,PAHO
Mexico,MEX,2025,9,2025-09-01,20720,PAHO
Mexico,MEX,2025,10,2025-10-01,NA,NA
Mexico,MEX,2025,11,2025-11-01,NA,NA
Mexico,MEX,2025,12,2025-12-01,NA,NA
Micronesia (Federated States of),FSM,2024,1,2024-01-01,4,WHO
Micronesia (Federated States of),FSM,2024,2,2024-02-01,5,WHO
Micronesia (Federated States of),FSM,2024,3,2024-03-01,3,WHO
Micronesia (Federated States of),FSM,2024,4,2024-04-01,5,WHO
Micronesia (Federated States of),FSM,2024,5,2024-05-01,9,WHO
Micronesia (Federated States of),FSM,2024,6,2024-06-01,4,WHO
Micronesia (Federated States of),FSM,2024,7,2024-07-01,1,WHO
Micronesia (Federated States of),FSM,2024,8,2024-08-01,8,WHO
Micronesia (Federated States of),FSM,2024,9,2024-09-01,4,WHO
Micronesia (Federated States of),FSM,2024,10,2024-10-01,NA,NA
Micronesia (Federated States of),FSM,2024,11,2024-11-01,NA,NA
Micronesia (Federated States of),FSM,2024,12,2024-12-01,NA,NA
Micronesia (Federated States of),FSM,2025,1,2025-01-01,5,WHO
Micronesia (Federated States of),FSM,2025,2,2025-02-01,9,WHO
Micronesia (Federated States of),FSM,2025,3,2025-03-01,1,WHO
Micronesia (Federated States of),FSM,2025,4,2025-04-01,3,WHO
Micronesia (Federated States of),FSM,2025,5,2025-05-01,1,WHO
Micronesia (Federated States of),FSM,2025,6,2025-06-01,2,WHO
Micronesia (Federated States of),FSM,2025,7,2025-07-01,6,WHO
Micronesia (Federated States of),FSM,2025,8,2025-08-01,4,WHO
Micronesia (Federated States of),FSM,2025,9,2025-09-01,NA,NA
Micronesia (Federated States of),FSM,2025,10,2025-10-01,NA,NA
Micronesia (Federated States of),FSM,2025,11,2025-11-01,NA,NA
Micronesia (Federated States of),FSM,2025,12,2025-12-01,NA,NA
Monaco,MCO,2024,1,2024-01-01,0,WHO
Monaco,MCO,2024,2,2024-02-01,0,WHO
Monaco,MCO,2024,3,2024-03-01,0,WHO
Monaco,MCO,2024,4,2024-04-01,0,WHO
Monaco,MCO,2024,5,2024-05-01,0,WHO
Monaco,MCO,2024,6,2024-06-01,0,WHO
Monaco,MCO,2024,7,2024-07-01,0,WHO
Monaco,MCO,2024,8,2024-08-01,0,WHO
Monaco,MCO,2024,9,2024-09-01,0,WHO
Monaco,MCO,2024,10,2024-10-01,0,WHO
Monaco,MCO,2024,11,2024-11-01,0,WHO
Monaco,MCO,2024,12,2024-12-01,0,WHO
Monaco,MCO,2025,1,2025-01-01,0,WHO
Monaco,MCO,2025,2,2025-02-01,0,WHO
Monaco,MCO,2025,3,2025-03-01,0,WHO
Monaco,MCO,2025,4,2025-04-01,0,WHO
Monaco,MCO,2025,5,2025-05-01,0,WHO
Monaco,MCO,2025,6,2025-06-01,0,WHO
Monaco,MCO,2025,7,2025-07-01,0,WHO
Monaco,MCO,2025,8,2025-08-01,0,WHO
Monaco,MCO,2025,9,2025-09-01,NA,NA
Monaco,MCO,2025,10,2025-10-01,NA,NA
Monaco,MCO,2025,11,2025-11-01,NA,NA
Monaco,MCO,2025,12,2025-12-01,NA,NA
Montenegro,MNE,2024,1,2024-01-01,0,WHO
Montenegro,MNE,2024,2,2024-02-01,0,WHO
Montenegro,MNE,2024,3,2024-03-01,0,WHO
Montenegro,MNE,2024,4,2024-04-01,0,WHO
Montenegro,MNE,2024,5,2024-05-01,0,WHO
Montenegro,MNE,2024,6,2024-06-01,0,WHO
Montenegro,MNE,2024,7,2024-07-01,0,WHO
Montenegro,MNE,2024,8,2024-08-01,0,WHO
Montenegro,MNE,2024,9,2024-09-01,0,WHO
Montenegro,MNE,2024,10,2024-10-01,0,WHO
Montenegro,MNE,2024,11,2024-11-01,0,WHO
Montenegro,MNE,2024,12,2024-12-01,0,WHO
Montenegro,MNE,2025,1,2025-01-01,0,WHO
Montenegro,MNE,2025,2,2025-02-01,0,WHO
Montenegro,MNE,2025,3,2025-03-01,0,WHO
Montenegro,MNE,2025,4,2025-04-01,0,WHO
Montenegro,MNE,2025,5,2025-05-01,0,WHO
Montenegro,MNE,2025,6,2025-06-01,0,WHO
Montenegro,MNE,2025,7,2025-07-01,0,WHO
Montenegro,MNE,2025,8,2025-08-01,0,WHO
Montenegro,MNE,2025,9,2025-09-01,NA,NA
Montenegro,MNE,2025,10,2025-10-01,NA,NA
Montenegro,MNE,2025,11,2025-11-01,NA,NA
Montenegro,MNE,2025,12,2025-12-01,NA,NA
Montserrat,MSR,2024,1,2024-01-01,1,PAHO
Montserrat,MSR,2024,2,2024-02-01,0,WHO
Montserrat,MSR,2024,3,2024-03-01,0,WHO
Montserrat,MSR,2024,4,2024-04-01,0,WHO
Montserrat,MSR,2024,5,2024-05-01,0,WHO
Montserrat,MSR,2024,6,2024-06-01,1,PAHO
Montserrat,MSR,2024,7,2024-07-01,0,WHO
Montserrat,MSR,2024,8,2024-08-01,0,WHO
Montserrat,MSR,2024,9,2024-09-01,1,PAHO
Montserrat,MSR,2024,10,2024-10-01,1,WHO
Montserrat,MSR,2024,11,2024-11-01,0,WHO
Montserrat,MSR,2024,12,2024-12-01,NA,PAHO
Montserrat,MSR,2025,1,2025-01-01,0,WHO
Montserrat,MSR,2025,2,2025-02-01,0,WHO
Montserrat,MSR,2025,3,2025-03-01,0,WHO
Montserrat,MSR,2025,4,2025-04-01,1,PAHO
Montserrat,MSR,2025,5,2025-05-01,0,WHO
Montserrat,MSR,2025,6,2025-06-01,0,WHO
Montserrat,MSR,2025,7,2025-07-01,0,WHO
Montserrat,MSR,2025,8,2025-08-01,NA,PAHO
Montserrat,MSR,2025,9,2025-09-01,NA,PAHO
Montserrat,MSR,2025,10,2025-10-01,NA,NA
Montserrat,MSR,2025,11,2025-11-01,NA,NA
Montserrat,MSR,2025,12,2025-12-01,NA,NA
Mozambique,MOZ,2024,1,2024-01-01,0,WHO
Mozambique,MOZ,2024,2,2024-02-01,0,WHO
Mozambique,MOZ,2024,3,2024-03-01,0,WHO
Mozambique,MOZ,2024,4,2024-04-01,0,WHO
Mozambique,MOZ,2024,5,2024-05-01,0,WHO
Mozambique,MOZ,2024,6,2024-06-01,0,WHO
Mozambique,MOZ,2024,7,2024-07-01,NA,NA
Mozambique,MOZ,2024,8,2024-08-01,NA,NA
Mozambique,MOZ,2024,9,2024-09-01,NA,NA
Mozambique,MOZ,2024,10,2024-10-01,NA,NA
Mozambique,MOZ,2024,11,2024-11-01,NA,NA
Mozambique,MOZ,2024,12,2024-12-01,NA,NA
Myanmar,MMR,2024,1,2024-01-01,208,SEARO
Myanmar,MMR,2024,2,2024-02-01,181,SEARO
Myanmar,MMR,2024,3,2024-03-01,176,SEARO
Myanmar,MMR,2024,4,2024-04-01,203,SEARO
Myanmar,MMR,2024,5,2024-05-01,311,SEARO
Myanmar,MMR,2024,6,2024-06-01,574,SEARO
Myanmar,MMR,2024,7,2024-07-01,1236,SEARO
Myanmar,MMR,2024,8,2024-08-01,1239,SEARO
Myanmar,MMR,2024,9,2024-09-01,933,SEARO
Myanmar,MMR,2024,10,2024-10-01,690,SEARO
Myanmar,MMR,2024,11,2024-11-01,380,SEARO
Myanmar,MMR,2024,12,2024-12-01,257,SEARO
Myanmar,MMR,2025,1,2025-01-01,172,SEARO
Myanmar,MMR,2025,2,2025-02-01,120,SEARO
Myanmar,MMR,2025,3,2025-03-01,167,SEARO
Myanmar,MMR,2025,4,2025-04-01,235,SEARO
Myanmar,MMR,2025,5,2025-05-01,699,SEARO
Myanmar,MMR,2025,6,2025-06-01,1744,SEARO
Myanmar,MMR,2025,7,2025-07-01,3065,SEARO
Myanmar,MMR,2025,8,2025-08-01,2415,SEARO
Myanmar,MMR,2025,9,2025-09-01,0,SEARO
Myanmar,MMR,2025,10,2025-10-01,0,SEARO
Myanmar,MMR,2025,11,2025-11-01,0,SEARO
Myanmar,MMR,2025,12,2025-12-01,0,SEARO
Namibia,NAM,2024,1,2024-01-01,0,WHO
Namibia,NAM,2024,2,2024-02-01,0,WHO
Namibia,NAM,2024,3,2024-03-01,0,WHO
Namibia,NAM,2024,4,2024-04-01,0,WHO
Namibia,NAM,2024,5,2024-05-01,0,WHO
Namibia,NAM,2024,6,2024-06-01,0,WHO
Namibia,NAM,2024,7,2024-07-01,NA,NA
Namibia,NAM,2024,8,2024-08-01,NA,NA
Namibia,NAM,2024,9,2024-09-01,NA,NA
Namibia,NAM,2024,10,2024-10-01,NA,NA
Namibia,NAM,2024,11,2024-11-01,NA,NA
Namibia,NAM,2024,12,2024-12-01,NA,NA
Nauru,NRU,2025,1,2025-01-01,0,WHO
Nauru,NRU,2025,2,2025-02-01,0,WHO
Nauru,NRU,2025,3,2025-03-01,0,WHO
Nauru,NRU,2025,4,2025-04-01,0,WHO
Nauru,NRU,2025,5,2025-05-01,0,WHO
Nauru,NRU,2025,6,2025-06-01,1,WHO
Nauru,NRU,2025,7,2025-07-01,313,WHO
Nauru,NRU,2025,8,2025-08-01,120,WHO
Nauru,NRU,2025,9,2025-09-01,NA,NA
Nauru,NRU,2025,10,2025-10-01,NA,NA
Nauru,NRU,2025,11,2025-11-01,NA,NA
Nauru,NRU,2025,12,2025-12-01,NA,NA
Nepal,NPL,2024,1,2024-01-01,499,SEARO
Nepal,NPL,2024,2,2024-02-01,408,SEARO
Nepal,NPL,2024,3,2024-03-01,374,SEARO
Nepal,NPL,2024,4,2024-04-01,463,SEARO
Nepal,NPL,2024,5,2024-05-01,495,SEARO
Nepal,NPL,2024,6,2024-06-01,632,SEARO
Nepal,NPL,2024,7,2024-07-01,1906,SEARO
Nepal,NPL,2024,8,2024-08-01,6493,SEARO
Nepal,NPL,2024,9,2024-09-01,11875,SEARO
Nepal,NPL,2024,10,2024-10-01,12332,SEARO
Nepal,NPL,2024,11,2024-11-01,5544,SEARO
Nepal,NPL,2024,12,2024-12-01,844,SEARO
Nepal,NPL,2025,1,2025-01-01,259,SEARO
Nepal,NPL,2025,2,2025-02-01,252,SEARO
Nepal,NPL,2025,3,2025-03-01,254,SEARO
Nepal,NPL,2025,4,2025-04-01,221,SEARO
Nepal,NPL,2025,5,2025-05-01,314,SEARO
Nepal,NPL,2025,6,2025-06-01,530,SEARO
Nepal,NPL,2025,7,2025-07-01,828,SEARO
Nepal,NPL,2025,8,2025-08-01,1189,SEARO
Nepal,NPL,2025,9,2025-09-01,1526,SEARO
Nepal,NPL,2025,10,2025-10-01,0,SEARO
Nepal,NPL,2025,11,2025-11-01,0,SEARO
Nepal,NPL,2025,12,2025-12-01,0,SEARO
Netherlands (Kingdom of the),NLD,2024,1,2024-01-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,2,2024-02-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,3,2024-03-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,4,2024-04-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,5,2024-05-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,6,2024-06-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,7,2024-07-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,8,2024-08-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,9,2024-09-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,10,2024-10-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,11,2024-11-01,0,WHO
Netherlands (Kingdom of the),NLD,2024,12,2024-12-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,1,2025-01-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,2,2025-02-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,3,2025-03-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,4,2025-04-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,5,2025-05-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,6,2025-06-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,7,2025-07-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,8,2025-08-01,0,WHO
Netherlands (Kingdom of the),NLD,2025,9,2025-09-01,NA,NA
Netherlands (Kingdom of the),NLD,2025,10,2025-10-01,NA,NA
Netherlands (Kingdom of the),NLD,2025,11,2025-11-01,NA,NA
Netherlands (Kingdom of the),NLD,2025,12,2025-12-01,NA,NA
New Caledonia,NCL,2024,1,2024-01-01,2,WHO
New Caledonia,NCL,2024,2,2024-02-01,6,WHO
New Caledonia,NCL,2024,3,2024-03-01,7,WHO
New Caledonia,NCL,2024,4,2024-04-01,1,WHO
New Caledonia,NCL,2024,5,2024-05-01,0,WHO
New Caledonia,NCL,2024,6,2024-06-01,0,WHO
New Caledonia,NCL,2024,7,2024-07-01,NA,NA
New Caledonia,NCL,2024,8,2024-08-01,NA,NA
New Caledonia,NCL,2024,9,2024-09-01,NA,NA
New Caledonia,NCL,2024,10,2024-10-01,NA,NA
New Caledonia,NCL,2024,11,2024-11-01,NA,NA
New Caledonia,NCL,2024,12,2024-12-01,NA,NA
New Caledonia,NCL,2025,1,2025-01-01,0,WHO
New Caledonia,NCL,2025,2,2025-02-01,0,WHO
New Caledonia,NCL,2025,3,2025-03-01,0,WHO
New Caledonia,NCL,2025,4,2025-04-01,2,WHO
New Caledonia,NCL,2025,5,2025-05-01,1,WHO
New Caledonia,NCL,2025,6,2025-06-01,0,WHO
New Caledonia,NCL,2025,7,2025-07-01,0,WHO
New Caledonia,NCL,2025,8,2025-08-01,0,WHO
New Caledonia,NCL,2025,9,2025-09-01,NA,NA
New Caledonia,NCL,2025,10,2025-10-01,NA,NA
New Caledonia,NCL,2025,11,2025-11-01,NA,NA
New Caledonia,NCL,2025,12,2025-12-01,NA,NA
Nicaragua,NIC,2024,1,2024-01-01,9530,PAHO
Nicaragua,NIC,2024,2,2024-02-01,6598,PAHO
Nicaragua,NIC,2024,3,2024-03-01,4172,PAHO
Nicaragua,NIC,2024,4,2024-04-01,4832,PAHO
Nicaragua,NIC,2024,5,2024-05-01,4843,PAHO
Nicaragua,NIC,2024,6,2024-06-01,7818,PAHO
Nicaragua,NIC,2024,7,2024-07-01,9940,PAHO
Nicaragua,NIC,2024,8,2024-08-01,8335,PAHO
Nicaragua,NIC,2024,9,2024-09-01,10999,PAHO
Nicaragua,NIC,2024,10,2024-10-01,9946,PAHO
Nicaragua,NIC,2024,11,2024-11-01,8261,PAHO
Nicaragua,NIC,2024,12,2024-12-01,6748,PAHO
Nicaragua,NIC,2025,1,2025-01-01,5702,PAHO
Nicaragua,NIC,2025,2,2025-02-01,NA,WHO
Nicaragua,NIC,2025,3,2025-03-01,NA,WHO
Nicaragua,NIC,2025,4,2025-04-01,NA,WHO
