country,date,year,month,cases,date_lab,who_region,who_region_long,iso3,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
Trinidad and Tobago,2024-02-01T00:00:00Z,2024,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-03-01T00:00:00Z,2024,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-04-01T00:00:00Z,2024,Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-05-01T00:00:00Z,2024,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-06-01T00:00:00Z,2024,Jun,124.000124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-07-01T00:00:00Z,2024,Jul,677.000677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-08-01T00:00:00Z,2024,Aug,28.00002799999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-09-01T00:00:00Z,2024,Sep,384.00038399999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-10-01T00:00:00Z,2024,Oct,365.0003649999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-11-01T00:00:00Z,2024,Nov,202.00020200000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2024-12-01T00:00:00Z,2024,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2025-01-01T00:00:00Z,2025,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2025-02-01T00:00:00Z,2025,Feb,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2025-03-01T00:00:00Z,2025,Mar,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2025-04-01T00:00:00Z,2025,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2025-05-01T00:00:00Z,2025,May,4.39733208624852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-01-01T00:00:00Z,2024,Jan,27.000027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-02-01T00:00:00Z,2024,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-03-01T00:00:00Z,2024,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-04-01T00:00:00Z,2024,Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-05-01T00:00:00Z,2024,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-06-01T00:00:00Z,2024,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-07-01T00:00:00Z,2024,Jul,8.000007999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-08-01T00:00:00Z,2024,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-09-01T00:00:00Z,2024,Sep,7.0000069999999965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-10-01T00:00:00Z,2024,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-11-01T00:00:00Z,2024,Nov,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2024-12-01T00:00:00Z,2024,Dec,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2025-01-01T00:00:00Z,2025,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2025-02-01T00:00:00Z,2025,Feb,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2025-03-01T00:00:00Z,2025,Mar,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2025-04-01T00:00:00Z,2025,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2025-05-01T00:00:00Z,2025,May,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-01-01T00:00:00Z,2024,Jan,49.000049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-02-01T00:00:00Z,2024,Feb,144.000144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-03-01T00:00:00Z,2024,Mar,116.00011599999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-04-01T00:00:00Z,2024,Apr,240.00024000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-05-01T00:00:00Z,2024,May,130.00013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-06-01T00:00:00Z,2024,Jun,136.000136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-07-01T00:00:00Z,2024,Jul,259.000259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-08-01T00:00:00Z,2024,Aug,357.0003569999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-09-01T00:00:00Z,2024,Sep,653.0006529999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-10-01T00:00:00Z,2024,Oct,352.000352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-11-01T00:00:00Z,2024,Nov,314.0003139999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-12-01T00:00:00Z,2024,Dec,321.000321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2025-01-01T00:00:00Z,2025,Jan,78.00007799999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2025-02-01T00:00:00Z,2025,Feb,65.00006499999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2025-03-01T00:00:00Z,2025,Mar,71.00007099999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2025-04-01T00:00:00Z,2025,Apr,62.000062000000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2025-05-01T00:00:00Z,2025,May,46.000046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2025-06-01T00:00:00Z,2025,Jun,17.000017000000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-01-01T00:00:00Z,2024,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-02-01T00:00:00Z,2024,Feb,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-03-01T00:00:00Z,2024,Mar,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-04-01T00:00:00Z,2024,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-05-01T00:00:00Z,2024,May,6.000005999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-06-01T00:00:00Z,2024,Jun,8.000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-07-01T00:00:00Z,2024,Jul,20.00002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-08-01T00:00:00Z,2024,Aug,60.00005999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-09-01T00:00:00Z,2024,Sep,43.000043000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-10-01T00:00:00Z,2024,Oct,18.000017999999983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-11-01T00:00:00Z,2024,Nov,22.000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2024-12-01T00:00:00Z,2024,Dec,8.000008000000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2025-01-01T00:00:00Z,2025,Jan,1.000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2025-02-01T00:00:00Z,2025,Feb,32.000032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2025-03-01T00:00:00Z,2025,Mar,8.000008000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2025-04-01T00:00:00Z,2025,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2025-05-01T00:00:00Z,2025,May,4.000003999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States Virgin Islands,2025-06-01T00:00:00Z,2025,Jun,2.000002000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-01-01T00:00:00Z,2024,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-02-01T00:00:00Z,2024,Feb,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-03-01T00:00:00Z,2024,Mar,113.00011299999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-04-01T00:00:00Z,2024,Apr,373.00037299999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-05-01T00:00:00Z,2024,May,215.00021499999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-06-01T00:00:00Z,2024,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-07-01T00:00:00Z,2024,Jul,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-08-01T00:00:00Z,2024,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-09-01T00:00:00Z,2024,Sep,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-10-01T00:00:00Z,2024,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-11-01T00:00:00Z,2024,Nov,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2024-12-01T00:00:00Z,2024,Dec,10.999299000000065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2025-01-01T00:00:00Z,2025,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2025-02-01T00:00:00Z,2025,Feb,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2025-03-01T00:00:00Z,2025,Mar,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2025-04-01T00:00:00Z,2025,Apr,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2025-05-01T00:00:00Z,2025,May,4.17142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2025-06-01T00:00:00Z,2025,Jun,-0.08071086807929984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-01-01T00:00:00Z,2024,Jan,5079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-02-01T00:00:00Z,2024,Feb,5429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-03-01T00:00:00Z,2024,Mar,5597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-04-01T00:00:00Z,2024,Apr,3342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-05-01T00:00:00Z,2024,May,5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-06-01T00:00:00Z,2024,Jun,7499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-07-01T00:00:00Z,2024,Jul,27675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-08-01T00:00:00Z,2024,Aug,32388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-09-01T00:00:00Z,2024,Sep,41375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-10-01T00:00:00Z,2024,Oct,51183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-11-01T00:00:00Z,2024,Nov,30354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2024-12-01T00:00:00Z,2024,Dec,17359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-01-01T00:00:00Z,2025,Jan,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-02-01T00:00:00Z,2025,Feb,3806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-03-01T00:00:00Z,2025,Mar,3517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-04-01T00:00:00Z,2025,Apr,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-05-01T00:00:00Z,2025,May,3766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-06-01T00:00:00Z,2025,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-07-01T00:00:00Z,2025,Jul,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-08-01T00:00:00Z,2025,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-09-01T00:00:00Z,2025,Sep,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-10-01T00:00:00Z,2025,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-11-01T00:00:00Z,2025,Nov,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2025-12-01T00:00:00Z,2025,Dec,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-01-01T00:00:00Z,2024,Jan,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-02-01T00:00:00Z,2024,Feb,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-03-01T00:00:00Z,2024,Mar,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-04-01T00:00:00Z,2024,Apr,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-05-01T00:00:00Z,2024,May,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-06-01T00:00:00Z,2024,Jun,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-07-01T00:00:00Z,2024,Jul,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-08-01T00:00:00Z,2024,Aug,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-09-01T00:00:00Z,2024,Sep,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-10-01T00:00:00Z,2024,Oct,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-11-01T00:00:00Z,2024,Nov,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2024-12-01T00:00:00Z,2024,Dec,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-01-01T00:00:00Z,2025,Jan,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-02-01T00:00:00Z,2025,Feb,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-03-01T00:00:00Z,2025,Mar,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-04-01T00:00:00Z,2025,Apr,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-05-01T00:00:00Z,2025,May,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-06-01T00:00:00Z,2025,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-07-01T00:00:00Z,2025,Jul,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-08-01T00:00:00Z,2025,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-09-01T00:00:00Z,2025,Sep,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-10-01T00:00:00Z,2025,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-11-01T00:00:00Z,2025,Nov,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,2025-12-01T00:00:00Z,2025,Dec,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-01-01T00:00:00Z,2024,Jan,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-02-01T00:00:00Z,2024,Feb,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-03-01T00:00:00Z,2024,Mar,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-04-01T00:00:00Z,2024,Apr,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-05-01T00:00:00Z,2024,May,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-06-01T00:00:00Z,2024,Jun,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-07-01T00:00:00Z,2024,Jul,1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-08-01T00:00:00Z,2024,Aug,1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-09-01T00:00:00Z,2024,Sep,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-10-01T00:00:00Z,2024,Oct,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-11-01T00:00:00Z,2024,Nov,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2024-12-01T00:00:00Z,2024,Dec,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-01-01T00:00:00Z,2025,Jan,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-02-01T00:00:00Z,2025,Feb,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-03-01T00:00:00Z,2025,Mar,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-04-01T00:00:00Z,2025,Apr,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-05-01T00:00:00Z,2025,May,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-06-01T00:00:00Z,2025,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-07-01T00:00:00Z,2025,Jul,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-08-01T00:00:00Z,2025,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-09-01T00:00:00Z,2025,Sep,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-10-01T00:00:00Z,2025,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-11-01T00:00:00Z,2025,Nov,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2025-12-01T00:00:00Z,2025,Dec,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-01-01T00:00:00Z,2024,Jan,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-02-01T00:00:00Z,2024,Feb,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-03-01T00:00:00Z,2024,Mar,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-04-01T00:00:00Z,2024,Apr,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-05-01T00:00:00Z,2024,May,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-06-01T00:00:00Z,2024,Jun,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-07-01T00:00:00Z,2024,Jul,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-08-01T00:00:00Z,2024,Aug,6493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-09-01T00:00:00Z,2024,Sep,11875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-10-01T00:00:00Z,2024,Oct,12332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-11-01T00:00:00Z,2024,Nov,5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2024-12-01T00:00:00Z,2024,Dec,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-01-01T00:00:00Z,2025,Jan,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-02-01T00:00:00Z,2025,Feb,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-03-01T00:00:00Z,2025,Mar,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-04-01T00:00:00Z,2025,Apr,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-05-01T00:00:00Z,2025,May,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-06-01T00:00:00Z,2025,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-07-01T00:00:00Z,2025,Jul,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-08-01T00:00:00Z,2025,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-09-01T00:00:00Z,2025,Sep,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-10-01T00:00:00Z,2025,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-11-01T00:00:00Z,2025,Nov,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2025-12-01T00:00:00Z,2025,Dec,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-01-01T00:00:00Z,2024,Jan,27268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-02-01T00:00:00Z,2024,Feb,29411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-03-01T00:00:00Z,2024,Mar,32292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-04-01T00:00:00Z,2024,Apr,30123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-05-01T00:00:00Z,2024,May,32020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-06-01T00:00:00Z,2024,Jun,24098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-07-01T00:00:00Z,2024,Jul,19265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-08-01T00:00:00Z,2024,Aug,14563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-09-01T00:00:00Z,2024,Sep,11074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-10-01T00:00:00Z,2024,Oct,10970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-11-01T00:00:00Z,2024,Nov,11975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2024-12-01T00:00:00Z,2024,Dec,14212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2025-01-01T00:00:00Z,2025,Jan,21417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,2025-02-01T00:00:00Z,2025,Feb,17160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
